Date, YTD, MTD, Day
01/02/2015, -0.01%, -0.01%, -0.01%
01/05/2015, -1.15%, -1.15%, -1.14%
01/06/2015, -1.63%, -1.63%, -0.49%
01/07/2015, -1%, -1%, 0.65%
01/08/2015, -0.04%, -0.04%, 0.99%
01/09/2015, -0.38%, -0.38%, -0.34%
01/12/2015, -0.65%, -0.65%, -0.27%
01/13/2015, -0.57%, -0.57%, 0.08%
01/14/2015, -0.79%, -0.79%, -0.22%
01/15/2015, -0.78%, -0.78%, 0%
01/16/2015, -0.23%, -0.23%, 0.57%
01/20/2015, -0.06%, -0.06%, 0.16%
01/21/2015, 0.23%, 0.23%, 0.3%
01/22/2015, 0.88%, 0.88%, 0.65%
01/23/2015, 0.76%, 0.76%, -0.12%
01/26/2015, 1.13%, 1.13%, 0.37%
01/27/2015, 0.74%, 0.74%, -0.4%
01/28/2015, 0.14%, 0.14%, -0.59%
01/29/2015, 0.58%, 0.58%, 0.44%
01/30/2015, -0.1%, -0.1%, -0.68%
02/02/2015, 0.61%, 0.72%, 0.72%
02/03/2015, 1.43%, 1.55%, 0.82%
02/04/2015, 1.13%, 1.26%, -0.29%
02/05/2015, 1.77%, 1.9%, 0.63%
02/06/2015, 1.07%, 1.2%, -0.69%
02/09/2015, 0.78%, 0.91%, -0.28%
02/10/2015, 1.21%, 1.35%, 0.42%
02/11/2015, 1.05%, 1.19%, -0.15%
02/12/2015, 1.87%, 2.02%, 0.8%
02/13/2015, 2.22%, 2.37%, 0.34%
02/17/2015, 2.22%, 2.38%, -0%
02/18/2015, 2.47%, 2.62%, 0.24%
02/19/2015, 2.39%, 2.55%, -0.08%
02/20/2015, 2.82%, 2.98%, 0.42%
02/23/2015, 2.79%, 2.95%, -0.02%
02/24/2015, 3.2%, 3.36%, 0.39%
02/25/2015, 3.31%, 3.46%, 0.1%
02/26/2015, 3.05%, 3.21%, -0.25%
02/27/2015, 3.06%, 3.21%, 0.01%
03/02/2015, 3.11%, 0.05%, 0.05%
03/03/2015, 2.75%, -0.3%, -0.35%
03/04/2015, 2.46%, -0.58%, -0.28%
03/05/2015, 2.55%, -0.49%, 0.08%
03/06/2015, 1.48%, -1.52%, -1.03%
03/09/2015, 1.62%, -1.38%, 0.14%
03/10/2015, 0.5%, -2.45%, -1.09%
03/11/2015, 0.58%, -2.37%, 0.08%
03/12/2015, 1.39%, -1.6%, 0.8%
03/13/2015, 0.9%, -2.07%, -0.49%
03/16/2015, 1.74%, -1.26%, 0.83%
03/17/2015, 1.63%, -1.37%, -0.11%
03/18/2015, 2.98%, -0.07%, 1.33%
03/19/2015, 2.36%, -0.66%, -0.6%
03/20/2015, 3.36%, 0.29%, 0.97%
03/23/2015, 3.5%, 0.43%, 0.14%
03/24/2015, 3.13%, 0.07%, -0.36%
03/25/2015, 2.29%, -0.74%, -0.81%
03/26/2015, 1.83%, -1.18%, -0.45%
03/27/2015, 2.04%, -0.98%, 0.2%
03/30/2015, 2.58%, -0.45%, 0.54%
03/31/2015, 2.01%, -1.01%, -0.55%
04/01/2015, 2.23%, 0.21%, 0.21%
04/02/2015, 2.61%, 0.58%, 0.37%
04/06/2015, 3.19%, 1.14%, 0.56%
04/07/2015, 3.14%, 1.1%, -0.04%
04/08/2015, 3.49%, 1.43%, 0.33%
04/09/2015, 3.58%, 1.53%, 0.09%
04/10/2015, 3.86%, 1.79%, 0.26%
04/13/2015, 3.66%, 1.6%, -0.19%
04/14/2015, 3.98%, 1.91%, 0.3%
04/15/2015, 4.35%, 2.27%, 0.35%
04/16/2015, 4.46%, 2.38%, 0.1%
04/17/2015, 3.67%, 1.61%, -0.74%
04/20/2015, 3.91%, 1.85%, 0.24%
04/21/2015, 4.05%, 1.98%, 0.12%
04/22/2015, 4.21%, 2.13%, 0.15%
04/23/2015, 4.54%, 2.46%, 0.32%
04/24/2015, 4.82%, 2.73%, 0.26%
