Date, YTD, MTD, Day
01/02/2019, -0.04%, -0.04%, -0.04%
01/03/2019, -0.92%, -0.92%, -0.88%
01/04/2019, 0.99%, 0.99%, 1.95%
01/07/2019, 1.38%, 1.38%, 0.38%
01/08/2019, 1.84%, 1.84%, 0.45%
01/09/2019, 2.5%, 2.5%, 0.65%
01/10/2019, 2.75%, 2.75%, 0.23%
01/11/2019, 2.68%, 2.68%, -0.06%
01/14/2019, 2.32%, 2.32%, -0.35%
01/15/2019, 2.84%, 2.84%, 0.51%
01/16/2019, 3.03%, 3.03%, 0.18%
01/17/2019, 3.42%, 3.42%, 0.36%
01/18/2019, 4.1%, 4.1%, 0.65%
01/22/2019, 3.25%, 3.25%, -0.8%
01/23/2019, 3.45%, 3.45%, 0.19%
01/24/2019, 3.69%, 3.69%, 0.23%
01/25/2019, 4.39%, 4.39%, 0.66%
01/28/2019, 3.93%, 3.93%, -0.43%
01/29/2019, 4.06%, 4.06%, 0.13%
01/30/2019, 5%, 5%, 0.88%
01/31/2019, 5.55%, 5.55%, 0.52%
02/01/2019, 5.43%, -0.12%, -0.12%
02/04/2019, 5.74%, 0.16%, 0.28%
02/05/2019, 6.25%, 0.64%, 0.48%
02/06/2019, 5.99%, 0.4%, -0.24%
02/07/2019, 5.32%, -0.21%, -0.61%
02/08/2019, 5.23%, -0.3%, -0.09%
02/11/2019, 5.2%, -0.32%, -0.03%
02/12/2019, 6.01%, 0.42%, 0.75%
02/13/2019, 6.02%, 0.43%, 0.01%
02/14/2019, 6.04%, 0.45%, 0.02%
02/15/2019, 6.78%, 1.14%, 0.68%
02/19/2019, 7.04%, 1.38%, 0.24%
02/20/2019, 7.28%, 1.6%, 0.22%
02/21/2019, 6.99%, 1.32%, -0.27%
02/22/2019, 7.52%, 1.82%, 0.49%
02/25/2019, 7.67%, 1.95%, 0.13%
02/26/2019, 7.79%, 2.07%, 0.12%
02/27/2019, 7.58%, 1.87%, -0.2%
02/28/2019, 7.28%, 1.59%, -0.27%
03/01/2019, 7.56%, 0.24%, 0.24%
03/04/2019, 7.41%, 0.12%, -0.12%
03/05/2019, 7.44%, 0.15%, 0.03%
03/06/2019, 7.07%, -0.18%, -0.33%
03/07/2019, 6.48%, -0.71%, -0.53%
03/08/2019, 6.26%, -0.91%, -0.2%
03/11/2019, 7.15%, -0.11%, 0.82%
03/12/2019, 7.42%, 0.15%, 0.25%
03/13/2019, 7.87%, 0.55%, 0.4%
03/14/2019, 7.68%, 0.37%, -0.18%
03/15/2019, 8.25%, 0.89%, 0.52%
03/18/2019, 8.65%, 1.26%, 0.36%
03/19/2019, 8.65%, 1.26%, 0%
03/20/2019, 8.67%, 1.29%, 0.03%
03/21/2019, 9.08%, 1.66%, 0.37%
03/22/2019, 7.52%, 0.26%, -1.37%
03/25/2019, 7.52%, 0.27%, 0%
03/26/2019, 8.01%, 0.71%, 0.45%
03/27/2019, 7.82%, 0.54%, -0.17%
03/28/2019, 7.96%, 0.67%, 0.13%
03/29/2019, 8.35%, 1.02%, 0.35%
