Date, YTD, MTD, Day
01/02/2020, 0.67%, 0.67%, 0.67%
01/03/2020, 0.24%, 0.24%, -0.43%
01/06/2020, 0.45%, 0.45%, 0.21%
01/07/2020, 0.24%, 0.24%, -0.21%
01/08/2020, 0.54%, 0.54%, 0.31%
01/09/2020, 1.05%, 1.05%, 0.51%
01/10/2020, 0.88%, 0.88%, -0.17%
01/13/2020, 1.45%, 1.45%, 0.56%
01/14/2020, 1.43%, 1.43%, -0.01%
01/15/2020, 1.6%, 1.6%, 0.16%
01/16/2020, 2.26%, 2.26%, 0.65%
01/17/2020, 2.48%, 2.48%, 0.21%
01/21/2020, 2.26%, 2.26%, -0.21%
01/22/2020, 2.33%, 2.33%, 0.07%
01/23/2020, 2.42%, 2.42%, 0.09%
01/24/2020, 1.73%, 1.73%, -0.67%
01/27/2020, 0.53%, 0.53%, -1.18%
01/28/2020, 1.26%, 1.26%, 0.73%
01/29/2020, 1.23%, 1.23%, -0.03%
01/30/2020, 1.42%, 1.42%, 0.18%
01/31/2020, 0.06%, 0.06%, -1.34%
02/03/2020, 0.68%, 0.62%, 0.62%
02/04/2020, 1.86%, 1.8%, 1.18%
02/05/2020, 2.61%, 2.56%, 0.73%
02/06/2020, 2.86%, 2.81%, 0.25%
02/07/2020, 2.44%, 2.39%, -0.4%
02/10/2020, 3.03%, 2.98%, 0.57%
02/11/2020, 3.23%, 3.19%, 0.2%
02/12/2020, 3.72%, 3.67%, 0.46%
02/13/2020, 3.66%, 3.61%, -0.06%
02/14/2020, 3.8%, 3.75%, 0.14%
02/18/2020, 3.61%, 3.56%, -0.18%
02/19/2020, 4.02%, 3.97%, 0.4%
02/20/2020, 3.78%, 3.73%, -0.23%
02/21/2020, 3.01%, 2.95%, -0.74%
02/24/2020, 0.35%, 0.28%, -2.58%
02/25/2020, -1.95%, -2.03%, -2.3%
02/26/2020, -2.36%, -2.44%, -0.42%
02/27/2020, -5.51%, -5.6%, -3.27%
02/28/2020, -6.02%, -6.11%, -0.57%
03/02/2020, -3.08%, 3.21%, 3.21%
03/03/2020, -4.85%, 1.27%, -1.86%
03/04/2020, -1.99%, 4.39%, 3.08%
03/05/2020, -4.36%, 1.78%, -2.47%
03/06/2020, -5.54%, 0.48%, -1.27%
03/09/2020, -11.31%, -5.81%, -6.29%
03/10/2020, -8.5%, -2.71%, 3.38%
03/11/2020, -12.15%, -6.69%, -4.11%
03/12/2020, -18.88%, -14.01%, -7.97%
03/13/2020, -13.75%, -8.4%, 6.79%
03/16/2020, -21.55%, -16.93%, -9.49%
03/17/2020, -18.66%, -13.73%, 4.12%
03/18/2020, -22.56%, -17.95%, -5%
03/19/2020, -22.06%, -17.38%, 0.75%
03/20/2020, -24%, -19.53%, -2.74%
03/23/2020, -25.36%, -21.04%, -2.01%
03/24/2020, -20.29%, -15.5%, 7.44%
03/25/2020, -19.54%, -14.7%, 0.98%
03/26/2020, -15.77%, -10.59%, 4.96%
03/27/2020, -17.73%, -12.76%, -2.5%
03/30/2020, -15.88%, -10.74%, 2.4%
03/31/2020, -16.74%, -11.68%, -1.09%
04/01/2020, -19.54%, -3.58%, -3.58%
04/02/2020, -18.32%, -2.02%, 1.63%
04/03/2020, -19.35%, -3.34%, -1.35%
04/06/2020, -15.19%, 1.96%, 5.54%
04/07/2020, -15.17%, 1.99%, 0.02%
04/08/2020, -13%, 4.75%, 2.7%
04/09/2020, -11.73%, 6.34%, 1.5%
04/13/2020, -12.43%, 5.44%, -0.83%
04/14/2020, -10.45%, 7.95%, 2.36%
04/15/2020, -11.97%, 5.97%, -1.8%
04/16/2020, -11.65%, 6.37%, 0.38%
04/17/2020, -9.79%, 8.75%, 2.21%
04/20/2020, -10.92%, 7.31%, -1.3%
04/21/2020, -12.94%, 4.73%, -2.37%
04/22/2020, -11.49%, 6.58%, 1.75%
04/23/2020, -11.43%, 6.65%, 0.07%
04/24/2020, -10.53%, 7.79%, 1.06%
04/27/2020, -9.4%, 9.26%, 1.33%
04/28/2020, -9.54%, 9.07%, -0.15%
04/29/2020, -7.52%, 11.64%, 2.31%
04/30/2020, -8.43%, 10.49%, -1.02%
05/01/2020, -10.43%, -2.25%, -2.25%
05/04/2020, -10.19%, -1.99%, 0.28%
05/05/2020, -9.57%, -1.29%, 0.72%
05/06/2020, -10.08%, -1.85%, -0.57%
05/07/2020, -9.1%, -0.76%, 1.12%
05/08/2020, -7.86%, 0.65%, 1.43%
05/11/2020, -7.94%, 0.57%, -0.08%
05/12/2020, -9.38%, -1.06%, -1.62%
05/13/2020, -10.63%, -2.47%, -1.43%
05/14/2020, -9.92%, -1.68%, 0.82%
05/15/2020, -9.6%, -1.32%, 0.37%
05/18/2020, -7.3%, 1.29%, 2.65%
05/19/2020, -7.97%, 0.52%, -0.75%
05/20/2020, -6.67%, 1.99%, 1.46%
05/21/2020, -7.14%, 1.45%, -0.53%
05/22/2020, -6.97%, 1.63%, 0.18%
05/26/2020, -5.9%, 2.86%, 1.2%
05/27/2020, -4.78%, 4.12%, 1.22%
05/28/2020, -4.99%, 3.89%, -0.23%
05/29/2020, -4.59%, 4.33%, 0.42%
06/01/2020, -4.12%, 0.51%, 0.51%
06/02/2020, -3.45%, 1.24%, 0.73%
06/03/2020, -2.31%, 2.47%, 1.21%
06/04/2020, -2.59%, 2.17%, -0.29%
