Date,Price
11/13/2000,$30.22
11/14/2000,$31.01
11/15/2000,$31.20
11/16/2000,$30.70
11/17/2000,$30.56
11/20/2000,$29.84
11/21/2000,$29.85
11/22/2000,$29.24
11/24/2000,$29.83
11/27/2000,$29.93
11/28/2000,$29.46
11/29/2000,$29.51
11/30/2000,$28.93
12/01/2000,$29.08
12/04/2000,$29.19
12/05/2000,$30.48
12/06/2000,$29.95
12/07/2000,$29.79
12/08/2000,$30.59
12/11/2000,$30.96
12/12/2000,$30.65
12/13/2000,$30.32
12/14/2000,$29.80
12/15/2000,$29.23
12/18/2000,$29.44
12/19/2000,$28.98
12/20/2000,$27.80
12/21/2000,$27.95
12/22/2000,$28.79
12/26/2000,$28.97
12/27/2000,$29.36
12/28/2000,$29.63
12/29/2000,$29.26
