Date,Price
01/02/2002,$25.85
01/03/2002,$26.11
01/04/2002,$26.29
01/07/2002,$26.11
01/08/2002,$26.05
01/09/2002,$25.93
01/10/2002,$25.96
01/11/2002,$25.73
01/14/2002,$25.52
01/15/2002,$25.70
01/16/2002,$25.29
01/17/2002,$25.55
01/18/2002,$25.28
01/22/2002,$25.08
01/23/2002,$25.31
01/24/2002,$25.42
01/25/2002,$25.44
01/28/2002,$25.46
01/29/2002,$24.82
01/30/2002,$25.08
01/31/2002,$25.42
02/01/2002,$25.24
02/04/2002,$24.65
02/05/2002,$24.57
02/06/2002,$24.38
02/07/2002,$24.28
02/08/2002,$24.67
02/11/2002,$25.00
02/12/2002,$24.92
02/13/2002,$25.17
02/14/2002,$25.11
02/15/2002,$24.84
02/19/2002,$24.37
02/20/2002,$24.69
02/21/2002,$24.32
02/22/2002,$24.52
02/25/2002,$24.92
02/26/2002,$24.95
02/27/2002,$24.97
02/28/2002,$24.90
03/01/2002,$25.45
03/04/2002,$25.95
03/05/2002,$25.82
03/06/2002,$26.18
03/07/2002,$26.07
03/08/2002,$26.25
03/11/2002,$26.33
03/12/2002,$26.26
03/13/2002,$26.03
03/14/2002,$26.02
03/15/2002,$26.30
03/18/2002,$26.32
03/19/2002,$26.42
03/20/2002,$26.02
03/21/2002,$26.10
03/22/2002,$25.92
03/25/2002,$25.55
03/26/2002,$25.70
03/27/2002,$25.85
03/28/2002,$25.92
04/01/2002,$25.89
04/02/2002,$25.66
04/03/2002,$25.41
04/04/2002,$25.44
04/05/2002,$25.38
04/08/2002,$25.48
04/09/2002,$25.33
04/10/2002,$25.63
04/11/2002,$25.07
04/12/2002,$25.28
04/15/2002,$25.11
04/16/2002,$25.67
04/17/2002,$25.61
04/18/2002,$25.58
04/19/2002,$25.59
04/22/2002,$25.21
04/23/2002,$25.09
04/24/2002,$24.93
04/25/2002,$24.91
04/26/2002,$24.57
04/29/2002,$24.35
04/30/2002,$24.65
05/01/2002,$24.84
05/02/2002,$24.79
05/03/2002,$24.56
05/06/2002,$24.11
05/07/2002,$24.02
05/08/2002,$24.87
05/09/2002,$24.51
05/10/2002,$24.12
05/13/2002,$24.54
05/14/2002,$25.07
05/15/2002,$24.98
05/16/2002,$25.06
05/17/2002,$25.23
05/20/2002,$24.91
05/21/2002,$24.63
05/22/2002,$24.72
05/23/2002,$24.99
05/24/2002,$24.70
05/28/2002,$24.52
05/29/2002,$24.36
05/30/2002,$24.31
05/31/2002,$24.36
06/03/2002,$23.77
06/04/2002,$23.75
06/05/2002,$23.94
06/06/2002,$23.49
06/07/2002,$23.51
06/10/2002,$23.56
06/11/2002,$23.17
06/12/2002,$23.29
06/13/2002,$23.05
06/14/2002,$23.03
06/17/2002,$23.66
06/18/2002,$23.67
06/19/2002,$23.29
06/20/2002,$22.99
06/21/2002,$22.58
06/24/2002,$22.62
06/25/2002,$22.25
06/26/2002,$22.18
06/27/2002,$22.55
06/28/2002,$22.57
07/01/2002,$22.06
07/02/2002,$21.56
07/03/2002,$21.65
07/05/2002,$22.41
07/08/2002,$22.14
07/09/2002,$21.63
07/10/2002,$20.98
07/11/2002,$21.09
07/12/2002,$20.97
07/15/2002,$20.87
07/16/2002,$20.57
07/17/2002,$20.69
07/18/2002,$20.14
07/19/2002,$19.46
07/22/2002,$18.84
07/23/2002,$18.30
07/24/2002,$19.29
07/25/2002,$19.20
07/26/2002,$19.49
07/29/2002,$20.54
07/30/2002,$20.63
07/31/2002,$20.76
08/01/2002,$20.21
08/02/2002,$19.72
08/05/2002,$19.07
08/06/2002,$19.64
08/07/2002,$20.00
08/08/2002,$20.60
08/09/2002,$20.66
08/12/2002,$20.58
08/13/2002,$20.14
08/14/2002,$20.89
08/15/2002,$21.13
08/16/2002,$21.15
08/19/2002,$21.60
08/20/2002,$21.32
08/21/2002,$21.61
08/22/2002,$21.89
08/23/2002,$21.41
08/26/2002,$21.59
08/27/2002,$21.26
08/28/2002,$20.89
08/29/2002,$20.93
08/30/2002,$20.88
09/03/2002,$20.06
09/04/2002,$20.43
09/05/2002,$20.10
09/06/2002,$20.47
09/09/2002,$20.65
09/10/2002,$20.79
09/11/2002,$20.78
09/12/2002,$20.30
09/13/2002,$20.38
09/16/2002,$20.38
09/17/2002,$20.00
09/18/2002,$19.90
09/19/2002,$19.32
09/20/2002,$19.37
09/23/2002,$19.09
09/24/2002,$18.80
09/25/2002,$19.25
09/26/2002,$19.59
09/27/2002,$18.94
09/30/2002,$18.70
10/01/2002,$19.36
10/02/2002,$18.91
10/03/2002,$18.71
10/04/2002,$18.28
10/07/2002,$17.91
10/08/2002,$18.18
10/09/2002,$17.67
10/10/2002,$18.27
10/11/2002,$18.96
10/14/2002,$19.09
10/15/2002,$19.96
10/16/2002,$19.49
10/17/2002,$19.95
10/18/2002,$20.05
10/21/2002,$20.38
10/22/2002,$20.15
