Date,Price
01/03/2006,$30.48
01/04/2006,$30.63
01/05/2006,$30.64
01/06/2006,$30.95
01/09/2006,$31.09
01/10/2006,$31.12
01/11/2006,$31.21
01/12/2006,$31.01
01/13/2006,$31.05
01/17/2006,$30.93
01/18/2006,$30.82
01/19/2006,$31.03
01/20/2006,$30.48
01/23/2006,$30.55
01/24/2006,$30.68
01/25/2006,$30.61
01/26/2006,$30.86
01/27/2006,$31.08
01/30/2006,$31.12
01/31/2006,$31.05
02/01/2006,$31.10
02/02/2006,$30.82
02/03/2006,$30.67
02/06/2006,$30.71
02/07/2006,$30.43
02/08/2006,$30.67
02/09/2006,$30.61
02/10/2006,$30.67
02/13/2006,$30.53
02/14/2006,$30.83
02/15/2006,$30.96
02/16/2006,$31.20
02/17/2006,$31.16
02/21/2006,$31.06
02/22/2006,$31.30
02/23/2006,$31.20
02/24/2006,$31.27
02/27/2006,$31.39
02/28/2006,$31.06
03/01/2006,$31.35
03/02/2006,$31.31
03/03/2006,$31.26
03/06/2006,$31.03
03/07/2006,$30.90
03/08/2006,$30.96
03/09/2006,$30.81
03/10/2006,$31.04
03/13/2006,$31.11
03/14/2006,$31.43
03/15/2006,$31.59
03/16/2006,$31.64
03/17/2006,$31.57
03/20/2006,$31.53
03/21/2006,$31.32
03/22/2006,$31.51
03/23/2006,$31.47
03/24/2006,$31.54
03/27/2006,$31.51
03/28/2006,$31.34
03/29/2006,$31.62
03/30/2006,$31.57
03/31/2006,$31.49
04/03/2006,$31.51
04/04/2006,$31.69
04/05/2006,$31.84
04/06/2006,$31.79
04/07/2006,$31.47
04/10/2006,$31.47
04/11/2006,$31.21
04/12/2006,$31.26
04/13/2006,$31.30
04/17/2006,$31.22
04/18/2006,$31.78
04/19/2006,$31.90
04/20/2006,$31.91
04/21/2006,$31.90
04/24/2006,$31.80
04/25/2006,$31.66
04/26/2006,$31.72
04/27/2006,$31.81
04/28/2006,$31.84
05/01/2006,$31.72
05/02/2006,$31.90
05/03/2006,$31.80
05/04/2006,$31.94
05/05/2006,$32.27
05/08/2006,$32.26
05/09/2006,$32.26
05/10/2006,$32.21
05/11/2006,$31.77
05/12/2006,$31.37
05/15/2006,$31.40
05/16/2006,$31.35
05/17/2006,$30.83
05/18/2006,$30.61
05/19/2006,$30.73
05/22/2006,$30.57
05/23/2006,$30.44
05/24/2006,$30.46
05/25/2006,$30.84
05/26/2006,$31.03
05/30/2006,$30.52
05/31/2006,$30.81
06/01/2006,$31.23
06/02/2006,$31.30
06/05/2006,$30.70
06/06/2006,$30.63
06/07/2006,$30.44
06/08/2006,$30.46
06/09/2006,$30.33
06/12/2006,$29.88
06/13/2006,$29.54
06/14/2006,$29.69
06/15/2006,$30.39
06/16/2006,$30.27
06/19/2006,$29.96
06/20/2006,$29.93
06/21/2006,$30.27
06/22/2006,$30.13
06/23/2006,$30.02
06/26/2006,$30.18
06/27/2006,$29.89
06/28/2006,$30.04
06/29/2006,$30.74
06/30/2006,$30.74
07/03/2006,$30.98
07/05/2006,$30.73
07/06/2006,$30.80
07/07/2006,$30.56
07/10/2006,$30.59
07/11/2006,$30.72
07/12/2006,$30.37
07/13/2006,$29.95
07/14/2006,$29.78
07/17/2006,$29.71
07/18/2006,$29.77
07/19/2006,$30.37
07/20/2006,$30.03
07/21/2006,$29.76
07/24/2006,$30.29
07/25/2006,$30.52
07/26/2006,$30.50
07/27/2006,$30.33
07/28/2006,$30.73
07/31/2006,$30.71
08/01/2006,$30.53
08/02/2006,$30.73
08/03/2006,$30.81
08/04/2006,$30.78
08/07/2006,$30.67
08/08/2006,$30.53
08/09/2006,$30.39
08/10/2006,$30.53
08/11/2006,$30.39
08/14/2006,$30.43
08/15/2006,$30.88
