Date,Price
01/03/2005,$28.49
01/04/2005,$28.12
01/05/2005,$27.96
01/06/2005,$28.06
01/07/2005,$28.01
01/10/2005,$28.12
01/11/2005,$27.93
01/12/2005,$28.03
01/13/2005,$27.83
01/14/2005,$28.02
01/18/2005,$28.29
01/19/2005,$28.03
01/20/2005,$27.82
01/21/2005,$27.67
01/24/2005,$27.53
01/25/2005,$27.62
01/26/2005,$27.79
01/27/2005,$27.81
01/28/2005,$27.73
01/31/2005,$28.00
02/01/2005,$28.19
02/02/2005,$28.31
02/03/2005,$28.24
02/04/2005,$28.55
02/07/2005,$28.52
02/08/2005,$28.54
02/09/2005,$28.27
02/10/2005,$28.37
02/11/2005,$28.59
02/14/2005,$28.62
02/15/2005,$28.71
02/16/2005,$28.74
02/17/2005,$28.52
02/18/2005,$28.52
02/22/2005,$28.10
02/23/2005,$28.24
02/24/2005,$28.48
02/25/2005,$28.76
02/28/2005,$28.59
03/01/2005,$28.75
03/02/2005,$28.75
03/03/2005,$28.76
03/04/2005,$29.02
03/07/2005,$29.11
03/08/2005,$28.95
03/09/2005,$28.66
03/10/2005,$28.67
03/11/2005,$28.51
03/14/2005,$28.69
03/15/2005,$28.50
03/16/2005,$28.26
03/17/2005,$28.33
03/18/2005,$28.29
03/21/2005,$28.18
03/22/2005,$27.92
03/23/2005,$27.78
03/24/2005,$27.79
03/28/2005,$27.83
03/29/2005,$27.60
03/30/2005,$27.97
03/31/2005,$27.98
04/01/2005,$27.81
04/04/2005,$27.89
04/05/2005,$28.00
04/06/2005,$28.07
04/07/2005,$28.23
04/08/2005,$27.98
04/11/2005,$27.96
04/12/2005,$28.12
04/13/2005,$27.79
04/14/2005,$27.48
04/15/2005,$27.05
04/18/2005,$27.14
04/19/2005,$27.34
04/20/2005,$26.98
04/21/2005,$27.50
04/22/2005,$27.27
04/25/2005,$27.53
04/26/2005,$27.28
04/27/2005,$27.36
04/28/2005,$27.04
04/29/2005,$27.33
05/02/2005,$27.47
05/03/2005,$27.44
05/04/2005,$27.80
05/05/2005,$27.75
05/06/2005,$27.74
05/09/2005,$27.93
05/10/2005,$27.64
05/11/2005,$27.76
05/12/2005,$27.47
05/13/2005,$27.34
05/16/2005,$27.63
05/17/2005,$27.82
05/18/2005,$28.14
05/19/2005,$28.28
05/20/2005,$28.24
05/23/2005,$28.36
05/24/2005,$28.36
05/25/2005,$28.24
05/26/2005,$28.45
05/27/2005,$28.50
05/31/2005,$28.36
06/01/2005,$28.63
06/02/2005,$28.69
06/03/2005,$28.50
06/06/2005,$28.55
06/07/2005,$28.55
06/08/2005,$28.48
06/09/2005,$28.65
06/10/2005,$28.60
06/13/2005,$28.68
06/14/2005,$28.77
06/15/2005,$28.84
06/16/2005,$28.97
06/17/2005,$29.10
06/20/2005,$29.08
06/21/2005,$29.02
06/22/2005,$29.04
06/23/2005,$28.74
06/24/2005,$28.43
06/27/2005,$28.41
06/28/2005,$28.70
06/29/2005,$28.67
06/30/2005,$28.50
07/01/2005,$28.60
07/05/2005,$28.86
07/06/2005,$28.65
07/07/2005,$28.72
07/08/2005,$29.07
07/11/2005,$29.28
07/12/2005,$29.34
07/13/2005,$29.34
07/14/2005,$29.37
07/15/2005,$29.41
07/18/2005,$29.26
07/19/2005,$29.49
07/20/2005,$29.65
07/21/2005,$29.43
07/22/2005,$29.61
07/25/2005,$29.48
07/26/2005,$29.55
07/27/2005,$29.67
07/28/2005,$29.88
07/29/2005,$29.68
08/01/2005,$29.72
08/02/2005,$29.93
08/03/2005,$29.93
08/04/2005,$29.68
08/05/2005,$29.43
08/08/2005,$29.32
08/09/2005,$29.50
08/10/2005,$29.47
08/11/2005,$29.68
08/12/2005,$29.52
08/15/2005,$29.61
08/16/2005,$29.26
08/17/2005,$29.28
08/18/2005,$29.24
08/19/2005,$29.27
08/22/2005,$29.33
08/23/2005,$29.24
08/24/2005,$29.09
08/25/2005,$29.16
08/26/2005,$28.96
08/29/2005,$29.14
08/30/2005,$29.07
08/31/2005,$29.40
09/01/2005,$29.44
09/02/2005,$29.34
09/06/2005,$29.71
09/07/2005,$29.79
09/08/2005,$29.68
09/09/2005,$29.91
09/12/2005,$29.91
09/13/2005,$29.69
09/14/2005,$29.57
09/15/2005,$29.58
09/16/2005,$29.81
09/19/2005,$29.65
09/20/2005,$29.42
09/21/2005,$29.12
09/22/2005,$29.22
09/23/2005,$29.12
09/26/2005,$29.16
09/27/2005,$29.16
09/28/2005,$29.17
09/29/2005,$29.45
09/30/2005,$29.51
10/03/2005,$29.51
10/04/2005,$29.21
10/05/2005,$28.73
10/06/2005,$28.58
10/07/2005,$28.70
10/10/2005,$28.48
10/11/2005,$28.39
10/12/2005,$28.17
10/13/2005,$28.15
10/14/2005,$28.42
10/17/2005,$28.51
10/18/2005,$28.20
10/19/2005,$28.63
10/20/2005,$28.20
10/21/2005,$28.30
