Date,Price
01/02/2014,$46.27
01/03/2014,$46.29
01/06/2014,$46.15
01/07/2014,$46.45
01/08/2014,$46.47
01/09/2014,$46.50
01/10/2014,$46.64
01/13/2014,$46.05
01/14/2014,$46.57
01/15/2014,$46.82
01/16/2014,$46.77
01/17/2014,$46.60
01/21/2014,$46.75
01/22/2014,$46.82
01/23/2014,$46.42
01/24/2014,$45.41
01/27/2014,$45.13
01/28/2014,$45.45
01/29/2014,$44.98
01/30/2014,$45.52
01/31/2014,$45.24
02/03/2014,$44.14
02/04/2014,$44.50
02/05/2014,$44.39
02/06/2014,$44.95
02/07/2014,$45.54
02/10/2014,$45.62
02/11/2014,$46.11
02/12/2014,$46.16
02/13/2014,$46.47
02/14/2014,$46.68
02/18/2014,$46.81
02/19/2014,$46.49
02/20/2014,$46.82
02/21/2014,$46.76
02/24/2014,$47.06
02/25/2014,$47.01
02/26/2014,$47.06
02/27/2014,$47.30
02/28/2014,$47.39
03/03/2014,$47.06
03/04/2014,$47.82
03/05/2014,$47.81
03/06/2014,$47.88
03/07/2014,$47.89
03/10/2014,$47.84
03/11/2014,$47.57
03/12/2014,$47.62
03/13/2014,$47.06
03/14/2014,$46.99
03/17/2014,$47.41
03/18/2014,$47.80
03/19/2014,$47.49
03/20/2014,$47.74
03/21/2014,$47.60
03/24/2014,$47.10
03/25/2014,$47.26
03/26/2014,$46.86
03/27/2014,$46.78
03/28/2014,$46.98
03/31/2014,$47.43
04/01/2014,$47.81
04/02/2014,$47.96
04/03/2014,$47.83
04/04/2014,$47.17
04/07/2014,$46.60
04/08/2014,$46.82
04/09/2014,$47.37
04/10/2014,$46.33
04/11/2014,$45.86
04/14/2014,$46.19
04/15/2014,$46.49
04/16/2014,$47.00
04/17/2014,$47.08
04/21/2014,$47.27
04/22/2014,$47.53
04/23/2014,$47.39
04/24/2014,$47.44
04/25/2014,$46.98
04/28/2014,$47.05
04/29/2014,$47.29
04/30/2014,$47.46
05/01/2014,$47.48
05/02/2014,$47.45
05/05/2014,$47.52
05/06/2014,$47.06
05/07/2014,$47.30
05/08/2014,$47.18
05/09/2014,$47.29
05/12/2014,$47.83
05/13/2014,$47.79
05/14/2014,$47.53
05/15/2014,$47.11
05/16/2014,$47.29
05/19/2014,$47.52
05/20/2014,$47.17
05/21/2014,$47.54
05/22/2014,$47.69
05/23/2014,$47.93
05/27/2014,$48.26
05/28/2014,$48.19
05/29/2014,$48.45
05/30/2014,$48.49
06/02/2014,$48.53
06/03/2014,$48.51
06/04/2014,$48.64
06/05/2014,$49.01
06/06/2014,$49.27
06/09/2014,$49.35
06/10/2014,$49.32
06/11/2014,$49.15
06/12/2014,$48.82
06/13/2014,$48.98
06/16/2014,$49.03
06/17/2014,$49.19
06/18/2014,$49.55
06/19/2014,$49.62
06/20/2014,$49.72
06/23/2014,$49.50
06/24/2014,$49.16
06/25/2014,$49.42
06/26/2014,$49.37
06/27/2014,$49.50
06/30/2014,$49.53
07/01/2014,$49.89
07/02/2014,$49.87
07/03/2014,$50.14
07/07/2014,$49.85
07/08/2014,$49.47
07/09/2014,$49.69
07/10/2014,$49.46
07/11/2014,$49.52
07/14/2014,$49.75
07/15/2014,$49.61
07/16/2014,$49.78
07/17/2014,$49.18
07/18/2014,$49.72
07/21/2014,$49.60
07/22/2014,$49.86
07/23/2014,$49.95
07/24/2014,$49.98
07/25/2014,$49.71
07/28/2014,$49.70
07/29/2014,$49.51
07/30/2014,$49.55
07/31/2014,$48.55
08/01/2014,$48.41
08/04/2014,$48.76
08/05/2014,$48.34
08/06/2014,$48.36
08/07/2014,$48.11
08/08/2014,$48.65
08/11/2014,$48.83
08/12/2014,$48.71
08/13/2014,$49.07
08/14/2014,$49.28
08/15/2014,$49.28
08/18/2014,$49.74
08/19/2014,$49.98
08/20/2014,$50.09
08/21/2014,$50.22
08/22/2014,$50.15
08/25/2014,$50.38
08/26/2014,$50.48
08/27/2014,$50.48
08/28/2014,$50.39
08/29/2014,$50.58
09/02/2014,$50.60
09/03/2014,$50.54
09/04/2014,$50.44
09/05/2014,$50.68
09/08/2014,$50.57
09/09/2014,$50.21
09/10/2014,$50.40
09/11/2014,$50.49
09/12/2014,$50.16
09/15/2014,$50.03
09/16/2014,$50.39
09/17/2014,$50.46
09/18/2014,$50.69
09/19/2014,$50.61
09/22/2014,$50.13
09/23/2014,$49.60
09/24/2014,$49.98
09/25/2014,$49.19
09/26/2014,$49.61
09/29/2014,$49.50
09/30/2014,$49.29
10/01/2014,$48.62
10/02/2014,$48.67
10/03/2014,$49.20
10/06/2014,$49.09
10/07/2014,$48.34
10/08/2014,$49.17
10/09/2014,$48.13
10/10/2014,$47.52
10/13/2014,$46.77
10/14/2014,$46.91
10/15/2014,$46.64
10/16/2014,$46.76
10/17/2014,$47.29
10/20/2014,$47.74
10/21/2014,$48.69
10/22/2014,$48.29
10/23/2014,$48.91
10/24/2014,$49.22
10/27/2014,$49.15
10/28/2014,$49.81
10/29/2014,$49.72
10/30/2014,$50.03
10/31/2014,$50.64
11/03/2014,$50.64
11/04/2014,$50.46
11/05/2014,$50.72
11/06/2014,$50.95
11/07/2014,$50.98
11/10/2014,$51.15
11/11/2014,$51.18
11/12/2014,$51.20
11/13/2014,$51.17
11/14/2014,$51.19
11/17/2014,$51.18
11/18/2014,$51.46
11/19/2014,$51.34
11/20/2014,$51.49
11/21/2014,$51.76
11/24/2014,$51.96
11/25/2014,$51.92
11/26/2014,$52.07
11/28/2014,$51.87
12/01/2014,$51.43
12/02/2014,$51.77
12/03/2014,$52.02
12/04/2014,$51.95
12/05/2014,$52.06
12/08/2014,$51.66
12/09/2014,$51.73
12/10/2014,$50.85
12/11/2014,$51.09
12/12/2014,$50.30
12/15/2014,$49.95
12/16/2014,$49.57
12/17/2014,$50.64
12/18/2014,$51.80
12/19/2014,$51.76
12/22/2014,$51.97
12/23/2014,$52.06
12/24/2014,$52.08
12/26/2014,$52.27
12/29/2014,$52.35
12/30/2014,$52.10
12/31/2014,$51.60
