Date, YTD, MTD, Day
01/02/2014, -0.55%, -0.55%, -0.55%
01/03/2014, -0.52%, -0.52%, 0.03%
01/06/2014, -0.65%, -0.65%, -0.13%
01/07/2014, -0.2%, -0.2%, 0.46%
01/08/2014, -0.27%, -0.27%, -0.07%
01/09/2014, -0.2%, -0.2%, 0.08%
01/10/2014, 0.16%, 0.16%, 0.36%
01/13/2014, -0.59%, -0.59%, -0.76%
01/14/2014, 0.06%, 0.06%, 0.67%
01/15/2014, 0.38%, 0.38%, 0.32%
01/16/2014, 0.38%, 0.38%, -0%
01/17/2014, 0.17%, 0.17%, -0.2%
01/21/2014, 0.35%, 0.35%, 0.18%
01/22/2014, 0.41%, 0.41%, 0.06%
01/23/2014, -0.04%, -0.04%, -0.46%
01/24/2014, -1.38%, -1.38%, -1.35%
01/27/2014, -1.84%, -1.84%, -0.47%
01/28/2014, -1.36%, -1.36%, 0.49%
01/29/2014, -1.95%, -1.95%, -0.61%
01/30/2014, -1.2%, -1.2%, 0.78%
01/31/2014, -1.55%, -1.55%, -0.37%
02/03/2014, -2.95%, -1.45%, -1.45%
02/04/2014, -2.52%, -1%, 0.46%
02/05/2014, -2.74%, -1.22%, -0.23%
02/06/2014, -1.99%, -0.45%, 0.79%
02/07/2014, -1.14%, 0.43%, 0.89%
02/10/2014, -0.99%, 0.58%, 0.15%
02/11/2014, -0.41%, 1.18%, 0.6%
02/12/2014, -0.37%, 1.22%, 0.04%
02/13/2014, 0.12%, 1.73%, 0.5%
02/14/2014, 0.42%, 2.04%, 0.29%
02/18/2014, 0.63%, 2.26%, 0.21%
02/19/2014, 0.15%, 1.76%, -0.48%
02/20/2014, 0.58%, 2.2%, 0.43%
02/21/2014, 0.53%, 2.15%, -0.05%
02/24/2014, 0.91%, 2.55%, 0.38%
02/25/2014, 0.94%, 2.58%, 0.03%
02/26/2014, 1.05%, 2.68%, 0.1%
02/27/2014, 1.45%, 3.09%, 0.4%
02/28/2014, 1.54%, 3.19%, 0.09%
03/03/2014, 1.18%, -0.35%, -0.35%
03/04/2014, 2.07%, 0.52%, 0.89%
03/05/2014, 2.09%, 0.54%, 0.02%
03/06/2014, 2.09%, 0.54%, -0%
03/07/2014, 2.04%, 0.49%, -0.05%
03/10/2014, 1.97%, 0.42%, -0.07%
03/11/2014, 1.59%, 0.05%, -0.37%
03/12/2014, 1.73%, 0.18%, 0.13%
03/13/2014, 1.08%, -0.45%, -0.63%
03/14/2014, 0.95%, -0.58%, -0.13%
03/17/2014, 1.47%, -0.07%, 0.52%
03/18/2014, 2.04%, 0.5%, 0.57%
03/19/2014, 1.45%, -0.09%, -0.58%
03/20/2014, 1.76%, 0.22%, 0.31%
03/21/2014, 1.63%, 0.09%, -0.12%
03/24/2014, 0.97%, -0.56%, -0.65%
03/25/2014, 1.19%, -0.34%, 0.22%
03/26/2014, 0.7%, -0.82%, -0.48%
03/27/2014, 0.62%, -0.9%, -0.08%
03/28/2014, 0.83%, -0.69%, 0.21%
03/31/2014, 1.46%, -0.08%, 0.62%
04/01/2014, 1.96%, 0.49%, 0.49%
04/02/2014, 2.1%, 0.63%, 0.14%
04/03/2014, 1.95%, 0.48%, -0.14%
04/04/2014, 1.13%, -0.32%, -0.8%
04/07/2014, 0.41%, -1.04%, -0.72%
04/08/2014, 0.71%, -0.74%, 0.31%
04/09/2014, 1.48%, 0.02%, 0.76%
04/10/2014, 0.13%, -1.31%, -1.33%
04/11/2014, -0.49%, -1.92%, -0.63%
04/14/2014, -0.07%, -1.5%, 0.44%
04/15/2014, 0.38%, -1.06%, 0.45%
04/16/2014, 1.06%, -0.39%, 0.68%
04/17/2014, 1.04%, -0.41%, -0.02%
04/21/2014, 1.3%, -0.15%, 0.26%
04/22/2014, 1.7%, 0.24%, 0.39%
04/23/2014, 1.54%, 0.08%, -0.16%
04/24/2014, 1.64%, 0.18%, 0.1%
04/25/2014, 1%, -0.45%, -0.63%
04/28/2014, 1.06%, -0.39%, 0.06%
04/29/2014, 1.4%, -0.06%, 0.33%
04/30/2014, 1.7%, 0.24%, 0.3%
05/01/2014, 1.83%, 0.13%, 0.13%
05/02/2014, 1.79%, 0.08%, -0.04%
05/05/2014, 1.85%, 0.15%, 0.06%
05/06/2014, 1.24%, -0.45%, -0.6%
05/07/2014, 1.61%, -0.09%, 0.36%
05/08/2014, 1.44%, -0.25%, -0.16%
05/09/2014, 1.56%, -0.14%, 0.12%
05/12/2014, 2.25%, 0.54%, 0.68%
05/13/2014, 2.29%, 0.58%, 0.04%
05/14/2014, 2.03%, 0.32%, -0.26%
