Date, YTD, MTD, Day
01/02/2015, -0.08%, -0.08%, -0.08%
01/05/2015, -1.54%, -1.54%, -1.47%
01/06/2015, -2.22%, -2.22%, -0.69%
01/07/2015, -1.44%, -1.44%, 0.8%
01/08/2015, -0.19%, -0.19%, 1.28%
01/09/2015, -0.68%, -0.68%, -0.49%
01/12/2015, -1.05%, -1.05%, -0.38%
01/13/2015, -0.96%, -0.96%, 0.09%
01/14/2015, -1.26%, -1.26%, -0.31%
01/15/2015, -1.36%, -1.36%, -0.1%
01/16/2015, -0.58%, -0.58%, 0.8%
01/20/2015, -0.42%, -0.42%, 0.16%
01/21/2015, 0.01%, 0.01%, 0.43%
01/22/2015, 0.83%, 0.83%, 0.82%
01/23/2015, 0.6%, 0.6%, -0.23%
01/26/2015, 1.08%, 1.08%, 0.47%
01/27/2015, 0.59%, 0.59%, -0.49%
01/28/2015, -0.25%, -0.25%, -0.84%
01/29/2015, 0.33%, 0.33%, 0.59%
01/30/2015, -0.61%, -0.61%, -0.94%
02/02/2015, 0.28%, 0.91%, 0.91%
02/03/2015, 1.4%, 2.04%, 1.12%
02/04/2015, 1.01%, 1.65%, -0.38%
02/05/2015, 1.83%, 2.48%, 0.81%
02/06/2015, 1.12%, 1.77%, -0.7%
02/09/2015, 0.77%, 1.41%, -0.34%
02/10/2015, 1.34%, 1.99%, 0.56%
02/11/2015, 1.15%, 1.8%, -0.19%
02/12/2015, 2.15%, 2.81%, 0.99%
02/13/2015, 2.62%, 3.29%, 0.46%
02/17/2015, 2.71%, 3.38%, 0.08%
02/18/2015, 2.95%, 3.62%, 0.23%
02/19/2015, 2.9%, 3.57%, -0.05%
02/20/2015, 3.43%, 4.11%, 0.51%
02/23/2015, 3.33%, 4.01%, -0.09%
02/24/2015, 3.74%, 4.42%, 0.4%
02/25/2015, 3.86%, 4.53%, 0.11%
02/26/2015, 3.63%, 4.31%, -0.22%
02/27/2015, 3.57%, 4.25%, -0.05%
03/02/2015, 3.75%, 0.17%, 0.17%
03/03/2015, 3.32%, -0.24%, -0.41%
03/04/2015, 2.96%, -0.59%, -0.34%
03/05/2015, 3.07%, -0.48%, 0.1%
03/06/2015, 1.89%, -1.62%, -1.15%
03/09/2015, 2.02%, -1.49%, 0.13%
03/10/2015, 0.58%, -2.87%, -1.4%
03/11/2015, 0.66%, -2.8%, 0.08%
03/12/2015, 1.65%, -1.84%, 0.99%
03/13/2015, 1.06%, -2.4%, -0.58%
03/16/2015, 2.06%, -1.45%, 0.98%
03/17/2015, 1.92%, -1.58%, -0.14%
03/18/2015, 3.43%, -0.13%, 1.48%
03/19/2015, 2.71%, -0.82%, -0.69%
03/20/2015, 3.9%, 0.32%, 1.15%
03/23/2015, 4.05%, 0.46%, 0.15%
03/24/2015, 3.55%, -0.02%, -0.48%
03/25/2015, 2.59%, -0.95%, -0.93%
03/26/2015, 2.11%, -1.41%, -0.46%
03/27/2015, 2.29%, -1.23%, 0.19%
03/30/2015, 2.97%, -0.58%, 0.66%
03/31/2015, 2.24%, -1.28%, -0.7%
04/01/2015, 2.43%, 0.18%, 0.18%
04/02/2015, 2.94%, 0.67%, 0.49%
04/06/2015, 3.65%, 1.36%, 0.68%
04/07/2015, 3.57%, 1.29%, -0.07%
04/08/2015, 3.99%, 1.7%, 0.4%
04/09/2015, 4.2%, 1.9%, 0.19%
04/10/2015, 4.51%, 2.21%, 0.3%
04/13/2015, 4.24%, 1.95%, -0.25%
04/14/2015, 4.6%, 2.29%, 0.33%
04/15/2015, 5.05%, 2.73%, 0.43%
04/16/2015, 5.19%, 2.86%, 0.13%
04/17/2015, 4.2%, 1.9%, -0.93%
04/20/2015, 4.54%, 2.23%, 0.34%
04/21/2015, 4.73%, 2.42%, 0.17%
04/22/2015, 5.01%, 2.69%, 0.26%
04/23/2015, 5.38%, 3.05%, 0.35%
04/24/2015, 5.68%, 3.34%, 0.28%
04/27/2015, 5.67%, 3.33%, -0.02%
04/28/2015, 5.8%, 3.45%, 0.12%
04/29/2015, 5.23%, 2.9%, -0.53%
04/30/2015, 4.41%, 2.09%, -0.78%
05/01/2015, 4.9%, 0.48%, 0.48%
05/04/2015, 5.02%, 0.59%, 0.11%
05/05/2015, 4.02%, -0.36%, -0.94%
05/06/2015, 3.87%, -0.51%, -0.15%
05/07/2015, 3.9%, -0.47%, 0.03%
05/08/2015, 5.21%, 0.77%, 1.25%
05/11/2015, 4.7%, 0.28%, -0.49%
05/12/2015, 4.52%, 0.11%, -0.18%
05/13/2015, 4.8%, 0.36%, 0.26%
05/14/2015, 5.64%, 1.16%, 0.8%
05/15/2015, 5.91%, 1.42%, 0.25%
05/18/2015, 5.84%, 1.36%, -0.06%
05/19/2015, 5.61%, 1.14%, -0.21%
05/20/2015, 5.63%, 1.17%, 0.02%
05/21/2015, 5.92%, 1.45%, 0.28%
05/22/2015, 5.6%, 1.14%, -0.3%
05/26/2015, 4.56%, 0.16%, -0.96%
05/27/2015, 5.24%, 0.82%, 0.65%
05/28/2015, 5.05%, 0.64%, -0.18%
05/29/2015, 4.43%, 0.05%, -0.59%
06/01/2015, 4.36%, -0.06%, -0.06%
06/02/2015, 4.44%, 0%, 0.06%
06/03/2015, 4.65%, 0.19%, 0.19%
06/04/2015, 3.87%, -0.54%, -0.73%
06/05/2015, 3.35%, -1.02%, -0.49%
06/08/2015, 3.03%, -1.33%, -0.31%
06/09/2015, 2.78%, -1.57%, -0.24%
06/10/2015, 3.93%, -0.48%, 1.11%
06/11/2015, 4.17%, -0.25%, 0.23%
06/12/2015, 3.62%, -0.77%, -0.52%
06/15/2015, 3.15%, -1.22%, -0.45%
06/16/2015, 3.45%, -0.93%, 0.29%
06/17/2015, 3.55%, -0.83%, 0.1%
06/18/2015, 4.22%, -0.19%, 0.65%
06/19/2015, 3.93%, -0.46%, -0.27%
06/22/2015, 4.79%, 0.34%, 0.8%
06/23/2015, 4.94%, 0.47%, 0.13%
06/24/2015, 4.41%, -0.03%, -0.49%
06/25/2015, 3.59%, -0.81%, -0.78%
06/26/2015, 3.41%, -0.98%, -0.17%
06/29/2015, 1.52%, -2.75%, -1.79%
06/30/2015, 1.71%, -2.57%, 0.19%
07/01/2015, 2.09%, 0.36%, 0.36%
07/02/2015, 2.12%, 0.39%, 0.03%
07/06/2015, 1.2%, -0.48%, -0.87%
07/07/2015, 1.19%, -0.49%, -0.01%
07/08/2015, -0.29%, -1.93%, -1.45%
07/09/2015, 0.24%, -1.43%, 0.53%
07/10/2015, 1.64%, -0.06%, 1.4%
07/13/2015, 2.37%, 0.65%, 0.71%
07/14/2015, 2.8%, 1.07%, 0.42%
07/15/2015, 2.61%, 0.89%, -0.18%
07/16/2015, 3.24%, 1.5%, 0.61%
07/17/2015, 3.17%, 1.44%, -0.07%
07/20/2015, 3.08%, 1.34%, -0.1%
07/21/2015, 2.9%, 1.17%, -0.17%
07/22/2015, 2.53%, 0.81%, -0.35%
07/23/2015, 2.2%, 0.49%, -0.31%
07/24/2015, 1.29%, -0.4%, -0.88%
07/27/2015, 0.63%, -1.03%, -0.64%
07/28/2015, 1.44%, -0.25%, 0.8%
07/29/2015, 1.95%, 0.25%, 0.5%
07/30/2015, 1.91%, 0.21%, -0.03%
07/31/2015, 2.15%, 0.45%, 0.24%
08/03/2015, 1.92%, -0.23%, -0.23%
08/04/2015, 1.77%, -0.37%, -0.14%
08/05/2015, 2.05%, -0.1%, 0.27%
08/06/2015, 1.58%, -0.56%, -0.46%
08/07/2015, 1.4%, -0.73%, -0.17%
08/10/2015, 2.39%, 0.23%, 0.97%
08/11/2015, 1.45%, -0.68%, -0.9%
08/12/2015, 1.13%, -0.99%, -0.32%
08/13/2015, 1.04%, -1.08%, -0.09%
08/14/2015, 1.2%, -0.93%, 0.15%
08/17/2015, 1.38%, -0.75%, 0.18%
08/18/2015, 0.97%, -1.15%, -0.4%
08/19/2015, 0.31%, -1.78%, -0.65%
08/20/2015, -1.35%, -3.39%, -1.65%
08/21/2015, -3.4%, -5.39%, -2.08%
08/24/2015, -6.45%, -8.36%, -3.19%
08/25/2015, -6.57%, -8.47%, -0.11%
08/26/2015, -4.63%, -6.59%, 2.12%
08/27/2015, -2.96%, -4.97%, 1.77%
08/28/2015, -2.82%, -4.84%, 0.14%
08/31/2015, -3.43%, -5.42%, -0.62%
09/01/2015, -5.64%, -2.31%, -2.31%
09/02/2015, -4.59%, -1.21%, 1.13%
09/03/2015, -4.43%, -1.05%, 0.17%
09/04/2015, -5.72%, -2.39%, -1.37%
09/08/2015, -4.01%, -0.62%, 1.83%
09/09/2015, -4.46%, -1.08%, -0.46%
09/10/2015, -4.17%, -0.78%, 0.31%
09/11/2015, -4.01%, -0.61%, 0.17%
09/14/2015, -4.31%, -0.92%, -0.32%
09/15/2015, -3.71%, -0.3%, 0.63%
09/16/2015, -2.78%, 0.67%, 0.97%
09/17/2015, -2.68%, 0.77%, 0.1%
09/18/2015, -4%, -0.6%, -1.36%
09/21/2015, -3.92%, -0.52%, 0.09%
09/22/2015, -5.19%, -1.84%, -1.34%
09/23/2015, -5.55%, -2.22%, -0.38%
09/24/2015, -6.25%, -2.95%, -0.75%
09/25/2015, -6.05%, -2.74%, 0.22%
09/28/2015, -7.67%, -4.42%, -1.74%
09/29/2015, -7.75%, -4.51%, -0.09%
09/30/2015, -6.32%, -3.02%, 1.59%
10/01/2015, -6.15%, 0.18%, 0.18%
10/02/2015, -5.02%, 1.4%, 1.22%
10/05/2015, -3.61%, 2.93%, 1.5%
10/06/2015, -3.56%, 2.99%, 0.06%
10/07/2015, -2.78%, 3.84%, 0.81%
10/08/2015, -2.21%, 4.45%, 0.59%
10/09/2015, -1.98%, 4.71%, 0.25%
10/12/2015, -1.94%, 4.74%, 0.03%
10/13/2015, -2.67%, 3.95%, -0.74%
10/14/2015, -2.77%, 3.84%, -0.11%
10/15/2015, -1.57%, 5.15%, 1.25%
10/16/2015, -1.45%, 5.28%, 0.12%
10/19/2015, -1.56%, 5.15%, -0.12%
10/20/2015, -1.77%, 4.92%, -0.22%
10/21/2015, -2.13%, 4.53%, -0.36%
10/22/2015, -1.14%, 5.61%, 1.02%
10/23/2015, -0.44%, 6.37%, 0.71%
10/26/2015, -0.67%, 6.11%, -0.24%
10/27/2015, -1.12%, 5.62%, -0.46%
10/28/2015, -0.46%, 6.34%, 0.67%
10/29/2015, -0.92%, 5.85%, -0.46%
10/30/2015, -1.13%, 5.61%, -0.21%
11/02/2015, -0.32%, 0.81%, 0.81%
11/03/2015, -0.14%, 1%, 0.18%
11/04/2015, -0.43%, 0.7%, -0.29%
11/05/2015, -0.53%, 0.6%, -0.1%
11/06/2015, -0.88%, 0.25%, -0.35%
11/09/2015, -1.68%, -0.56%, -0.8%
11/10/2015, -1.69%, -0.58%, -0.02%
11/11/2015, -1.75%, -0.63%, -0.05%
11/12/2015, -2.67%, -1.56%, -0.94%
11/13/2015, -3.4%, -2.3%, -0.75%
11/16/2015, -2.54%, -1.43%, 0.89%
11/17/2015, -2.4%, -1.29%, 0.15%
11/18/2015, -1.51%, -0.4%, 0.91%
11/19/2015, -1.24%, -0.11%, 0.29%
11/20/2015, -1.09%, 0.03%, 0.14%
11/23/2015, -1.32%, -0.2%, -0.24%
11/24/2015, -1.28%, -0.16%, 0.04%
11/25/2015, -1.18%, -0.06%, 0.1%
11/27/2015, -1.2%, -0.08%, -0.02%
11/30/2015, -1.51%, -0.39%, -0.31%
12/01/2015, -0.57%, 0.95%, 0.95%
12/02/2015, -1.37%, 0.14%, -0.81%
12/03/2015, -2.27%, -0.76%, -0.9%
12/04/2015, -1.32%, 0.19%, 0.96%
12/07/2015, -1.97%, -0.47%, -0.66%
12/08/2015, -2.74%, -1.26%, -0.8%
12/09/2015, -3.17%, -1.7%, -0.44%
12/10/2015, -3.14%, -1.66%, 0.03%
12/11/2015, -4.57%, -3.12%, -1.49%
12/14/2015, -4.57%, -3.12%, 0%
12/15/2015, -3.85%, -2.39%, 0.76%
12/16/2015, -2.72%, -1.24%, 1.18%
12/17/2015, -3.54%, -2.07%, -0.83%
12/18/2015, -4.98%, -3.53%, -1.5%
12/21/2015, -4.52%, -3.07%, 0.48%
12/22/2015, -4.04%, -2.58%, 0.51%
