Date, YTD, MTD, Day
01/02/2018, -0.05%, -0.05%, -0.05%
01/03/2018, 0.14%, 0.14%, 0.19%
01/04/2018, 0.24%, 0.24%, 0.1%
01/05/2018, 0.3%, 0.3%, 0.06%
01/08/2018, 0.33%, 0.33%, 0.03%
01/09/2018, 0.05%, 0.05%, -0.28%
01/10/2018, 0.02%, 0.02%, -0.03%
01/11/2018, 0.26%, 0.26%, 0.23%
01/12/2018, 0.39%, 0.39%, 0.13%
01/16/2018, 0.39%, 0.39%, 0%
01/17/2018, 0.42%, 0.42%, 0.02%
01/18/2018, 0.16%, 0.16%, -0.27%
01/19/2018, 0.13%, 0.13%, -0.04%
01/22/2018, 0.28%, 0.28%, 0.15%
01/23/2018, 0.49%, 0.49%, 0.2%
01/24/2018, 0.34%, 0.34%, -0.16%
01/25/2018, 0.56%, 0.56%, 0.22%
01/26/2018, 0.63%, 0.63%, 0.06%
01/29/2018, 0.33%, 0.33%, -0.29%
01/30/2018, -0.05%, -0.05%, -0.36%
01/31/2018, 0.03%, 0.03%, 0.08%
02/01/2018, -0.26%, -0.3%, -0.3%
02/02/2018, -0.92%, -0.94%, -0.64%
02/05/2018, -1.35%, -1.32%, -0.4%
02/06/2018, -1.28%, -1.27%, 0.07%
02/07/2018, -1.62%, -1.6%, -0.34%
02/08/2018, -2.29%, -2.24%, -0.67%
02/09/2018, -2.2%, -2.17%, 0.1%
02/12/2018, -1.95%, -1.93%, 0.26%
02/13/2018, -1.91%, -1.89%, 0.05%
02/14/2018, -1.9%, -1.9%, -0%
02/15/2018, -1.59%, -1.61%, 0.31%
02/16/2018, -1.51%, -1.52%, 0.09%
02/20/2018, -1.71%, -1.72%, -0.2%
02/21/2018, -2.02%, -2.02%, -0.31%
02/22/2018, -1.93%, -1.93%, 0.09%
02/23/2018, -1.48%, -1.5%, 0.45%
02/26/2018, -1.2%, -1.23%, 0.28%
02/27/2018, -1.62%, -1.64%, -0.42%
02/28/2018, -1.78%, -1.78%, -0.15%
