Date,NAV
12/30/2005,$123.25
01/03/2006,$125.24
01/04/2006,$125.83
01/05/2006,$125.90
01/06/2006,$127.15
01/09/2006,$127.73
01/10/2006,$127.84
01/11/2006,$128.23
01/12/2006,$127.41
01/13/2006,$127.55
01/17/2006,$127.08
01/18/2006,$126.63
01/19/2006,$127.49
01/20/2006,$125.23
01/23/2006,$125.53
01/24/2006,$126.05
01/25/2006,$125.77
01/26/2006,$126.79
01/27/2006,$127.70
01/30/2006,$127.87
01/31/2006,$127.58
02/01/2006,$127.76
02/02/2006,$126.62
02/03/2006,$125.99
02/06/2006,$126.19
02/07/2006,$125.02
02/08/2006,$126.00
02/09/2006,$125.75
02/10/2006,$125.99
02/13/2006,$125.43
02/14/2006,$126.66
02/15/2006,$127.19
02/16/2006,$128.19
02/17/2006,$128.03
02/21/2006,$127.62
02/22/2006,$128.58
02/23/2006,$128.21
02/24/2006,$128.47
02/27/2006,$128.97
02/28/2006,$127.61
03/01/2006,$128.81
03/02/2006,$128.64
03/03/2006,$128.43
03/06/2006,$127.49
03/07/2006,$126.97
03/08/2006,$127.19
03/09/2006,$126.60
03/10/2006,$127.52
03/13/2006,$127.82
03/14/2006,$129.15
03/15/2006,$129.81
03/16/2006,$130.01
03/17/2006,$130.25
03/20/2006,$129.53
03/21/2006,$128.66
03/22/2006,$129.47
03/23/2006,$129.28
03/24/2006,$129.56
03/27/2006,$129.45
03/28/2006,$128.75
03/29/2006,$129.92
03/30/2006,$129.70
03/31/2006,$129.36
04/03/2006,$129.48
04/04/2006,$130.21
04/05/2006,$130.81
04/06/2006,$130.63
04/07/2006,$129.29
04/10/2006,$129.29
04/11/2006,$128.22
04/12/2006,$128.45
04/13/2006,$128.60
04/17/2006,$128.28
04/18/2006,$130.59
04/19/2006,$131.05
04/20/2006,$131.11
04/21/2006,$131.04
04/24/2006,$130.66
04/25/2006,$130.08
04/26/2006,$130.34
04/27/2006,$130.68
04/28/2006,$130.83
05/01/2006,$130.33
05/02/2006,$131.08
05/03/2006,$130.66
05/04/2006,$131.21
05/05/2006,$132.57
05/08/2006,$132.53
05/09/2006,$132.54
05/10/2006,$132.32
05/11/2006,$130.53
05/12/2006,$128.90
05/15/2006,$129.00
05/16/2006,$128.79
05/17/2006,$126.66
05/18/2006,$125.75
05/19/2006,$126.26
