Date,NAV
01/02/2013,$75.12
01/03/2013,$75.01
01/04/2013,$75.42
01/07/2013,$75.19
01/08/2013,$74.98
01/09/2013,$75.24
01/10/2013,$75.73
01/11/2013,$75.75
01/14/2013,$75.69
01/15/2013,$75.83
01/16/2013,$75.81
01/17/2013,$76.28
01/18/2013,$76.52
01/22/2013,$76.90
01/23/2013,$76.98
01/24/2013,$77.03
01/25/2013,$77.49
01/28/2013,$77.38
01/29/2013,$77.69
01/30/2013,$77.35
01/31/2013,$77.26
02/01/2013,$78.03
02/04/2013,$77.13
02/05/2013,$77.93
02/06/2013,$78.03
02/07/2013,$77.90
02/08/2013,$78.37
02/11/2013,$78.31
02/12/2013,$78.46
02/13/2013,$78.56
02/14/2013,$78.65
02/15/2013,$78.57
02/19/2013,$79.15
02/20/2013,$78.09
02/21/2013,$77.55
02/22/2013,$78.27
02/25/2013,$76.83
02/26/2013,$77.30
02/27/2013,$78.30
02/28/2013,$78.26
03/01/2013,$78.42
03/04/2013,$78.76
03/05/2013,$79.55
03/06/2013,$79.67
03/07/2013,$79.86
03/08/2013,$80.27
03/11/2013,$80.51
03/12/2013,$80.33
03/13/2013,$80.49
03/14/2013,$80.98
03/15/2013,$80.85
03/18/2013,$80.42
03/19/2013,$80.20
03/20/2013,$80.78
03/21/2013,$80.12
03/22/2013,$80.26
03/25/2013,$80.01
03/26/2013,$80.63
03/27/2013,$80.63
03/28/2013,$80.95
04/01/2013,$80.50
04/02/2013,$80.78
04/03/2013,$79.87
04/04/2013,$80.23
04/05/2013,$79.93
04/08/2013,$80.48
04/09/2013,$80.71
04/10/2013,$81.74
04/11/2013,$82.04
04/12/2013,$81.80
04/15/2013,$79.75
04/16/2013,$80.93
04/17/2013,$79.75
04/18/2013,$79.23
04/19/2013,$79.97
04/22/2013,$80.33
04/23/2013,$81.21
04/24/2013,$81.27
04/25/2013,$81.64
04/26/2013,$81.46
04/29/2013,$82.05
04/30/2013,$82.32
05/01/2013,$81.43
05/02/2013,$82.25
05/03/2013,$83.13
05/06/2013,$83.34
05/07/2013,$83.81
05/08/2013,$84.19
05/09/2013,$83.90
05/10/2013,$84.31
05/13/2013,$84.30
05/14/2013,$85.19
05/15/2013,$85.62
05/16/2013,$85.20
05/17/2013,$86.07
05/20/2013,$86.03
05/21/2013,$86.17
05/22/2013,$85.34
05/23/2013,$85.15
05/24/2013,$85.08
05/28/2013,$85.65
05/29/2013,$85.02
05/30/2013,$85.39
05/31/2013,$84.24
06/03/2013,$84.66
06/04/2013,$84.17
06/05/2013,$83.03
06/06/2013,$83.80
06/07/2013,$84.83
06/10/2013,$84.85
06/11/2013,$83.97
06/12/2013,$83.27
06/13/2013,$84.55
06/14/2013,$84.08
06/17/2013,$84.69
06/18/2013,$85.37
06/19/2013,$84.21
06/20/2013,$82.09
06/21/2013,$82.27
06/24/2013,$80.89
06/25/2013,$81.70
06/26/2013,$82.46
06/27/2013,$83.12
06/28/2013,$82.80
07/01/2013,$83.37
07/02/2013,$83.32
07/03/2013,$83.39
07/05/2013,$84.28
07/08/2013,$84.70
07/09/2013,$85.34
07/10/2013,$85.39
07/11/2013,$86.54
07/12/2013,$86.82
07/15/2013,$86.99
07/16/2013,$86.62
07/17/2013,$86.90
07/18/2013,$87.38
07/19/2013,$87.51
07/22/2013,$87.71
07/23/2013,$87.56
07/24/2013,$87.18
07/25/2013,$87.53
07/26/2013,$87.53
07/29/2013,$87.19
07/30/2013,$87.30
07/31/2013,$87.34
08/01/2013,$88.51
08/02/2013,$88.64
08/05/2013,$88.56
08/06/2013,$87.97
08/07/2013,$87.62
08/08/2013,$88.00
08/09/2013,$87.76
08/12/2013,$87.72
08/13/2013,$87.89
08/14/2013,$87.46
08/15/2013,$86.18
08/16/2013,$85.90
08/19/2013,$85.36
08/20/2013,$85.84
08/21/2013,$85.35
08/22/2013,$86.14
08/23/2013,$86.49
08/26/2013,$86.22
08/27/2013,$84.76
08/28/2013,$85.01
08/29/2013,$85.28
08/30/2013,$84.88
09/03/2013,$85.23
09/04/2013,$85.94
09/05/2013,$86.09
09/06/2013,$86.14
09/09/2013,$87.08
09/10/2013,$87.75
09/11/2013,$88.01
09/12/2013,$87.70
09/13/2013,$87.95
09/16/2013,$88.41
09/17/2013,$88.86
09/18/2013,$89.90
09/19/2013,$89.77
09/20/2013,$89.16
09/23/2013,$88.33
09/24/2013,$88.20
09/25/2013,$88.02
09/26/2013,$88.38
09/27/2013,$88.03
09/30/2013,$87.58
10/01/2013,$88.38
10/02/2013,$88.30
10/03/2013,$87.50
10/04/2013,$88.13
10/07/2013,$87.34
10/08/2013,$86.18
10/09/2013,$86.15
10/10/2013,$88.07
10/11/2013,$88.69
10/14/2013,$89.07
10/15/2013,$88.42
10/16/2013,$89.64
10/17/2013,$90.30
10/18/2013,$90.93
10/21/2013,$90.92
10/22/2013,$91.40
10/23/2013,$90.95
10/24/2013,$91.30
10/25/2013,$91.64
10/28/2013,$91.70
10/29/2013,$92.16
10/30/2013,$91.62
10/31/2013,$91.30
11/01/2013,$91.49
11/04/2013,$91.91
11/05/2013,$91.64
11/06/2013,$91.92
11/07/2013,$90.63
11/08/2013,$91.87
11/11/2013,$91.97
11/12/2013,$91.79
11/13/2013,$92.61
11/14/2013,$93.03
11/15/2013,$93.42
11/18/2013,$92.97
11/19/2013,$92.71
11/20/2013,$92.40
11/21/2013,$93.27
11/22/2013,$93.73
11/25/2013,$93.60
11/26/2013,$93.71
11/27/2013,$94.00
11/29/2013,$93.93
12/02/2013,$93.63
12/03/2013,$93.32
12/04/2013,$93.24
12/05/2013,$92.92
12/06/2013,$93.89
12/09/2013,$94.05
12/10/2013,$93.73
12/11/2013,$92.60
12/12/2013,$92.37
12/13/2013,$92.44
12/16/2013,$93.07
12/17/2013,$92.84
12/18/2013,$94.30
12/19/2013,$94.16
12/20/2013,$94.29
12/23/2013,$94.85
12/24/2013,$95.16
12/26/2013,$95.55
12/27/2013,$95.52
12/30/2013,$95.52
12/31/2013,$95.91
