Date,NAV
12/31/2007,$145.27
01/02/2008,$143.25
01/03/2008,$143.03
01/04/2008,$139.38
01/07/2008,$139.69
01/08/2008,$137.06
01/09/2008,$138.71
01/10/2008,$139.86
01/11/2008,$137.89
01/14/2008,$139.35
01/15/2008,$135.96
01/16/2008,$135.29
01/17/2008,$131.41
01/18/2008,$130.61
01/22/2008,$129.31
01/23/2008,$132.15
01/24/2008,$133.48
01/25/2008,$131.58
01/28/2008,$133.97
01/29/2008,$134.83
01/30/2008,$134.05
01/31/2008,$136.46
02/01/2008,$138.41
02/04/2008,$137.03
02/05/2008,$132.79
02/06/2008,$131.69
02/07/2008,$132.81
02/08/2008,$132.34
02/11/2008,$133.12
02/12/2008,$134.00
02/13/2008,$135.97
02/14/2008,$134.07
02/15/2008,$134.09
02/19/2008,$134.05
02/20/2008,$135.19
02/21/2008,$133.45
02/22/2008,$134.38
02/25/2008,$136.39
02/26/2008,$137.38
02/27/2008,$137.19
02/28/2008,$135.94
02/29/2008,$132.30
03/03/2008,$132.32
03/04/2008,$131.82
03/05/2008,$132.59
03/06/2008,$129.56
03/07/2008,$128.47
03/10/2008,$126.28
03/11/2008,$130.94
03/12/2008,$129.86
03/13/2008,$130.75
03/14/2008,$128.05
03/17/2008,$126.59
03/18/2008,$131.89
03/19/2008,$128.68
03/20/2008,$131.64
03/24/2008,$133.91
03/25/2008,$133.78
03/26/2008,$132.71
03/27/2008,$131.22
03/28/2008,$130.15
03/31/2008,$130.91
04/01/2008,$135.46
04/02/2008,$135.35
04/03/2008,$135.59
04/04/2008,$135.77
04/07/2008,$135.95
04/08/2008,$135.43
04/09/2008,$134.15
04/10/2008,$134.92
04/11/2008,$132.16
04/14/2008,$131.74
04/15/2008,$132.37
04/16/2008,$135.51
04/17/2008,$135.45
04/18/2008,$137.82
04/21/2008,$137.62
04/22/2008,$136.28
04/23/2008,$136.69
04/24/2008,$137.61
04/25/2008,$138.58
04/28/2008,$138.54
04/29/2008,$137.93
04/30/2008,$137.48
05/01/2008,$139.78
05/02/2008,$140.12
05/05/2008,$139.62
05/06/2008,$140.70
05/07/2008,$138.34
05/08/2008,$138.91
05/09/2008,$138.18
05/12/2008,$139.74
05/13/2008,$139.89
05/14/2008,$140.40
05/15/2008,$141.93
05/16/2008,$142.15
05/19/2008,$142.17
05/20/2008,$141.03
05/21/2008,$138.82
05/22/2008,$139.26
05/23/2008,$137.51
05/27/2008,$138.51
05/28/2008,$139.21
05/29/2008,$140.00
05/30/2008,$140.39
06/02/2008,$139.02
06/03/2008,$138.35
06/04/2008,$138.43
06/05/2008,$141.24
06/06/2008,$137.06
06/09/2008,$137.03
06/10/2008,$136.58
06/11/2008,$134.29
06/12/2008,$134.69
06/13/2008,$136.77
06/16/2008,$137.03
06/17/2008,$136.25
06/18/2008,$67.48
06/19/2008,$67.76
06/20/2008,$66.53
06/23/2008,$66.46
06/24/2008,$65.81
06/25/2008,$66.24
06/26/2008,$64.37
06/27/2008,$64.16
06/30/2008,$64.15
07/01/2008,$64.36
07/02/2008,$63.06
07/03/2008,$62.97
07/07/2008,$62.41
07/08/2008,$63.58
07/09/2008,$62.19
07/10/2008,$62.64
07/11/2008,$62.08
07/14/2008,$61.51
07/15/2008,$60.89
07/16/2008,$62.43
07/17/2008,$63.16
07/18/2008,$63.14
07/21/2008,$63.23
07/22/2008,$64.08
07/23/2008,$64.30
07/24/2008,$62.77
07/25/2008,$63.09
07/28/2008,$61.98
07/29/2008,$63.41
07/30/2008,$64.42
07/31/2008,$63.65
08/01/2008,$63.35
08/04/2008,$62.64
08/05/2008,$64.33
08/06/2008,$64.65
08/07/2008,$63.54
08/08/2008,$65.01
08/11/2008,$65.56
08/12/2008,$64.82
08/13/2008,$64.76
08/14/2008,$65.15
08/15/2008,$65.37
08/18/2008,$64.40
08/19/2008,$63.78
08/20/2008,$64.16
08/21/2008,$64.26
08/22/2008,$65.00
08/25/2008,$63.73
08/26/2008,$63.97
08/27/2008,$64.53
08/28/2008,$65.51
08/29/2008,$64.67
09/02/2008,$64.34
09/03/2008,$64.20
09/04/2008,$62.32
09/05/2008,$62.58
09/08/2008,$63.74
09/09/2008,$61.52
09/10/2008,$62.00
09/11/2008,$62.76
09/12/2008,$62.99
09/15/2008,$60.08
09/16/2008,$61.17
09/17/2008,$58.33
09/18/2008,$60.97
09/19/2008,$63.50
09/22/2008,$61.00
09/23/2008,$60.07
09/24/2008,$59.56
09/25/2008,$60.62
09/26/2008,$60.71
09/29/2008,$55.57
09/30/2008,$58.39
10/01/2008,$58.05
10/02/2008,$55.55
10/03/2008,$54.68
10/06/2008,$52.50
10/07/2008,$49.49
10/08/2008,$48.89
10/09/2008,$45.20
10/10/2008,$44.88
10/13/2008,$50.00
10/14/2008,$49.54
10/15/2008,$45.04
10/16/2008,$46.99
10/17/2008,$46.74
10/20/2008,$48.92
10/21/2008,$47.44
10/22/2008,$44.59
10/23/2008,$44.84
10/24/2008,$43.31
10/27/2008,$41.83
10/28/2008,$46.10
10/29/2008,$45.89
10/30/2008,$47.22
10/31/2008,$48.10
11/03/2008,$47.99
11/04/2008,$49.79
11/05/2008,$47.20
11/06/2008,$44.89
11/07/2008,$46.15
11/10/2008,$45.48
11/11/2008,$44.45
11/12/2008,$42.12
11/13/2008,$45.08
11/14/2008,$43.10
11/17/2008,$42.06
11/18/2008,$42.38
11/19/2008,$39.68
11/20/2008,$36.98
11/21/2008,$39.26
11/24/2008,$41.86
11/25/2008,$42.22
11/26/2008,$43.86
11/28/2008,$44.31
12/01/2008,$40.21
12/02/2008,$41.87
12/03/2008,$42.98
12/04/2008,$41.69
12/05/2008,$43.27
12/08/2008,$44.96
12/09/2008,$43.92
12/10/2008,$44.53
12/11/2008,$43.15
12/12/2008,$43.62
