Date,NAV
12/15/2008,$42.97
12/16/2008,$45.24
12/17/2008,$44.96
12/18/2008,$44.04
12/19/2008,$44.23
12/22/2008,$43.05
12/23/2008,$42.65
12/24/2008,$42.89
12/26/2008,$43.18
12/29/2008,$42.94
12/30/2008,$44.04
12/31/2008,$44.78
