Date,NAV
05/24/2001,$118.46
05/25/2001,$117.27
05/29/2001,$116.08
05/30/2001,$114.11
05/31/2001,$114.94
06/01/2001,$115.55
06/04/2001,$116.15
06/05/2001,$117.85
06/06/2001,$116.72
06/07/2001,$117.35
06/08/2001,$116.22
06/11/2001,$115.12
06/12/2001,$115.19
06/13/2001,$114.00
06/14/2001,$111.80
06/15/2001,$111.32
06/18/2001,$110.67
06/19/2001,$110.91
06/20/2001,$112.09
06/21/2001,$113.19
06/22/2001,$112.08
06/25/2001,$111.21
06/26/2001,$111.22
06/27/2001,$110.99
06/28/2001,$112.43
06/29/2001,$112.80
07/02/2001,$113.45
07/03/2001,$113.24
07/05/2001,$111.88
07/06/2001,$109.36
07/09/2001,$110.00
07/10/2001,$108.40
07/11/2001,$108.23
07/12/2001,$110.85
07/13/2001,$111.48
07/16/2001,$110.22
07/17/2001,$111.36
07/18/2001,$110.62
07/19/2001,$111.22
07/20/2001,$110.90
07/23/2001,$109.22
07/24/2001,$107.40
07/25/2001,$108.89
07/26/2001,$110.15
07/27/2001,$110.45
07/30/2001,$110.34
07/31/2001,$110.88
08/01/2001,$111.41
08/02/2001,$111.79
08/03/2001,$111.26
08/06/2001,$110.00
08/07/2001,$110.26
08/08/2001,$108.39
08/09/2001,$108.36
08/10/2001,$108.86
08/13/2001,$109.10
08/14/2001,$108.81
08/15/2001,$108.07
08/16/2001,$108.32
08/17/2001,$106.59
08/20/2001,$107.36
08/21/2001,$106.10
08/22/2001,$106.84
08/23/2001,$106.52
08/24/2001,$108.46
08/27/2001,$108.02
08/28/2001,$106.48
08/29/2001,$105.46
08/30/2001,$103.77
08/31/2001,$104.20
09/04/2001,$104.11
09/05/2001,$103.80
09/06/2001,$101.62
09/07/2001,$99.77
09/10/2001,$100.15
09/17/2001,$95.08
09/18/2001,$94.35
09/19/2001,$92.77
09/20/2001,$89.95
09/21/2001,$88.24
09/24/2001,$91.27
09/25/2001,$91.96
09/26/2001,$91.39
09/27/2001,$92.42
09/28/2001,$94.52
10/01/2001,$94.08
10/02/2001,$95.18
10/03/2001,$97.32
10/04/2001,$97.23
10/05/2001,$97.27
10/08/2001,$96.51
10/09/2001,$96.03
10/10/2001,$98.28
10/11/2001,$99.98
10/12/2001,$99.39
10/15/2001,$99.30
10/16/2001,$100.07
10/17/2001,$98.06
10/18/2001,$97.33
10/19/2001,$97.86
10/22/2001,$99.31
10/23/2001,$98.85
10/24/2001,$98.91
10/25/2001,$100.32
10/26/2001,$100.73
10/29/2001,$98.41
10/30/2001,$96.72
10/31/2001,$96.91
11/01/2001,$98.94
11/02/2001,$99.10
11/05/2001,$100.50
11/06/2001,$101.96
11/07/2001,$101.74
11/08/2001,$101.85
11/09/2001,$101.92
11/12/2001,$101.85
11/13/2001,$103.74
11/14/2001,$104.08
11/15/2001,$104.09
11/16/2001,$103.85
11/19/2001,$105.05
11/20/2001,$104.22
11/21/2001,$103.74
11/23/2001,$104.96
11/26/2001,$105.68
11/27/2001,$105.12
11/28/2001,$103.28
11/29/2001,$104.46
11/30/2001,$104.33
12/03/2001,$103.46
12/04/2001,$104.96
12/05/2001,$107.37
12/06/2001,$107.26
12/07/2001,$106.49
12/10/2001,$104.88
12/11/2001,$104.70
12/12/2001,$104.73
12/13/2001,$103.18
12/14/2001,$103.53
12/17/2001,$104.59
12/18/2001,$105.44
12/19/2001,$105.90
12/20/2001,$104.92
12/21/2001,$105.54
12/24/2001,$105.19
12/26/2001,$105.73
12/27/2001,$106.46
12/28/2001,$106.90
12/31/2001,$105.80
