Date,NAV
06/07/2018,$143.43
06/08/2018,$143.91
06/11/2018,$144.07
06/12/2018,$144.39
06/13/2018,$143.82
06/14/2018,$144.25
06/15/2018,$144.15
06/18/2018,$144.00
06/19/2018,$143.47
06/20/2018,$143.85
06/21/2018,$142.85
06/22/2018,$142.46
06/25/2018,$140.42
06/26/2018,$140.80
06/27/2018,$139.43
06/28/2018,$140.29
06/29/2018,$140.39
07/02/2018,$140.86
07/03/2018,$140.32
07/05/2018,$141.58
07/06/2018,$142.80
07/09/2018,$144.07
07/10/2018,$144.43
07/11/2018,$143.42
07/12/2018,$144.60
07/13/2018,$144.70
07/16/2018,$144.45
07/17/2018,$145.08
07/18/2018,$145.42
07/19/2018,$145.03
07/20/2018,$144.83
07/23/2018,$145.05
07/24/2018,$145.37
07/25/2018,$146.60
07/26/2018,$146.34
07/27/2018,$145.16
07/30/2018,$144.25
07/31/2018,$145.09
08/01/2018,$144.92
08/02/2018,$145.78
08/03/2018,$146.30
08/06/2018,$146.91
08/07/2018,$147.35
08/08/2018,$147.27
08/09/2018,$147.18
08/10/2018,$146.27
08/13/2018,$145.63
08/14/2018,$146.63
08/15/2018,$145.44
08/16/2018,$146.64
08/17/2018,$147.14
08/20/2018,$147.54
08/21/2018,$148.02
08/22/2018,$148.03
08/23/2018,$147.75
08/24/2018,$148.67
08/27/2018,$149.73
08/28/2018,$149.78
08/29/2018,$150.59
08/30/2018,$149.98
08/31/2018,$150.10
09/04/2018,$149.85
09/05/2018,$149.36
09/06/2018,$148.82
09/07/2018,$148.51
09/10/2018,$148.84
09/11/2018,$149.35
09/12/2018,$149.39
09/13/2018,$150.11
09/14/2018,$150.27
09/17/2018,$149.30
09/18/2018,$150.08
09/19/2018,$150.11
09/20/2018,$151.30
09/21/2018,$151.18
09/24/2018,$150.62
09/25/2018,$150.52
09/26/2018,$149.90
09/27/2018,$150.29
09/28/2018,$149.64
10/01/2018,$149.86
10/02/2018,$149.62
10/03/2018,$149.87
10/04/2018,$148.52
10/05/2018,$147.64
10/08/2018,$147.47
10/09/2018,$147.21
10/10/2018,$142.45
10/11/2018,$139.58
10/12/2018,$141.39
10/15/2018,$140.76
10/16/2018,$143.90
10/17/2018,$143.78
10/18/2018,$141.67
10/19/2018,$141.38
10/22/2018,$140.80
10/23/2018,$139.98
10/24/2018,$135.56
10/25/2018,$138.09
10/26/2018,$135.82
10/29/2018,$134.92
10/30/2018,$137.12
10/31/2018,$138.58
11/01/2018,$140.28
11/02/2018,$139.54
11/05/2018,$140.20
11/06/2018,$141.05
11/07/2018,$143.94
11/08/2018,$143.59
11/09/2018,$142.17
11/12/2018,$139.39
11/13/2018,$139.21
11/14/2018,$138.18
11/15/2018,$139.74
11/16/2018,$140.06
11/19/2018,$137.62
11/20/2018,$135.20
11/21/2018,$135.84
11/23/2018,$135.10
11/26/2018,$137.19
11/27/2018,$137.37
11/28/2018,$140.56
11/29/2018,$140.30
11/30/2018,$141.45
12/03/2018,$142.99
12/04/2018,$138.24
12/06/2018,$138.12
12/07/2018,$134.96
12/10/2018,$135.08
12/11/2018,$134.99
12/12/2018,$135.79
12/13/2018,$135.52
12/14/2018,$133.07
12/17/2018,$130.22
12/18/2018,$130.23
12/19/2018,$128.21
12/20/2018,$126.15
12/21/2018,$123.50
12/24/2018,$119.54
12/26/2018,$125.48
12/27/2018,$126.48
12/28/2018,$126.45
12/31/2018,$127.56
