Date,NAV
12/31/2015,$104.34
01/04/2016,$102.73
01/05/2016,$102.92
01/06/2016,$101.55
01/07/2016,$99.08
01/08/2016,$97.95
01/11/2016,$97.91
01/12/2016,$98.58
01/13/2016,$96.02
01/14/2016,$97.55
01/15/2016,$95.51
01/19/2016,$95.36
01/20/2016,$94.41
01/21/2016,$94.82
01/22/2016,$96.81
01/25/2016,$95.20
01/26/2016,$96.65
01/27/2016,$95.57
01/28/2016,$95.96
01/29/2016,$98.43
02/01/2016,$98.41
02/02/2016,$96.48
02/03/2016,$96.99
02/04/2016,$97.24
02/05/2016,$95.27
02/08/2016,$93.78
02/09/2016,$93.65
02/10/2016,$93.70
02/11/2016,$92.55
02/12/2016,$94.37
02/16/2016,$96.07
02/17/2016,$97.70
02/18/2016,$97.26
02/19/2016,$97.31
02/22/2016,$98.71
02/23/2016,$97.53
02/24/2016,$98.02
02/25/2016,$99.15
02/26/2016,$99.12
02/29/2016,$98.40
03/01/2016,$100.70
03/02/2016,$101.24
03/03/2016,$101.73
03/04/2016,$102.10
03/07/2016,$102.32
03/08/2016,$101.00
03/09/2016,$101.52
03/10/2016,$101.44
03/11/2016,$103.22
03/14/2016,$103.06
03/15/2016,$102.21
03/16/2016,$102.85
03/17/2016,$103.63
03/18/2016,$104.14
03/21/2016,$104.22
03/22/2016,$104.17
03/23/2016,$103.32
03/24/2016,$103.33
03/28/2016,$103.39
03/29/2016,$104.52
03/30/2016,$104.94
03/31/2016,$104.83
04/01/2016,$105.45
04/04/2016,$105.05
04/05/2016,$103.99
04/06/2016,$105.16
04/07/2016,$103.89
04/08/2016,$104.21
04/11/2016,$103.91
04/12/2016,$104.91
04/13/2016,$106.14
04/14/2016,$106.13
04/15/2016,$106.09
04/18/2016,$106.76
04/19/2016,$107.08
04/20/2016,$107.18
04/21/2016,$106.63
04/22/2016,$106.79
04/25/2016,$106.53
04/26/2016,$106.85
04/27/2016,$107.07
04/28/2016,$106.06
04/29/2016,$105.50
05/02/2016,$106.33
05/03/2016,$105.28
05/04/2016,$104.66
05/05/2016,$104.59
05/06/2016,$104.96
05/09/2016,$105.06
05/10/2016,$106.34
05/11/2016,$105.35
05/12/2016,$105.27
05/13/2016,$104.42
05/16/2016,$105.47
05/17/2016,$104.48
05/18/2016,$104.53
05/19/2016,$104.10
05/20/2016,$104.89
05/23/2016,$104.69
05/24/2016,$106.18
05/25/2016,$106.91
05/26/2016,$106.88
05/27/2016,$107.41
05/31/2016,$107.38
06/01/2016,$107.61
06/02/2016,$108.01
06/03/2016,$107.65
06/06/2016,$108.26
06/07/2016,$108.44
06/08/2016,$108.85
06/09/2016,$108.60
06/10/2016,$107.49
06/13/2016,$106.62
06/14/2016,$105.95
06/15/2016,$105.84
06/16/2016,$106.10
06/17/2016,$105.80
06/20/2016,$106.51
06/21/2016,$106.72
06/22/2016,$106.51
06/23/2016,$108.03
06/24/2016,$104.08
06/27/2016,$101.98
06/28/2016,$103.84
06/29/2016,$105.69
06/30/2016,$107.16
07/01/2016,$107.43
07/05/2016,$106.59
07/06/2016,$107.20
07/07/2016,$107.18
07/08/2016,$108.90
07/11/2016,$109.35
07/12/2016,$110.18
07/13/2016,$110.15
07/14/2016,$110.65
07/15/2016,$110.59
07/18/2016,$110.85
07/19/2016,$110.65
07/20/2016,$111.19
07/21/2016,$110.79
07/22/2016,$111.33
07/25/2016,$111.01
07/26/2016,$111.14
07/27/2016,$111.00
07/28/2016,$111.20
07/29/2016,$111.41
08/01/2016,$111.25
08/02/2016,$110.43
08/03/2016,$110.88
08/04/2016,$110.94
08/05/2016,$111.92
08/08/2016,$111.84
08/09/2016,$111.91
08/10/2016,$111.58
08/11/2016,$112.10
08/12/2016,$112.04
08/15/2016,$112.47
08/16/2016,$111.80
08/17/2016,$111.95
08/18/2016,$112.28
08/19/2016,$112.15
08/22/2016,$112.14
08/23/2016,$112.44
08/24/2016,$111.80
08/25/2016,$111.72
08/26/2016,$111.53
08/29/2016,$112.13
08/30/2016,$111.97
08/31/2016,$111.70
09/01/2016,$111.72
09/02/2016,$112.29
09/06/2016,$112.60
09/07/2016,$112.71
09/08/2016,$112.46
09/09/2016,$109.61
09/12/2016,$111.18
09/13/2016,$108.97
09/14/2016,$108.90
09/15/2016,$110.04
09/16/2016,$109.64
