Date,NAV
12/31/2020,$194.61
01/04/2021,$191.77
01/05/2021,$193.38
01/06/2021,$195.02
01/07/2021,$198.21
01/08/2021,$199.16
01/11/2021,$198.10
01/12/2021,$198.71
01/13/2021,$198.90
01/14/2021,$198.66
01/15/2021,$197.11
01/19/2021,$198.82
01/20/2021,$201.36
01/21/2021,$201.18
01/22/2021,$200.88
01/25/2021,$201.41
01/26/2021,$200.78
01/27/2021,$195.59
01/28/2021,$197.58
01/29/2021,$193.98
02/01/2021,$197.31
02/02/2021,$200.19
02/03/2021,$200.46
02/04/2021,$202.87
02/05/2021,$204.03
02/08/2021,$205.93
02/09/2021,$205.95
02/10/2021,$205.86
02/11/2021,$206.36
02/12/2021,$207.36
02/16/2021,$207.07
02/17/2021,$206.72
02/18/2021,$205.52
02/19/2021,$205.85
02/22/2021,$203.91
02/23/2021,$203.89
02/24/2021,$206.27
02/25/2021,$200.80
02/26/2021,$200.17
03/01/2021,$205.19
03/02/2021,$203.20
03/03/2021,$200.24
03/04/2021,$197.04
03/05/2021,$200.73
03/08/2021,$199.65
03/09/2021,$202.86
03/10/2021,$204.24
03/11/2021,$206.95
03/12/2021,$207.33
03/15/2021,$208.80
03/16/2021,$208.01
03/17/2021,$208.70
03/18/2021,$205.06
03/19/2021,$205.29
03/22/2021,$206.41
03/23/2021,$204.13
03/24/2021,$202.38
03/25/2021,$203.08
03/26/2021,$206.41
03/29/2021,$205.46
03/30/2021,$205.36
03/31/2021,$206.45
04/01/2021,$209.10
04/05/2021,$211.71
04/06/2021,$211.72
04/07/2021,$211.59
04/08/2021,$212.76
04/09/2021,$214.16
04/12/2021,$214.11
04/13/2021,$214.89
04/14/2021,$214.21
04/15/2021,$216.52
04/16/2021,$217.14
04/19/2021,$215.71
04/20/2021,$213.91
04/21/2021,$216.23
04/22/2021,$214.55
04/23/2021,$217.15
04/26/2021,$217.94
04/27/2021,$217.92
04/28/2021,$217.75
04/29/2021,$218.76
04/30/2021,$217.06
05/03/2021,$217.49
05/04/2021,$215.74
05/05/2021,$215.62
05/06/2021,$216.85
05/07/2021,$218.69
05/10/2021,$216.02
05/11/2021,$214.46
05/12/2021,$209.50
05/13/2021,$211.91
05/14/2021,$215.48
05/17/2021,$214.98
05/18/2021,$213.38
05/19/2021,$212.67
05/20/2021,$215.01
05/21/2021,$214.92
05/24/2021,$217.02
05/25/2021,$216.43
05/26/2021,$217.29
05/27/2021,$217.81
05/28/2021,$217.99
06/01/2021,$218.14
06/02/2021,$218.44
06/03/2021,$217.43
06/04/2021,$219.28
06/07/2021,$219.57
06/08/2021,$219.93
06/09/2021,$219.36
06/10/2021,$220.27
06/11/2021,$220.98
06/14/2021,$221.28
06/15/2021,$220.68
06/16/2021,$219.60
06/17/2021,$219.45
06/18/2021,$216.62
06/21/2021,$219.69
06/22/2021,$220.87
06/23/2021,$220.82
06/24/2021,$221.62
06/25/2021,$222.39
06/28/2021,$222.75
06/29/2021,$222.75
06/30/2021,$222.87
07/01/2021,$223.95
07/02/2021,$225.23
07/06/2021,$224.66
07/07/2021,$225.00
