Date,NAV
12/31/2002,$82.47
01/02/2003,$85.03
01/03/2003,$84.95
01/06/2003,$86.72
01/07/2003,$86.15
01/08/2003,$85.00
01/09/2003,$86.59
01/10/2003,$86.61
01/13/2003,$86.49
01/14/2003,$86.96
01/15/2003,$85.85
01/16/2003,$85.56
01/17/2003,$84.37
01/21/2003,$83.08
01/22/2003,$82.31
01/23/2003,$83.13
01/24/2003,$80.86
01/27/2003,$79.53
01/28/2003,$80.53
01/29/2003,$81.06
01/30/2003,$79.35
01/31/2003,$80.38
02/03/2003,$80.68
02/04/2003,$79.64
02/05/2003,$79.26
02/06/2003,$78.77
02/07/2003,$77.93
02/10/2003,$78.48
02/11/2003,$77.93
02/12/2003,$76.96
02/13/2003,$76.76
02/14/2003,$78.21
02/18/2003,$79.74
02/19/2003,$79.20
02/20/2003,$78.57
02/21/2003,$79.60
02/24/2003,$78.20
02/25/2003,$78.75
02/26/2003,$77.81
02/27/2003,$78.69
02/28/2003,$79.01
03/03/2003,$78.50
03/04/2003,$77.37
03/05/2003,$77.97
03/06/2003,$77.32
03/07/2003,$77.90
03/10/2003,$76.06
03/11/2003,$75.45
03/12/2003,$75.68
03/13/2003,$78.22
03/14/2003,$78.32
03/17/2003,$80.97
03/18/2003,$81.35
03/19/2003,$81.92
03/20/2003,$82.18
03/21/2003,$83.96
03/24/2003,$81.15
03/25/2003,$82.13
03/26/2003,$81.68
03/27/2003,$81.61
03/28/2003,$81.22
03/31/2003,$79.59
04/01/2003,$80.50
04/02/2003,$82.56
04/03/2003,$82.15
04/04/2003,$82.27
04/07/2003,$82.44
04/08/2003,$82.23
04/09/2003,$81.21
04/10/2003,$81.65
04/11/2003,$81.39
04/14/2003,$82.91
04/15/2003,$83.42
04/16/2003,$82.51
04/17/2003,$83.76
04/21/2003,$83.70
04/22/2003,$85.41
04/23/2003,$86.15
04/24/2003,$85.45
04/25/2003,$84.35
04/28/2003,$85.81
04/29/2003,$86.10
04/30/2003,$86.12
05/01/2003,$86.10
05/02/2003,$87.45
05/05/2003,$87.29
05/06/2003,$87.99
05/07/2003,$87.60
05/08/2003,$86.76
05/09/2003,$87.96
05/12/2003,$89.06
05/13/2003,$88.87
05/14/2003,$88.67
05/15/2003,$89.32
05/16/2003,$89.06
05/19/2003,$87.00
05/20/2003,$86.91
05/21/2003,$87.28
05/22/2003,$88.11
05/23/2003,$88.34
05/27/2003,$90.03
05/28/2003,$90.22
05/29/2003,$89.97
05/30/2003,$91.37
06/02/2003,$91.73
06/03/2003,$92.08
06/04/2003,$93.50
06/05/2003,$94.00
06/06/2003,$93.71
06/09/2003,$92.49
06/10/2003,$93.37
06/11/2003,$94.58
