Date,NAV
12/30/2011,$64.29
01/03/2012,$65.26
01/04/2012,$65.24
01/05/2012,$65.49
01/06/2012,$65.37
01/09/2012,$65.55
01/10/2012,$66.19
01/11/2012,$66.26
01/12/2012,$66.44
01/13/2012,$66.10
01/17/2012,$66.31
01/18/2012,$67.13
01/19/2012,$67.47
01/20/2012,$67.52
01/23/2012,$67.54
01/24/2012,$67.55
01/25/2012,$68.17
01/26/2012,$67.80
01/27/2012,$67.80
01/30/2012,$67.59
01/31/2012,$67.56
02/01/2012,$68.31
02/02/2012,$68.43
02/03/2012,$69.49
02/06/2012,$69.46
02/07/2012,$69.57
02/08/2012,$69.74
02/09/2012,$69.83
02/10/2012,$69.29
02/13/2012,$69.83
02/14/2012,$69.75
02/15/2012,$69.41
02/16/2012,$70.26
02/17/2012,$70.37
02/21/2012,$70.34
02/22/2012,$70.08
02/23/2012,$70.48
02/24/2012,$70.58
02/27/2012,$70.65
02/28/2012,$70.84
02/29/2012,$70.45
03/01/2012,$70.91
03/02/2012,$70.59
03/05/2012,$70.32
03/06/2012,$69.18
03/07/2012,$69.72
03/08/2012,$70.45
03/09/2012,$70.79
03/12/2012,$70.75
03/13/2012,$72.07
03/14/2012,$71.90
03/15/2012,$72.37
03/16/2012,$72.43
03/19/2012,$72.74
03/20/2012,$72.45
03/21/2012,$72.35
03/22/2012,$71.79
03/23/2012,$72.07
03/26/2012,$72.79
03/27/2012,$72.55
03/28/2012,$72.19
03/29/2012,$72.08
03/30/2012,$72.30
04/02/2012,$72.87
04/03/2012,$72.62
04/04/2012,$71.81
04/05/2012,$71.77
04/09/2012,$70.91
04/10/2012,$69.62
04/11/2012,$70.22
04/12/2012,$71.23
04/13/2012,$70.34
04/16/2012,$70.31
04/17/2012,$71.39
04/18/2012,$71.09
04/19/2012,$70.71
04/20/2012,$70.82
04/23/2012,$70.17
04/24/2012,$70.42
04/25/2012,$71.45
04/26/2012,$71.95
04/27/2012,$72.18
04/30/2012,$71.84
05/01/2012,$72.20
05/02/2012,$72.09
05/03/2012,$71.44
05/04/2012,$70.28
05/07/2012,$70.32
05/08/2012,$70.04
05/09/2012,$69.62
05/10/2012,$69.81
05/11/2012,$69.62
05/14/2012,$68.83
05/15/2012,$68.46
05/16/2012,$68.15
05/17/2012,$66.99
05/18/2012,$66.44
05/21/2012,$67.61
05/22/2012,$67.61
05/23/2012,$67.78
05/24/2012,$67.89
05/25/2012,$67.77
05/29/2012,$68.56
05/30/2012,$67.52
05/31/2012,$67.37
06/01/2012,$65.62
06/04/2012,$65.58
06/05/2012,$66.05
06/06/2012,$67.59
06/07/2012,$67.51
06/08/2012,$68.08
06/11/2012,$67.11
06/12/2012,$67.90
06/13/2012,$67.38
06/14/2012,$68.09
06/15/2012,$68.80
06/18/2012,$68.96
06/19/2012,$69.69
06/20/2012,$69.58
06/21/2012,$68.00
06/22/2012,$68.51
06/25/2012,$67.07
06/26/2012,$67.40
06/27/2012,$68.04
06/28/2012,$67.92
06/29/2012,$69.66
07/02/2012,$69.91
07/03/2012,$70.44
07/05/2012,$70.16
07/06/2012,$69.49
07/09/2012,$69.34
07/10/2012,$68.74
07/11/2012,$68.69
07/12/2012,$68.38
07/13/2012,$69.48
07/16/2012,$69.29
07/17/2012,$69.77
07/18/2012,$70.24
07/19/2012,$70.40
07/20/2012,$69.68
07/23/2012,$69.00
07/24/2012,$68.32
07/25/2012,$68.33
07/26/2012,$69.41
07/27/2012,$70.78
07/30/2012,$70.70
07/31/2012,$70.37
08/01/2012,$70.06
08/02/2012,$69.57
08/03/2012,$70.93
08/06/2012,$71.15
08/07/2012,$71.57
08/08/2012,$71.62
08/09/2012,$71.71
08/10/2012,$71.85
08/13/2012,$71.76
08/14/2012,$71.74
08/15/2012,$71.92
08/16/2012,$72.47
08/17/2012,$72.65
08/20/2012,$72.61
08/21/2012,$72.40
08/22/2012,$72.40
08/23/2012,$71.83
08/24/2012,$72.26
08/27/2012,$72.23
08/28/2012,$72.24
08/29/2012,$72.34
08/30/2012,$71.77
08/31/2012,$72.14
09/04/2012,$72.19
09/05/2012,$72.13
09/06/2012,$73.60
09/07/2012,$73.93
09/10/2012,$73.50
09/11/2012,$73.72
09/12/2012,$73.92
09/13/2012,$75.06
09/14/2012,$75.46
09/17/2012,$75.15
09/18/2012,$75.02
09/19/2012,$75.12
09/20/2012,$75.01
09/21/2012,$75.03
09/24/2012,$74.47
09/25/2012,$73.63
09/26/2012,$73.22
09/27/2012,$73.96
09/28/2012,$73.64
10/01/2012,$73.80
10/02/2012,$73.89
10/03/2012,$74.13
10/04/2012,$74.67
10/05/2012,$74.66
10/08/2012,$74.39
10/09/2012,$73.64
10/10/2012,$73.22
10/11/2012,$73.30
10/12/2012,$73.04
10/15/2012,$73.61
10/16/2012,$74.36
10/17/2012,$74.70
10/18/2012,$74.52
10/19/2012,$73.30
10/22/2012,$73.31
10/23/2012,$72.34
10/24/2012,$72.13
10/25/2012,$72.33
10/26/2012,$72.24
10/29/2012,$72.24
10/30/2012,$72.24
10/31/2012,$72.35
11/01/2012,$73.21
11/02/2012,$72.47
11/05/2012,$72.67
11/06/2012,$73.25
11/07/2012,$71.59
11/08/2012,$70.71
11/09/2012,$70.83
11/12/2012,$70.82
11/13/2012,$70.54
11/14/2012,$69.53
11/15/2012,$69.39
11/16/2012,$69.79
11/19/2012,$71.17
11/20/2012,$71.25
11/21/2012,$71.44
11/23/2012,$72.36
11/26/2012,$72.24
11/27/2012,$71.92
11/28/2012,$72.49
11/29/2012,$72.87
11/30/2012,$72.89
12/03/2012,$72.57
12/04/2012,$72.47
12/05/2012,$72.59
12/06/2012,$72.84
12/07/2012,$73.04
12/10/2012,$73.12
12/11/2012,$73.61
12/12/2012,$73.60
12/13/2012,$73.16
12/14/2012,$72.88
12/17/2012,$73.74
12/18/2012,$74.62
12/19/2012,$74.16
12/20/2012,$74.03
12/21/2012,$73.36
12/24/2012,$73.19
12/26/2012,$72.81
12/27/2012,$72.74
12/28/2012,$72.00
12/31/2012,$73.24
