Date,NAV
05/26/2015,$109.13
05/27/2015,$110.14
05/28/2015,$110.02
05/29/2015,$109.36
06/01/2015,$109.59
06/02/2015,$109.53
06/03/2015,$109.87
06/04/2015,$108.91
06/05/2015,$108.91
06/08/2015,$108.20
06/09/2015,$108.20
06/10/2015,$109.49
06/11/2015,$109.74
06/12/2015,$109.05
06/15/2015,$108.55
06/16/2015,$109.17
06/17/2015,$109.35
06/18/2015,$110.45
06/19/2015,$109.95
06/22/2015,$110.59
06/23/2015,$110.70
06/24/2015,$109.83
06/25/2015,$109.52
06/26/2015,$109.00
06/29/2015,$106.69
06/30/2015,$107.04
07/01/2015,$107.72
07/02/2015,$107.63
07/06/2015,$107.26
07/07/2015,$107.85
07/08/2015,$106.08
07/09/2015,$106.33
07/10/2015,$107.64
07/13/2015,$108.81
07/14/2015,$109.34
07/15/2015,$109.14
07/16/2015,$109.96
07/17/2015,$109.97
07/20/2015,$109.98
07/21/2015,$109.48
07/22/2015,$109.31
07/23/2015,$108.67
07/24/2015,$107.49
07/27/2015,$106.78
07/28/2015,$108.07
07/29/2015,$108.87
07/30/2015,$108.93
07/31/2015,$108.79
08/03/2015,$108.45
08/04/2015,$108.23
08/05/2015,$108.61
08/06/2015,$107.71
08/07/2015,$107.38
08/10/2015,$108.76
08/11/2015,$107.76
08/12/2015,$107.84
08/13/2015,$107.71
08/14/2015,$108.17
08/17/2015,$108.84
08/18/2015,$108.50
08/19/2015,$107.58
08/20/2015,$105.23
08/21/2015,$102.14
08/24/2015,$98.11
08/25/2015,$96.90
08/26/2015,$100.43
08/27/2015,$102.86
08/28/2015,$103.07
08/31/2015,$102.27
09/01/2015,$99.31
09/02/2015,$101.09
09/03/2015,$101.22
09/04/2015,$99.79
09/08/2015,$102.25
09/09/2015,$100.89
09/10/2015,$101.38
09/11/2015,$101.86
09/14/2015,$101.46
09/15/2015,$102.72
09/16/2015,$103.62
09/17/2015,$103.47
09/18/2015,$101.84
09/21/2015,$102.20
09/22/2015,$100.88
09/23/2015,$100.65
09/24/2015,$100.27
09/25/2015,$99.56
09/28/2015,$96.93
09/29/2015,$96.95
09/30/2015,$98.76
10/01/2015,$98.90
10/02/2015,$100.36
10/05/2015,$102.24
10/06/2015,$101.82
10/07/2015,$102.78
10/08/2015,$103.68
10/09/2015,$103.79
10/12/2015,$103.85
10/13/2015,$103.07
10/14/2015,$102.55
10/15/2015,$104.13
10/16/2015,$104.51
10/19/2015,$104.56
10/20/2015,$104.41
10/21/2015,$103.66
10/22/2015,$105.21
10/23/2015,$106.30
10/26/2015,$106.06
10/27/2015,$105.67
10/28/2015,$107.14
10/29/2015,$106.96
10/30/2015,$106.52
11/02/2015,$107.89
11/03/2015,$108.18
11/04/2015,$107.88
11/05/2015,$107.77
11/06/2015,$107.79
11/09/2015,$106.74
11/10/2015,$106.95
11/11/2015,$106.53
11/12/2015,$104.97
11/13/2015,$103.88
11/16/2015,$105.33
11/17/2015,$105.19
11/18/2015,$106.91
11/19/2015,$106.76
11/20/2015,$107.19
11/23/2015,$107.14
11/24/2015,$107.37
11/25/2015,$107.47
11/27/2015,$107.60
11/30/2015,$107.11
12/01/2015,$108.18
12/02/2015,$107.02
12/03/2015,$105.45
12/04/2015,$107.42
12/07/2015,$106.54
12/08/2015,$105.88
12/09/2015,$105.02
12/10/2015,$105.29
12/11/2015,$103.25
12/14/2015,$103.54
12/15/2015,$104.69
12/16/2015,$106.22
12/17/2015,$104.69
12/18/2015,$102.94
12/21/2015,$103.12
12/22/2015,$104.03
12/23/2015,$105.36
12/24/2015,$105.24
12/28/2015,$104.97
12/29/2015,$106.08
12/30/2015,$105.30
12/31/2015,$104.34
