Date,NAV
12/31/2014,$106.00
01/02/2015,$105.94
01/05/2015,$104.07
01/06/2015,$103.06
01/07/2015,$104.29
01/08/2015,$106.13
01/09/2015,$105.26
01/12/2015,$104.46
01/13/2015,$104.25
01/14/2015,$103.68
01/15/2015,$102.62
01/16/2015,$104.04
01/20/2015,$104.12
01/21/2015,$104.58
01/22/2015,$106.22
01/23/2015,$105.72
01/26/2015,$106.17
01/27/2015,$104.91
01/28/2015,$103.48
01/29/2015,$104.46
01/30/2015,$103.06
02/02/2015,$104.31
02/03/2015,$105.87
02/04/2015,$105.46
02/05/2015,$106.63
02/06/2015,$106.30
02/09/2015,$105.82
02/10/2015,$106.88
02/11/2015,$106.91
02/12/2015,$107.99
02/13/2015,$108.48
02/17/2015,$108.65
02/18/2015,$108.70
02/19/2015,$108.62
02/20/2015,$109.29
02/23/2015,$109.24
02/24/2015,$109.50
02/25/2015,$109.49
02/26/2015,$109.37
02/27/2015,$109.01
03/02/2015,$109.71
03/03/2015,$109.22
03/04/2015,$108.77
03/05/2015,$108.94
03/06/2015,$107.44
03/09/2015,$107.85
03/10/2015,$106.12
03/11/2015,$106.09
03/12/2015,$107.47
03/13/2015,$106.85
03/16/2015,$108.20
03/17/2015,$107.96
03/18/2015,$109.23
03/19/2015,$108.80
03/20/2015,$109.77
03/23/2015,$109.56
03/24/2015,$108.97
03/25/2015,$106.78
03/26/2015,$106.55
03/27/2015,$106.91
03/30/2015,$108.24
03/31/2015,$107.40
04/01/2015,$107.01
04/02/2015,$107.40
04/06/2015,$108.09
04/07/2015,$107.81
04/08/2015,$108.21
04/09/2015,$108.58
04/10/2015,$109.11
04/13/2015,$108.68
04/14/2015,$108.82
04/15/2015,$109.41
04/16/2015,$109.32
04/17/2015,$108.04
04/20/2015,$109.01
04/21/2015,$108.90
04/22/2015,$109.39
04/23/2015,$109.70
04/24/2015,$109.82
04/27/2015,$109.25
04/28/2015,$109.53
04/29/2015,$109.07
04/30/2015,$107.86
05/01/2015,$108.96
05/04/2015,$109.29
05/05/2015,$107.96
05/06/2015,$107.63
05/07/2015,$108.08
05/08/2015,$109.43
05/11/2015,$108.98
05/12/2015,$108.70
05/13/2015,$108.68
05/14/2015,$109.83
05/15/2015,$109.93
05/18/2015,$110.38
05/19/2015,$110.30
05/20/2015,$110.24
05/21/2015,$110.48
05/22/2015,$110.25
