Date,NAV
01/03/2011,$65.64
01/04/2011,$65.43
01/05/2011,$65.80
01/06/2011,$65.69
01/07/2011,$65.57
01/10/2011,$65.55
01/11/2011,$65.81
01/12/2011,$66.39
01/13/2011,$66.29
01/14/2011,$66.77
01/18/2011,$66.90
01/19/2011,$66.09
01/20/2011,$65.90
01/21/2011,$65.99
01/24/2011,$66.40
01/25/2011,$66.42
01/26/2011,$66.83
01/27/2011,$67.01
01/28/2011,$65.77
01/31/2011,$66.28
02/01/2011,$67.41
02/02/2011,$67.24
02/03/2011,$67.42
02/04/2011,$67.61
02/07/2011,$68.07
02/08/2011,$68.38
02/09/2011,$68.18
02/10/2011,$68.28
02/11/2011,$68.73
02/14/2011,$68.94
02/15/2011,$68.68
02/16/2011,$69.16
02/17/2011,$69.42
02/18/2011,$69.52
02/22/2011,$68.02
02/23/2011,$67.49
02/24/2011,$67.48
02/25/2011,$68.34
02/28/2011,$68.67
03/01/2011,$67.56
03/02/2011,$67.71
03/03/2011,$68.92
03/04/2011,$68.44
03/07/2011,$67.80
03/08/2011,$68.45
03/09/2011,$68.33
03/10/2011,$67.00
03/11/2011,$67.47
03/14/2011,$67.07
03/15/2011,$66.36
03/16/2011,$65.18
03/17/2011,$65.95
03/18/2011,$66.27
03/21/2011,$67.33
03/22/2011,$67.07
03/23/2011,$67.25
03/24/2011,$67.88
03/25/2011,$67.88
03/28/2011,$67.68
03/29/2011,$68.20
03/30/2011,$68.74
03/31/2011,$68.69
04/01/2011,$69.05
04/04/2011,$69.10
04/05/2011,$69.14
04/06/2011,$69.28
04/07/2011,$69.13
04/08/2011,$68.81
04/11/2011,$68.55
04/12/2011,$67.97
04/13/2011,$68.04
04/14/2011,$68.07
04/15/2011,$68.40
04/18/2011,$67.60
04/19/2011,$67.97
04/20/2011,$68.94
04/21/2011,$69.34
04/25/2011,$69.24
04/26/2011,$69.86
04/27/2011,$70.32
04/28/2011,$70.56
04/29/2011,$70.74
05/02/2011,$70.55
05/03/2011,$70.19
05/04/2011,$69.67
05/05/2011,$69.12
05/06/2011,$69.41
05/09/2011,$69.80
05/10/2011,$70.42
05/11/2011,$69.64
05/12/2011,$69.99
05/13/2011,$69.38
05/16/2011,$68.88
05/17/2011,$68.81
05/18/2011,$69.51
05/19/2011,$69.67
05/20/2011,$69.16
05/23/2011,$68.27
05/24/2011,$68.19
05/25/2011,$68.50
05/26/2011,$68.86
05/27/2011,$69.20
05/31/2011,$69.94
06/01/2011,$68.30
06/02/2011,$68.23
06/03/2011,$67.52
06/06/2011,$66.73
06/07/2011,$66.72
06/08/2011,$66.37
06/09/2011,$66.84
06/10/2011,$65.88
06/13/2011,$65.88
06/14/2011,$66.79
06/15/2011,$65.64
06/16/2011,$65.71
06/17/2011,$65.88
06/20/2011,$66.26
06/21/2011,$67.26
06/22/2011,$66.85
06/23/2011,$66.73
06/24/2011,$65.71
06/27/2011,$66.28
06/28/2011,$67.19
06/29/2011,$67.73
06/30/2011,$68.39
07/01/2011,$69.41
07/05/2011,$69.37
07/06/2011,$69.50
07/07/2011,$70.25
07/08/2011,$69.78
07/11/2011,$68.45
07/12/2011,$68.14
07/13/2011,$68.40
07/14/2011,$67.84
07/15/2011,$68.25
07/18/2011,$67.61
07/19/2011,$68.78
07/20/2011,$68.73
07/21/2011,$69.60
07/22/2011,$69.71
07/25/2011,$69.25
07/26/2011,$68.95
07/27/2011,$67.45
07/28/2011,$67.24
07/29/2011,$66.86
08/01/2011,$66.57
08/02/2011,$64.79
08/03/2011,$65.15
08/04/2011,$61.86
08/05/2011,$61.62
08/08/2011,$57.29
08/09/2011,$60.20
08/10/2011,$57.63
08/11/2011,$60.37
08/12/2011,$60.69
08/15/2011,$62.09
08/16/2011,$61.42
08/17/2011,$61.44
08/18/2011,$58.56
08/19/2011,$57.64
08/22/2011,$57.64
08/23/2011,$59.71
08/24/2011,$60.50
08/25/2011,$59.48
08/26/2011,$60.51
08/29/2011,$62.39
08/30/2011,$62.58
08/31/2011,$62.85
09/01/2011,$62.02
09/02/2011,$60.38
09/06/2011,$59.96
09/07/2011,$61.81
09/08/2011,$61.10
09/09/2011,$59.46
09/12/2011,$59.86
09/13/2011,$60.51
09/14/2011,$61.38
09/15/2011,$62.39
09/16/2011,$62.69
09/19/2011,$62.04
09/20/2011,$61.79
09/21/2011,$59.93
09/22/2011,$57.97
09/23/2011,$58.07
09/26/2011,$59.36
09/27/2011,$60.08
09/28/2011,$58.69
09/29/2011,$59.17
09/30/2011,$57.67
10/03/2011,$55.81
10/04/2011,$57.31
10/05/2011,$58.38
10/06/2011,$59.54
10/07/2011,$58.93
10/10/2011,$60.99
10/11/2011,$61.05
10/12/2011,$61.70
10/13/2011,$61.57
10/14/2011,$62.66
10/17/2011,$61.35
10/18/2011,$62.66
10/19/2011,$61.81
10/20/2011,$62.08
10/21/2011,$63.29
10/24/2011,$64.31
10/25/2011,$62.95
10/26/2011,$63.66
10/27/2011,$65.95
10/28/2011,$65.95
10/31/2011,$64.32
11/01/2011,$62.47
11/02/2011,$63.55
11/03/2011,$64.80
11/04/2011,$64.46
11/07/2011,$64.78
11/08/2011,$65.56
11/09/2011,$63.07
11/10/2011,$63.59
11/11/2011,$64.88
11/14/2011,$64.25
11/15/2011,$64.63
11/16/2011,$63.58
11/17/2011,$62.50
11/18/2011,$62.46
11/21/2011,$61.30
11/22/2011,$61.02
11/23/2011,$59.62
11/25/2011,$59.42
11/28/2011,$61.27
11/29/2011,$61.39
11/30/2011,$64.13
12/01/2011,$63.98
12/02/2011,$64.01
12/05/2011,$64.71
12/06/2011,$64.74
12/07/2011,$64.84
12/08/2011,$63.39
12/09/2011,$64.55
12/12/2011,$63.58
12/13/2011,$62.92
12/14/2011,$62.16
12/15/2011,$62.43
12/16/2011,$62.71
12/19/2011,$61.90
12/20/2011,$63.83
12/21/2011,$63.60
12/22/2011,$64.14
12/23/2011,$64.68
12/27/2011,$64.72
12/28/2011,$63.85
12/29/2011,$64.56
12/30/2011,$64.29
