Date,NAV
08/31/2017,$126.96
09/01/2017,$127.29
09/05/2017,$126.27
09/06/2017,$126.63
09/07/2017,$126.58
09/08/2017,$126.46
09/11/2017,$127.84
09/12/2017,$128.33
09/13/2017,$128.42
09/14/2017,$128.32
09/15/2017,$128.61
09/18/2017,$128.89
09/19/2017,$129.00
09/20/2017,$129.15
09/21/2017,$128.79
09/22/2017,$128.38
09/25/2017,$128.14
09/26/2017,$128.18
09/27/2017,$128.87
09/28/2017,$129.08
09/29/2017,$129.53
10/02/2017,$130.16
10/03/2017,$130.45
10/04/2017,$130.59
10/05/2017,$131.29
10/06/2017,$131.18
10/09/2017,$130.89
10/10/2017,$131.20
10/11/2017,$131.40
10/12/2017,$131.22
10/13/2017,$131.29
10/16/2017,$131.48
10/17/2017,$131.51
10/18/2017,$131.65
10/19/2017,$131.70
10/20/2017,$132.38
10/23/2017,$131.80
10/24/2017,$132.02
10/25/2017,$131.38
10/26/2017,$131.60
10/27/2017,$132.61
10/30/2017,$132.08
10/31/2017,$132.33
11/01/2017,$132.43
11/02/2017,$132.47
11/03/2017,$132.85
11/06/2017,$133.06
11/07/2017,$132.84
11/08/2017,$133.04
11/09/2017,$132.54
11/10/2017,$132.50
11/13/2017,$132.63
11/14/2017,$132.34
11/15/2017,$131.66
11/16/2017,$132.87
11/17/2017,$132.68
11/20/2017,$132.94
11/21/2017,$133.85
11/22/2017,$133.77
11/24/2017,$134.05
11/27/2017,$133.94
11/28/2017,$135.30
11/29/2017,$135.31
11/30/2017,$136.36
12/01/2017,$136.08
12/04/2017,$135.89
12/05/2017,$135.29
12/06/2017,$135.19
12/07/2017,$135.72
12/08/2017,$136.44
12/11/2017,$136.79
12/12/2017,$136.92
12/13/2017,$136.92
12/14/2017,$136.28
12/15/2017,$137.57
12/18/2017,$138.43
12/19/2017,$137.93
12/20/2017,$137.88
12/21/2017,$137.52
12/22/2017,$137.46
12/26/2017,$137.37
12/27/2017,$137.48
12/28/2017,$137.80
12/29/2017,$137.06
