Date,NAV
11/19/2002,$83.83
11/20/2002,$85.44
11/21/2002,$87.26
11/22/2002,$87.07
11/25/2002,$87.37
11/26/2002,$85.62
11/27/2002,$87.98
11/29/2002,$87.72
12/02/2002,$87.67
12/03/2002,$86.33
12/04/2002,$86.01
12/05/2002,$85.09
12/06/2002,$85.60
12/09/2002,$83.70
12/10/2002,$84.88
12/11/2002,$84.96
12/12/2002,$84.76
12/13/2002,$83.61
12/16/2002,$85.45
12/17/2002,$84.80
12/18/2002,$83.67
12/19/2002,$83.10
12/20/2002,$84.12
12/23/2002,$83.93
12/24/2002,$83.50
12/26/2002,$83.34
12/27/2002,$82.08
12/30/2002,$82.37
12/31/2002,$82.47
