Date,NAV
12/31/2001,$105.80
01/02/2002,$106.24
01/03/2002,$107.29
01/04/2002,$108.04
01/07/2002,$107.30
01/08/2002,$107.06
01/09/2002,$106.57
01/10/2002,$106.67
01/11/2002,$105.75
01/14/2002,$104.89
01/15/2002,$105.60
01/16/2002,$103.93
01/17/2002,$105.00
01/18/2002,$103.89
01/22/2002,$103.05
01/23/2002,$104.02
01/24/2002,$104.45
01/25/2002,$104.55
01/28/2002,$104.61
01/29/2002,$102.00
01/30/2002,$103.08
01/31/2002,$104.46
02/01/2002,$103.73
02/04/2002,$101.30
02/05/2002,$100.95
02/06/2002,$100.19
02/07/2002,$99.79
02/08/2002,$101.37
02/11/2002,$102.73
02/12/2002,$102.42
02/13/2002,$103.45
02/14/2002,$103.20
02/15/2002,$102.08
02/19/2002,$100.14
02/20/2002,$101.47
02/21/2002,$99.95
02/22/2002,$100.75
02/25/2002,$102.41
02/26/2002,$102.54
02/27/2002,$102.62
02/28/2002,$102.33
03/01/2002,$104.58
03/04/2002,$106.65
03/05/2002,$106.10
03/06/2002,$107.58
03/07/2002,$107.14
03/08/2002,$107.89
03/11/2002,$108.21
03/12/2002,$107.92
03/13/2002,$106.96
03/14/2002,$106.92
03/15/2002,$108.06
03/18/2002,$108.17
03/19/2002,$108.55
03/20/2002,$106.94
03/21/2002,$107.27
03/22/2002,$106.80
03/25/2002,$104.98
03/26/2002,$105.62
03/27/2002,$106.22
03/28/2002,$106.50
04/01/2002,$106.40
04/02/2002,$105.45
04/03/2002,$104.42
04/04/2002,$104.55
04/05/2002,$104.30
04/08/2002,$104.69
04/09/2002,$104.10
04/10/2002,$105.31
04/11/2002,$103.02
04/12/2002,$103.88
04/15/2002,$103.20
04/16/2002,$105.50
04/17/2002,$105.23
04/18/2002,$105.10
04/19/2002,$105.16
04/22/2002,$103.61
04/23/2002,$103.08
04/24/2002,$102.44
04/25/2002,$102.36
04/26/2002,$100.95
04/29/2002,$100.08
04/30/2002,$101.28
05/01/2002,$102.05
05/02/2002,$101.87
05/03/2002,$100.92
05/06/2002,$99.07
05/07/2002,$98.71
05/08/2002,$102.19
05/09/2002,$100.73
05/10/2002,$99.12
05/13/2002,$100.84
05/14/2002,$103.03
05/15/2002,$102.63
05/16/2002,$102.99
05/17/2002,$103.70
05/20/2002,$102.38
05/21/2002,$101.22
05/22/2002,$101.59
05/23/2002,$102.69
05/24/2002,$101.50
05/28/2002,$100.77
05/29/2002,$100.12
05/30/2002,$99.90
05/31/2002,$100.08
06/03/2002,$97.69
06/04/2002,$97.60
06/05/2002,$98.39
06/06/2002,$96.53
06/07/2002,$96.62
06/10/2002,$96.81
06/11/2002,$95.20
06/12/2002,$95.72
06/13/2002,$94.70
06/14/2002,$94.63
06/17/2002,$97.23
06/18/2002,$97.27
06/19/2002,$95.71
06/20/2002,$94.45
06/21/2002,$93.05
06/24/2002,$92.95
06/25/2002,$91.42
06/26/2002,$91.16
06/27/2002,$92.66
06/28/2002,$92.75
07/01/2002,$90.65
07/02/2002,$88.61
07/03/2002,$88.98
07/05/2002,$92.10
07/08/2002,$90.98
07/09/2002,$88.88
07/10/2002,$86.20
07/11/2002,$86.64
07/12/2002,$86.16
07/15/2002,$85.77
07/16/2002,$84.52
07/17/2002,$85.03
07/18/2002,$82.75
07/19/2002,$79.97
07/22/2002,$77.42
07/23/2002,$75.21
07/24/2002,$79.26
07/25/2002,$78.89
07/26/2002,$80.08
07/29/2002,$84.39
07/30/2002,$84.76
07/31/2002,$85.30
08/01/2002,$83.03
08/02/2002,$81.05
08/05/2002,$78.37
08/06/2002,$80.73
08/07/2002,$82.17
08/08/2002,$84.64
08/09/2002,$84.90
08/12/2002,$84.56
08/13/2002,$82.76
08/14/2002,$85.83
08/15/2002,$86.85
08/16/2002,$86.91
08/19/2002,$88.76
08/20/2002,$87.61
08/21/2002,$88.79
08/22/2002,$89.96
08/23/2002,$87.99
08/26/2002,$88.73
08/27/2002,$87.38
08/28/2002,$85.85
08/29/2002,$86.01
08/30/2002,$85.79
09/03/2002,$82.44
09/04/2002,$83.93
09/05/2002,$82.60
09/06/2002,$84.10
09/09/2002,$84.86
09/10/2002,$85.43
09/11/2002,$85.41
09/12/2002,$83.41
09/13/2002,$83.73
09/16/2002,$83.75
09/17/2002,$82.17
09/18/2002,$81.79
09/19/2002,$79.41
09/20/2002,$79.59
09/23/2002,$78.45
09/24/2002,$77.24
09/25/2002,$79.10
09/26/2002,$80.50
09/27/2002,$78.13
09/30/2002,$76.85
10/01/2002,$79.54
10/02/2002,$77.72
10/03/2002,$76.86
10/04/2002,$75.13
10/07/2002,$73.60
10/08/2002,$74.70
10/09/2002,$72.62
10/10/2002,$75.09
10/11/2002,$77.89
10/14/2002,$78.46
10/15/2002,$82.03
10/16/2002,$80.07
10/17/2002,$81.97
10/18/2002,$82.38
10/21/2002,$83.73
10/22/2002,$82.79
10/23/2002,$83.44
10/24/2002,$82.26
10/25/2002,$83.63
10/28/2002,$82.94
10/29/2002,$82.22
10/30/2002,$83.07
10/31/2002,$82.73
11/01/2002,$84.18
11/04/2002,$84.85
11/05/2002,$85.39
11/06/2002,$86.25
11/07/2002,$84.35
11/08/2002,$83.59
11/11/2002,$81.86
11/12/2002,$82.54
11/13/2002,$82.55
11/14/2002,$84.55
11/15/2002,$85.07
11/18/2002,$84.23
