Date,NAV
01/04/2010,$57.34
01/05/2010,$57.51
01/06/2010,$57.60
01/07/2010,$57.84
01/08/2010,$58.03
01/11/2010,$58.10
01/12/2010,$57.51
01/13/2010,$58.04
01/14/2010,$58.18
01/15/2010,$57.54
01/19/2010,$58.28
01/20/2010,$57.68
01/21/2010,$56.66
01/22/2010,$55.42
01/25/2010,$55.65
01/26/2010,$55.40
01/27/2010,$55.68
01/28/2010,$55.00
01/29/2010,$54.43
02/01/2010,$55.22
02/02/2010,$55.92
02/03/2010,$55.62
02/04/2010,$53.86
02/05/2010,$54.01
02/08/2010,$53.56
02/09/2010,$54.27
02/10/2010,$54.18
02/11/2010,$54.78
02/12/2010,$54.74
02/16/2010,$55.72
02/17/2010,$55.99
02/18/2010,$56.36
02/19/2010,$56.50
02/22/2010,$56.45
02/23/2010,$55.75
02/24/2010,$56.27
02/25/2010,$56.20
02/26/2010,$56.26
03/01/2010,$56.92
03/02/2010,$57.12
03/03/2010,$57.15
03/04/2010,$57.35
03/05/2010,$58.19
03/08/2010,$58.21
03/09/2010,$58.33
03/10/2010,$58.64
03/11/2010,$58.88
03/12/2010,$58.88
03/15/2010,$58.86
03/16/2010,$59.35
03/17/2010,$59.70
03/18/2010,$59.63
03/19/2010,$59.26
03/22/2010,$59.64
03/23/2010,$60.10
03/24/2010,$59.75
03/25/2010,$59.35
03/26/2010,$59.38
03/29/2010,$59.74
03/30/2010,$59.77
03/31/2010,$59.56
04/01/2010,$60.02
04/05/2010,$60.61
04/06/2010,$60.74
04/07/2010,$60.43
04/08/2010,$60.60
04/09/2010,$61.01
04/12/2010,$61.13
04/13/2010,$61.19
04/14/2010,$61.95
04/15/2010,$62.00
04/16/2010,$61.04
04/19/2010,$61.21
04/20/2010,$61.78
04/21/2010,$61.77
04/22/2010,$62.00
04/23/2010,$62.49
04/26/2010,$62.23
04/27/2010,$60.76
04/28/2010,$61.12
04/29/2010,$61.96
04/30/2010,$60.86
05/03/2010,$61.70
05/04/2010,$60.16
05/05/2010,$59.68
05/06/2010,$57.72
05/07/2010,$56.71
