Date, YTD, MTD, Day
01/02/2018, 0.23%, 0.23%, 0.23%
01/03/2018, 0.54%, 0.54%, 0.31%
01/04/2018, 0.74%, 0.74%, 0.19%
01/05/2018, 0.99%, 0.99%, 0.24%
01/08/2018, 1.06%, 1.06%, 0.08%
01/09/2018, 0.91%, 0.91%, -0.15%
01/10/2018, 0.86%, 0.86%, -0.06%
01/11/2018, 1.28%, 1.28%, 0.41%
01/12/2018, 1.57%, 1.57%, 0.28%
01/16/2018, 1.43%, 1.43%, -0.13%
01/17/2018, 1.75%, 1.75%, 0.3%
01/18/2018, 1.5%, 1.5%, -0.25%
01/19/2018, 1.66%, 1.66%, 0.15%
01/22/2018, 2.03%, 2.03%, 0.35%
01/23/2018, 2.25%, 2.25%, 0.22%
01/24/2018, 2.11%, 2.11%, -0.14%
01/25/2018, 2.27%, 2.27%, 0.17%
01/26/2018, 2.68%, 2.68%, 0.37%
01/29/2018, 2.24%, 2.24%, -0.41%
01/30/2018, 1.63%, 1.63%, -0.58%
01/31/2018, 1.69%, 1.69%, 0.06%
02/01/2018, 1.49%, -0.2%, -0.2%
02/02/2018, 0.35%, -1.29%, -1.09%
02/05/2018, -1.22%, -2.77%, -1.51%
02/06/2018, -0.68%, -2.27%, 0.55%
02/07/2018, -1.06%, -2.63%, -0.38%
02/08/2018, -2.64%, -4.13%, -1.58%
02/09/2018, -2.16%, -3.69%, 0.5%
02/12/2018, -1.59%, -3.14%, 0.59%
02/13/2018, -1.47%, -3.04%, 0.11%
02/14/2018, -1.01%, -2.61%, 0.46%
02/15/2018, -0.43%, -2.05%, 0.58%
02/16/2018, -0.35%, -1.97%, 0.08%
02/20/2018, -0.68%, -2.29%, -0.33%
02/21/2018, -1.04%, -2.64%, -0.35%
02/22/2018, -0.96%, -2.56%, 0.08%
02/23/2018, -0.17%, -1.81%, 0.78%
02/26/2018, 0.36%, -1.3%, 0.52%
02/27/2018, -0.34%, -1.98%, -0.69%
02/28/2018, -0.8%, -2.41%, -0.45%
03/01/2018, -1.17%, -0.35%, -0.35%
03/02/2018, -1.05%, -0.24%, 0.12%
03/05/2018, -0.64%, 0.16%, 0.4%
03/06/2018, -0.46%, 0.33%, 0.18%
03/07/2018, -0.43%, 0.36%, 0.03%
03/08/2018, -0.21%, 0.59%, 0.22%
03/09/2018, 0.43%, 1.21%, 0.61%
03/12/2018, 0.46%, 1.25%, 0.04%
03/13/2018, 0.23%, 1.02%, -0.22%
03/14/2018, 0.11%, 0.91%, -0.11%
03/15/2018, -0%, 0.79%, -0.11%
03/16/2018, 0.05%, 0.84%, 0.04%
03/19/2018, -0.61%, 0.19%, -0.64%
03/20/2018, -0.59%, 0.2%, 0.02%
03/21/2018, -0.78%, 0.02%, -0.18%
03/22/2018, -1.78%, -0.96%, -0.98%
03/23/2018, -2.68%, -1.85%, -0.91%
03/26/2018, -1.62%, -0.81%, 1.09%
03/27/2018, -2.21%, -1.39%, -0.59%
03/28/2018, -2.3%, -1.47%, -0.09%
03/29/2018, -1.62%, -0.79%, 0.7%
04/02/2018, -2.53%, -0.92%, -0.92%
04/03/2018, -2.16%, -0.55%, 0.39%
04/04/2018, -1.75%, -0.13%, 0.42%
04/05/2018, -1.48%, 0.13%, 0.27%
04/06/2018, -2.24%, -0.63%, -0.75%
04/09/2018, -2.03%, -0.42%, 0.21%
04/10/2018, -1.36%, 0.26%, 0.68%
04/11/2018, -1.56%, 0.06%, -0.2%
04/12/2018, -1.33%, 0.29%, 0.23%
04/13/2018, -1.46%, 0.15%, -0.14%
04/16/2018, -1.12%, 0.5%, 0.35%
04/17/2018, -0.62%, 1%, 0.49%
04/18/2018, -0.7%, 0.92%, -0.08%
04/19/2018, -1.09%, 0.52%, -0.39%
04/20/2018, -1.54%, 0.07%, -0.45%
04/23/2018, -1.62%, -0.01%, -0.07%
04/24/2018, -2.24%, -0.64%, -0.63%
04/25/2018, -2.31%, -0.71%, -0.07%
04/26/2018, -1.79%, -0.19%, 0.52%
04/27/2018, -1.65%, -0.04%, 0.15%
04/30/2018, -1.99%, -0.39%, -0.34%
05/01/2018, -1.95%, 0.04%, 0.04%
05/02/2018, -2.25%, -0.27%, -0.31%
05/03/2018, -2.29%, -0.31%, -0.04%
05/04/2018, -1.72%, 0.27%, 0.58%
05/07/2018, -1.59%, 0.4%, 0.12%
05/08/2018, -1.63%, 0.36%, -0.03%
05/09/2018, -1.34%, 0.65%, 0.28%
05/10/2018, -0.79%, 1.21%, 0.55%
05/11/2018, -0.69%, 1.31%, 0.09%
05/14/2018, -0.72%, 1.27%, -0.03%
05/15/2018, -1.22%, 0.77%, -0.49%
05/16/2018, -1.11%, 0.88%, 0.1%
05/17/2018, -1.16%, 0.83%, -0.05%
05/18/2018, -1.11%, 0.88%, 0.06%
05/21/2018, -0.78%, 1.21%, 0.32%
05/22/2018, -0.94%, 1.05%, -0.15%
05/23/2018, -0.69%, 1.3%, 0.25%
05/24/2018, -0.67%, 1.32%, 0.02%
05/25/2018, -0.68%, 1.33%, 0.01%
