Date, YTD, MTD, Day
01/03/2017, 0.62%, 0.62%, 0.62%
01/04/2017, 1.24%, 1.24%, 0.62%
01/05/2017, 1.21%, 1.21%, -0.03%
01/06/2017, 1.34%, 1.34%, 0.13%
01/09/2017, 1.12%, 1.12%, -0.22%
01/10/2017, 1.19%, 1.19%, 0.07%
01/11/2017, 1.41%, 1.41%, 0.22%
01/12/2017, 1.21%, 1.21%, -0.2%
01/13/2017, 1.38%, 1.38%, 0.16%
01/17/2017, 1.14%, 1.14%, -0.23%
01/18/2017, 1.19%, 1.19%, 0.04%
01/19/2017, 0.83%, 0.83%, -0.35%
01/20/2017, 1.11%, 1.11%, 0.27%
01/23/2017, 0.98%, 0.98%, -0.13%
01/24/2017, 1.51%, 1.51%, 0.52%
01/25/2017, 2.06%, 2.06%, 0.53%
01/26/2017, 1.99%, 1.99%, -0.07%
01/27/2017, 1.92%, 1.92%, -0.07%
01/30/2017, 1.39%, 1.39%, -0.51%
01/31/2017, 1.47%, 1.47%, 0.07%
02/01/2017, 1.42%, -0.05%, -0.05%
02/02/2017, 1.47%, 0.01%, 0.05%
02/03/2017, 2.13%, 0.65%, 0.64%
02/06/2017, 2%, 0.52%, -0.12%
02/07/2017, 1.99%, 0.52%, -0%
02/08/2017, 2.13%, 0.65%, 0.14%
02/09/2017, 2.57%, 1.08%, 0.43%
02/10/2017, 2.88%, 1.39%, 0.3%
02/13/2017, 3.24%, 1.74%, 0.35%
02/14/2017, 3.52%, 2.01%, 0.26%
02/15/2017, 3.87%, 2.36%, 0.34%
02/16/2017, 3.85%, 2.34%, -0.02%
02/17/2017, 4.01%, 2.49%, 0.15%
02/21/2017, 4.5%, 2.98%, 0.47%
02/22/2017, 4.4%, 2.88%, -0.09%
02/23/2017, 4.39%, 2.87%, -0.01%
02/24/2017, 4.6%, 3.08%, 0.21%
02/27/2017, 4.72%, 3.19%, 0.11%
02/28/2017, 4.42%, 2.9%, -0.28%
03/01/2017, 5.39%, 0.91%, 0.91%
03/02/2017, 4.83%, 0.38%, -0.52%
03/03/2017, 4.87%, 0.42%, 0.04%
03/06/2017, 4.55%, 0.12%, -0.3%
03/07/2017, 4.25%, -0.17%, -0.29%
03/08/2017, 3.98%, -0.43%, -0.26%
03/09/2017, 3.92%, -0.49%, -0.06%
03/10/2017, 4.21%, -0.21%, 0.28%
03/13/2017, 4.25%, -0.18%, 0.03%
03/14/2017, 3.99%, -0.43%, -0.24%
03/15/2017, 4.84%, 0.39%, 0.81%
03/16/2017, 4.72%, 0.27%, -0.11%
03/17/2017, 4.72%, 0.27%, -0%
03/20/2017, 4.58%, 0.14%, -0.13%
