Date,Price
01/02/2019,$25.29
01/03/2019,$25.06
01/04/2019,$25.80
01/07/2019,$25.93
01/08/2019,$26.04
01/09/2019,$26.40
01/10/2019,$26.49
01/11/2019,$26.41
01/14/2019,$26.28
01/15/2019,$26.44
01/16/2019,$26.51
01/17/2019,$26.60
01/18/2019,$26.84
01/22/2019,$26.51
01/23/2019,$26.60
01/24/2019,$26.67
01/25/2019,$26.99
01/28/2019,$26.83
01/29/2019,$26.92
01/30/2019,$27.22
01/31/2019,$27.31
02/01/2019,$27.25
02/04/2019,$27.32
02/05/2019,$27.54
02/06/2019,$27.40
02/07/2019,$27.07
02/08/2019,$26.94
02/11/2019,$26.90
02/12/2019,$27.20
02/13/2019,$27.18
02/14/2019,$27.19
02/15/2019,$27.43
02/19/2019,$27.56
02/20/2019,$27.72
02/21/2019,$27.64
02/22/2019,$27.81
02/25/2019,$27.91
02/26/2019,$28.00
02/27/2019,$27.90
02/28/2019,$27.77
03/01/2019,$27.87
03/04/2019,$27.84
03/05/2019,$27.88
03/06/2019,$27.79
03/07/2019,$27.47
03/08/2019,$27.35
03/11/2019,$27.63
03/12/2019,$27.71
03/13/2019,$27.87
03/14/2019,$27.80
03/15/2019,$28.06
03/18/2019,$28.26
03/19/2019,$28.28
03/20/2019,$28.29
03/21/2019,$28.29
03/22/2019,$27.69
03/25/2019,$27.65
03/26/2019,$27.82
03/27/2019,$27.75
03/28/2019,$27.73
03/29/2019,$27.88
04/01/2019,$28.22
04/02/2019,$28.24
04/03/2019,$28.45
04/04/2019,$28.44
04/05/2019,$28.50
04/08/2019,$28.56
04/09/2019,$28.44
04/10/2019,$28.54
04/11/2019,$28.43
04/12/2019,$28.59
04/15/2019,$28.62
04/16/2019,$28.67
04/17/2019,$28.72
04/18/2019,$28.69
04/22/2019,$28.65
04/23/2019,$28.72
04/24/2019,$28.46
04/25/2019,$28.41
04/26/2019,$28.54
04/29/2019,$28.62
04/30/2019,$28.65
05/01/2019,$28.50
05/02/2019,$28.46
05/03/2019,$28.70
05/06/2019,$28.38
05/07/2019,$27.98
05/08/2019,$27.95
05/09/2019,$27.69
05/10/2019,$27.83
05/13/2019,$27.25
05/14/2019,$27.47
05/15/2019,$27.58
05/16/2019,$27.69
05/17/2019,$27.46
05/20/2019,$27.36
05/21/2019,$27.53
05/22/2019,$27.44
05/23/2019,$27.15
05/24/2019,$27.37
05/28/2019,$27.26
05/29/2019,$27.10
05/30/2019,$27.18
05/31/2019,$27.07
06/03/2019,$27.27
06/04/2019,$27.51
06/05/2019,$27.48
06/06/2019,$27.55
06/07/2019,$27.83
06/10/2019,$27.94
06/11/2019,$28.11
06/12/2019,$27.92
06/13/2019,$27.94
06/14/2019,$27.73
06/17/2019,$27.68
06/18/2019,$28.07
06/19/2019,$28.29
06/20/2019,$28.29
06/21/2019,$28.22
06/24/2019,$28.22
06/25/2019,$28.04
06/26/2019,$28.08
06/27/2019,$28.22
06/28/2019,$28.32
07/01/2019,$28.46
07/02/2019,$28.57
07/03/2019,$28.68
07/05/2019,$28.52
07/08/2019,$28.31
07/09/2019,$28.22
07/10/2019,$28.33
07/11/2019,$28.35
07/12/2019,$28.39
07/15/2019,$28.43
07/16/2019,$28.34
07/17/2019,$28.28
07/18/2019,$28.36
07/19/2019,$28.29
07/22/2019,$28.32
07/23/2019,$28.43
07/24/2019,$28.46
07/25/2019,$28.25
07/26/2019,$28.28
07/29/2019,$28.25
07/30/2019,$28.05
07/31/2019,$27.78
08/01/2019,$27.67
08/02/2019,$27.38
08/05/2019,$26.68
08/06/2019,$26.85
08/07/2019,$26.94
08/08/2019,$27.27
08/09/2019,$27.05
08/12/2019,$26.84
08/13/2019,$26.98
08/14/2019,$26.39
08/15/2019,$26.45
08/16/2019,$26.74
08/19/2019,$26.90
08/20/2019,$26.84
08/21/2019,$27.04
08/22/2019,$26.91
08/23/2019,$26.62
08/26/2019,$26.74
08/27/2019,$26.78
08/28/2019,$26.80
08/29/2019,$26.99
08/30/2019,$27.13
09/03/2019,$27.04
09/04/2019,$27.41
09/05/2019,$27.63
09/06/2019,$27.71
09/09/2019,$27.77
09/10/2019,$27.79
09/11/2019,$28.01
09/12/2019,$28.13
09/13/2019,$28.26
09/16/2019,$28.10
09/17/2019,$28.18
09/18/2019,$28.10
09/19/2019,$28.16
09/20/2019,$28.16
09/23/2019,$27.90
09/24/2019,$27.82
09/25/2019,$27.74
09/26/2019,$27.79
09/27/2019,$27.68
09/30/2019,$27.71
10/01/2019,$27.50
10/02/2019,$27.09
10/03/2019,$27.22
10/04/2019,$27.44
10/07/2019,$27.36
10/08/2019,$27.13
10/09/2019,$27.31
10/10/2019,$27.49
10/11/2019,$27.93
10/14/2019,$27.87
10/15/2019,$28.13
10/16/2019,$28.18
10/17/2019,$28.27
10/18/2019,$28.23
10/21/2019,$28.40
10/22/2019,$28.39
10/23/2019,$28.46
10/24/2019,$28.52
10/25/2019,$28.56
10/28/2019,$28.65
10/29/2019,$28.64
10/30/2019,$28.75
10/31/2019,$28.66
11/01/2019,$28.93
11/04/2019,$29.10
11/05/2019,$29.12
11/06/2019,$29.11
11/07/2019,$29.24
11/08/2019,$29.13
11/11/2019,$29.05
11/12/2019,$29.06
11/13/2019,$28.94
11/14/2019,$28.87
11/15/2019,$29.08
11/18/2019,$29.10
11/19/2019,$29.11
11/20/2019,$28.95
11/21/2019,$28.87
11/22/2019,$28.91
11/25/2019,$29.14
11/26/2019,$29.12
11/27/2019,$29.21
11/29/2019,$28.98
12/02/2019,$28.85
12/03/2019,$28.75
12/04/2019,$28.96
12/05/2019,$29.00
12/06/2019,$29.22
