Date,Price
01/02/2013,$25.54
01/03/2013,$25.34
01/04/2013,$25.48
01/07/2013,$25.39
01/08/2013,$25.24
01/09/2013,$25.36
01/10/2013,$25.67
01/11/2013,$25.63
01/14/2013,$25.68
01/15/2013,$25.63
01/16/2013,$25.53
01/17/2013,$25.74
01/18/2013,$25.73
01/22/2013,$25.73
01/23/2013,$25.68
01/24/2013,$25.73
01/25/2013,$25.88
01/28/2013,$25.73
01/29/2013,$25.95
01/30/2013,$25.91
01/31/2013,$25.89
02/01/2013,$26.07
02/04/2013,$25.70
02/05/2013,$25.82
02/06/2013,$25.78
02/07/2013,$25.61
02/08/2013,$25.74
02/11/2013,$25.69
02/12/2013,$25.81
02/13/2013,$25.88
02/14/2013,$25.77
02/15/2013,$25.72
02/19/2013,$25.96
02/20/2013,$25.68
02/21/2013,$25.37
02/22/2013,$25.66
02/25/2013,$25.26
02/26/2013,$25.35
02/27/2013,$25.61
02/28/2013,$25.58
03/01/2013,$25.59
03/04/2013,$25.57
03/05/2013,$25.82
03/06/2013,$25.86
03/07/2013,$25.93
03/08/2013,$25.99
03/11/2013,$26.07
03/12/2013,$25.96
03/13/2013,$25.83
03/14/2013,$26.05
03/15/2013,$26.08
03/18/2013,$25.80
03/19/2013,$25.70
03/20/2013,$25.84
03/21/2013,$25.60
03/22/2013,$25.72
03/25/2013,$25.55
03/26/2013,$25.71
03/27/2013,$25.63
03/28/2013,$25.73
04/01/2013,$25.51
04/02/2013,$25.67
04/03/2013,$25.46
04/04/2013,$25.57
04/05/2013,$25.40
04/08/2013,$25.50
04/09/2013,$25.64
04/10/2013,$25.98
04/11/2013,$26.10
04/12/2013,$25.99
04/15/2013,$25.40
04/16/2013,$25.80
04/17/2013,$25.29
04/18/2013,$25.25
04/19/2013,$25.49
04/22/2013,$25.58
04/23/2013,$25.82
04/24/2013,$26.05
04/25/2013,$26.23
04/26/2013,$26.18
04/29/2013,$26.45
04/30/2013,$26.64
05/01/2013,$26.48
05/02/2013,$26.53
05/03/2013,$26.79
05/06/2013,$26.75
05/07/2013,$26.87
05/08/2013,$27.14
05/09/2013,$26.87
05/10/2013,$26.92
05/13/2013,$26.85
05/14/2013,$26.93
05/15/2013,$26.97
05/16/2013,$26.81
05/17/2013,$26.95
05/20/2013,$27.10
05/21/2013,$27.15
05/22/2013,$26.92
05/23/2013,$26.53
05/24/2013,$26.36
05/28/2013,$26.43
05/29/2013,$26.26
05/30/2013,$26.33
05/31/2013,$25.85
06/03/2013,$25.97
06/04/2013,$26.01
06/05/2013,$25.54
06/06/2013,$25.65
06/07/2013,$25.78
06/10/2013,$25.80
06/11/2013,$25.47
06/12/2013,$25.36
06/13/2013,$25.67
06/14/2013,$25.47
06/17/2013,$25.78
06/18/2013,$25.86
06/19/2013,$25.38
06/20/2013,$24.56
06/21/2013,$24.27
06/24/2013,$23.84
06/25/2013,$24.04
06/26/2013,$24.22
06/27/2013,$24.54
06/28/2013,$24.55
07/01/2013,$24.78
07/02/2013,$24.65
07/03/2013,$24.54
07/05/2013,$24.61
07/08/2013,$24.69
07/09/2013,$24.84
07/10/2013,$24.93
07/11/2013,$25.60
07/12/2013,$25.49
07/15/2013,$25.64
07/16/2013,$25.64
07/17/2013,$25.75
07/18/2013,$25.86
07/19/2013,$25.84
07/22/2013,$25.95
07/23/2013,$26.08
07/24/2013,$25.98
07/25/2013,$26.07
07/26/2013,$25.91
07/29/2013,$25.69
07/30/2013,$25.68
07/31/2013,$25.68
08/01/2013,$25.92
08/02/2013,$26.08
08/05/2013,$26.10
08/06/2013,$25.99
08/07/2013,$25.85
08/08/2013,$26.10
08/09/2013,$26.15
08/12/2013,$26.15
08/13/2013,$26.30
08/14/2013,$26.29
08/15/2013,$26.16
08/16/2013,$26.16
08/19/2013,$25.95
08/20/2013,$25.87
08/21/2013,$25.54
08/22/2013,$25.78
08/23/2013,$25.98
08/26/2013,$25.83
08/27/2013,$25.43
08/28/2013,$25.37
08/29/2013,$25.42
08/30/2013,$25.25
09/03/2013,$25.64
09/04/2013,$25.82
09/05/2013,$25.85
09/06/2013,$26.01
09/09/2013,$26.39
09/10/2013,$26.69
09/11/2013,$26.80
09/12/2013,$26.63
09/13/2013,$26.71
09/16/2013,$26.93
09/17/2013,$26.99
09/18/2013,$27.61
09/19/2013,$27.51
09/20/2013,$27.18
09/23/2013,$27.17
09/24/2013,$27.14
09/25/2013,$27.14
09/26/2013,$27.21
09/27/2013,$27.14
09/30/2013,$26.95
10/01/2013,$27.11
10/02/2013,$27.10
10/03/2013,$27.03
10/04/2013,$27.07
10/07/2013,$26.88
10/08/2013,$26.69
10/09/2013,$26.78
10/10/2013,$27.18
10/11/2013,$27.36
10/14/2013,$27.43
10/15/2013,$27.35
10/16/2013,$27.55
10/17/2013,$27.83
10/18/2013,$27.99
10/21/2013,$28.03
10/22/2013,$28.28
10/23/2013,$27.97
10/24/2013,$28.10
10/25/2013,$28.05
10/28/2013,$28.02
10/29/2013,$28.08
10/30/2013,$28.02
10/31/2013,$27.89
11/01/2013,$27.74
11/04/2013,$27.83
11/05/2013,$27.61
11/06/2013,$27.81
11/07/2013,$27.43
11/08/2013,$27.51
11/11/2013,$27.48
11/12/2013,$27.41
11/13/2013,$27.44
11/14/2013,$27.61
11/15/2013,$27.85
11/18/2013,$27.94
11/19/2013,$27.88
11/20/2013,$27.69
11/21/2013,$27.74
11/22/2013,$27.85
11/25/2013,$27.77
11/26/2013,$27.73
11/27/2013,$27.81
11/29/2013,$27.91
12/02/2013,$27.75
12/03/2013,$27.51
12/04/2013,$27.38
12/05/2013,$27.28
12/06/2013,$27.56
12/09/2013,$27.61
12/10/2013,$27.55
12/11/2013,$27.27
12/12/2013,$27.10
12/13/2013,$27.07
12/16/2013,$27.25
12/17/2013,$27.14
12/18/2013,$27.45
12/19/2013,$27.20
12/20/2013,$27.32
12/23/2013,$27.53
12/24/2013,$27.54
12/26/2013,$27.65
12/27/2013,$27.82
12/30/2013,$27.95
12/31/2013,$28.01
