Date,Price
12/31/2019,$29.87
01/02/2020,$30.16
01/03/2020,$29.92
01/06/2020,$29.91
01/07/2020,$29.88
01/08/2020,$29.88
01/09/2020,$30.03
01/10/2020,$29.99
01/13/2020,$30.21
01/14/2020,$30.20
01/15/2020,$30.17
01/16/2020,$30.29
01/17/2020,$30.39
01/21/2020,$30.11
01/22/2020,$30.17
01/23/2020,$30.06
01/24/2020,$29.93
01/27/2020,$29.32
01/28/2020,$29.53
01/29/2020,$29.50
01/30/2020,$29.36
01/31/2020,$28.88
02/03/2020,$28.96
02/04/2020,$29.45
02/05/2020,$29.68
02/06/2020,$29.81
02/07/2020,$29.55
02/10/2020,$29.58
02/11/2020,$29.80
02/12/2020,$29.95
02/13/2020,$29.80
02/14/2020,$29.76
02/18/2020,$29.55
02/19/2020,$29.71
02/20/2020,$29.46
02/21/2020,$29.33
02/24/2020,$28.29
02/25/2020,$27.87
02/26/2020,$27.89
02/27/2020,$27.13
02/28/2020,$26.94
03/02/2020,$27.36
03/03/2020,$27.08
03/04/2020,$27.78
03/05/2020,$27.23
03/06/2020,$26.73
03/09/2020,$24.65
03/10/2020,$25.40
03/11/2020,$24.36
03/12/2020,$21.84
03/13/2020,$23.02
03/16/2020,$20.66
03/17/2020,$21.44
03/18/2020,$20.20
03/19/2020,$20.27
03/20/2020,$20.24
03/23/2020,$19.77
03/24/2020,$21.35
03/25/2020,$22.07
03/26/2020,$23.07
03/27/2020,$22.32
03/30/2020,$22.66
03/31/2020,$22.55
04/01/2020,$21.81
04/02/2020,$22.17
04/03/2020,$21.73
04/06/2020,$22.81
04/07/2020,$22.97
04/08/2020,$23.31
04/09/2020,$23.58
04/13/2020,$23.50
04/14/2020,$23.99
04/15/2020,$23.31
04/16/2020,$23.28
04/17/2020,$23.86
04/20/2020,$23.61
04/21/2020,$23.05
04/22/2020,$23.48
04/23/2020,$23.47
04/24/2020,$23.57
04/27/2020,$23.93
04/28/2020,$24.11
04/29/2020,$24.73
04/30/2020,$24.36
05/01/2020,$23.86
05/04/2020,$23.74
05/05/2020,$23.88
05/06/2020,$23.76
05/07/2020,$24.01
05/08/2020,$24.39
05/11/2020,$24.37
05/12/2020,$24.11
05/13/2020,$23.93
05/14/2020,$23.83
05/15/2020,$23.81
05/18/2020,$24.57
05/19/2020,$24.42
05/20/2020,$24.84
05/21/2020,$24.62
05/22/2020,$24.41
05/26/2020,$25.08
05/27/2020,$25.36
05/28/2020,$25.47
05/29/2020,$25.54
06/01/2020,$25.94
06/02/2020,$26.34
06/03/2020,$26.89
06/04/2020,$26.83
06/05/2020,$27.34
06/08/2020,$27.58
06/09/2020,$27.33
06/10/2020,$27.34
06/11/2020,$25.95
06/12/2020,$26.34
06/15/2020,$26.35
06/16/2020,$26.71
06/17/2020,$26.77
06/18/2020,$26.71
06/19/2020,$26.52
06/22/2020,$26.74
06/23/2020,$26.95
06/24/2020,$26.34
06/25/2020,$26.58
06/26/2020,$26.23
06/29/2020,$26.43
06/30/2020,$26.50
07/01/2020,$26.57
07/02/2020,$26.91
07/06/2020,$27.50
07/07/2020,$27.14
07/08/2020,$27.46
07/09/2020,$27.28
07/10/2020,$27.41
07/13/2020,$27.29
07/14/2020,$27.54
07/15/2020,$27.80
07/16/2020,$27.53
07/17/2020,$27.69
07/20/2020,$27.92
07/21/2020,$28.08
07/22/2020,$28.08
07/23/2020,$27.89
07/24/2020,$27.73
07/27/2020,$28.09
07/28/2020,$27.97
07/29/2020,$28.26
07/30/2020,$27.95
07/31/2020,$27.58
08/03/2020,$27.86
08/04/2020,$28.11
08/05/2020,$28.32
08/06/2020,$28.38
08/07/2020,$28.12
08/10/2020,$28.15
08/11/2020,$28.28
08/12/2020,$28.73
08/13/2020,$28.65
08/14/2020,$28.52
08/17/2020,$28.71
08/18/2020,$28.77
08/19/2020,$28.62
08/20/2020,$28.49
08/21/2020,$28.45
08/24/2020,$28.77
08/25/2020,$28.87
08/26/2020,$29.05
08/27/2020,$28.84
08/28/2020,$29.01
08/31/2020,$28.77
09/01/2020,$28.90
09/02/2020,$29.12
09/03/2020,$28.52
09/04/2020,$28.50
09/08/2020,$28.15
09/09/2020,$28.60
09/10/2020,$28.27
09/11/2020,$28.52
09/14/2020,$28.80
09/15/2020,$28.93
09/16/2020,$28.96
09/17/2020,$28.93
09/18/2020,$28.59
09/21/2020,$27.99
09/22/2020,$27.95
09/23/2020,$27.62
09/24/2020,$27.56
09/25/2020,$27.65
09/28/2020,$28.04
09/29/2020,$27.99
09/30/2020,$28.04
10/01/2020,$28.19
10/02/2020,$28.04
10/05/2020,$28.48
10/06/2020,$28.31
10/07/2020,$28.59
10/08/2020,$28.80
10/09/2020,$28.97
10/12/2020,$29.20
10/13/2020,$28.94
10/14/2020,$28.86
10/15/2020,$28.56
10/16/2020,$28.62
10/19/2020,$28.52
10/20/2020,$28.74
10/21/2020,$28.68
10/22/2020,$28.68
10/23/2020,$28.81
10/26/2020,$28.35
10/27/2020,$28.24
10/28/2020,$27.50
10/29/2020,$27.67
10/30/2020,$27.41
11/02/2020,$27.77
11/03/2020,$28.30
11/04/2020,$28.66
11/05/2020,$29.32
11/06/2020,$29.44
11/09/2020,$29.95
11/10/2020,$30.11
11/11/2020,$30.36
11/12/2020,$30.06
11/13/2020,$30.37
11/16/2020,$30.75
11/17/2020,$30.74
11/18/2020,$30.66
11/19/2020,$30.78
11/20/2020,$30.86
11/23/2020,$30.94
11/24/2020,$31.38
11/25/2020,$31.29
11/27/2020,$31.55
11/30/2020,$30.97
12/01/2020,$31.51
12/02/2020,$31.60
12/03/2020,$31.71
12/04/2020,$32.00
12/07/2020,$31.86
12/08/2020,$31.93
12/09/2020,$31.89
12/10/2020,$32.00
12/11/2020,$31.91
12/14/2020,$31.87
12/15/2020,$32.15
12/16/2020,$32.32
12/17/2020,$32.55
12/18/2020,$32.11
12/21/2020,$31.72
12/22/2020,$31.57
12/23/2020,$31.89
12/24/2020,$31.89
12/28/2020,$32.07
12/29/2020,$32.33
12/30/2020,$32.51
12/31/2020,$32.46
