Date,Price
01/02/2015,$25.93
01/05/2015,$25.40
01/06/2015,$25.16
01/07/2015,$25.36
01/08/2015,$25.76
01/09/2015,$25.62
01/12/2015,$25.55
01/13/2015,$25.66
01/14/2015,$25.58
01/15/2015,$25.72
01/16/2015,$25.94
01/20/2015,$26.00
01/21/2015,$26.20
01/22/2015,$26.34
01/23/2015,$26.27
01/26/2015,$26.48
01/27/2015,$26.47
01/28/2015,$26.22
01/29/2015,$26.38
01/30/2015,$26.05
02/02/2015,$26.34
02/03/2015,$26.74
02/04/2015,$26.58
02/05/2015,$26.85
02/06/2015,$26.55
02/09/2015,$26.44
02/10/2015,$26.57
02/11/2015,$26.44
02/12/2015,$26.83
02/13/2015,$27.04
02/17/2015,$27.10
02/18/2015,$27.21
02/19/2015,$27.22
02/20/2015,$27.40
02/23/2015,$27.31
02/24/2015,$27.47
02/25/2015,$27.53
02/26/2015,$27.46
02/27/2015,$27.48
03/02/2015,$27.48
03/03/2015,$27.33
03/04/2015,$27.21
03/05/2015,$27.24
03/06/2015,$26.91
03/09/2015,$26.87
03/10/2015,$26.32
03/11/2015,$26.37
03/12/2015,$26.68
03/13/2015,$26.46
03/16/2015,$26.75
03/17/2015,$26.72
03/18/2015,$27.31
03/19/2015,$26.97
03/20/2015,$27.48
03/23/2015,$27.62
03/24/2015,$27.54
03/25/2015,$27.36
03/26/2015,$27.15
03/27/2015,$27.15
03/30/2015,$27.26
03/31/2015,$26.98
04/01/2015,$27.15
04/02/2015,$27.41
04/06/2015,$27.70
04/07/2015,$27.71
04/08/2015,$27.89
04/09/2015,$27.98
04/10/2015,$28.04
04/13/2015,$27.96
04/14/2015,$28.13
04/15/2015,$28.28
04/16/2015,$28.39
04/17/2015,$28.05
04/20/2015,$28.06
04/21/2015,$28.22
04/22/2015,$28.33
04/23/2015,$28.47
04/24/2015,$28.61
04/27/2015,$28.76
04/28/2015,$28.81
04/29/2015,$28.59
04/30/2015,$28.35
05/01/2015,$28.45
05/04/2015,$28.47
05/05/2015,$28.16
05/06/2015,$28.18
05/07/2015,$28.06
05/08/2015,$28.56
05/11/2015,$28.41
05/12/2015,$28.36
05/13/2015,$28.56
05/14/2015,$28.80
05/15/2015,$28.89
05/18/2015,$28.78
05/19/2015,$28.70
05/20/2015,$28.72
05/21/2015,$28.80
05/22/2015,$28.67
05/26/2015,$28.22
05/27/2015,$28.42
05/28/2015,$28.32
05/29/2015,$28.08
06/01/2015,$28.02
06/02/2015,$28.13
06/03/2015,$28.24
06/04/2015,$27.93
06/05/2015,$27.66
06/08/2015,$27.61
06/09/2015,$27.47
06/10/2015,$27.94
06/11/2015,$27.97
06/12/2015,$27.80
06/15/2015,$27.60
06/16/2015,$27.62
06/17/2015,$27.64
06/18/2015,$27.82
06/19/2015,$27.72
06/22/2015,$28.18
06/23/2015,$28.27
06/24/2015,$28.12
06/25/2015,$27.80
06/26/2015,$27.73
06/29/2015,$26.99
06/30/2015,$27.04
07/01/2015,$27.16
07/02/2015,$27.18
07/06/2015,$26.63
07/07/2015,$26.45
07/08/2015,$25.89
07/09/2015,$26.24
07/10/2015,$26.88
07/13/2015,$27.09
07/14/2015,$27.22
07/15/2015,$27.12
07/16/2015,$27.32
07/17/2015,$27.27
07/20/2015,$27.23
07/21/2015,$27.21
07/22/2015,$27.00
07/23/2015,$26.92
07/24/2015,$26.62
07/27/2015,$26.34
07/28/2015,$26.57
07/29/2015,$26.72
07/30/2015,$26.67
07/31/2015,$26.82
08/03/2015,$26.73
08/04/2015,$26.74
08/05/2015,$26.85
08/06/2015,$26.74
08/07/2015,$26.68
08/10/2015,$27.02
08/11/2015,$26.60
08/12/2015,$26.38
08/13/2015,$26.39
08/14/2015,$26.38
08/17/2015,$26.32
08/18/2015,$26.16
08/19/2015,$25.91
08/20/2015,$25.40
08/21/2015,$24.80
08/24/2015,$23.80
08/25/2015,$24.07
08/26/2015,$24.51
08/27/2015,$25.00
08/28/2015,$25.04
08/31/2015,$24.87
09/01/2015,$24.12
09/02/2015,$24.39
09/03/2015,$24.44
09/04/2015,$23.93
09/08/2015,$24.48
09/09/2015,$24.51
09/10/2015,$24.59
09/11/2015,$24.57
09/14/2015,$24.47
09/15/2015,$24.61
09/16/2015,$24.99
09/17/2015,$25.03
09/18/2015,$24.53
09/21/2015,$24.54
09/22/2015,$24.00
09/23/2015,$23.84
09/24/2015,$23.59
09/25/2015,$23.79
09/28/2015,$23.35
09/29/2015,$23.28
09/30/2015,$23.78
10/01/2015,$23.84
10/02/2015,$24.18
10/05/2015,$24.67
10/06/2015,$24.80
10/07/2015,$25.08
10/08/2015,$25.25
10/09/2015,$25.38
10/12/2015,$25.35
10/13/2015,$25.07
10/14/2015,$25.08
10/15/2015,$25.50
10/16/2015,$25.50
10/19/2015,$25.41
10/20/2015,$25.33
10/21/2015,$25.26
10/22/2015,$25.51
10/23/2015,$25.73
10/26/2015,$25.62
10/27/2015,$25.41
10/28/2015,$25.52
10/29/2015,$25.31
10/30/2015,$25.27
11/02/2015,$25.47
11/03/2015,$25.54
11/04/2015,$25.44
11/05/2015,$25.40
11/06/2015,$25.23
11/09/2015,$24.98
11/10/2015,$24.91
11/11/2015,$24.99
11/12/2015,$24.76
11/13/2015,$24.53
11/16/2015,$24.73
11/17/2015,$24.85
11/18/2015,$25.01
11/19/2015,$25.20
11/20/2015,$25.20
11/23/2015,$25.06
11/24/2015,$25.04
11/25/2015,$25.08
11/27/2015,$25.02
11/30/2015,$24.94
12/01/2015,$25.24
12/02/2015,$25.01
12/03/2015,$24.90
12/04/2015,$25.01
12/07/2015,$24.78
12/08/2015,$24.44
12/09/2015,$24.37
12/10/2015,$24.34
12/11/2015,$23.86
12/14/2015,$23.85
12/15/2015,$24.07
12/16/2015,$24.44
12/17/2015,$24.25
12/18/2015,$23.87
12/21/2015,$23.98
12/22/2015,$24.11
12/23/2015,$24.50
12/24/2015,$24.44
12/28/2015,$24.36
12/29/2015,$24.63
12/30/2015,$24.42
12/31/2015,$24.24
