Date,Price
01/04/2021,$32.53
01/05/2021,$32.98
01/06/2021,$33.09
01/07/2021,$33.29
01/08/2021,$33.66
01/11/2021,$33.30
01/12/2021,$33.50
01/13/2021,$33.51
01/14/2021,$33.73
01/15/2021,$33.27
01/19/2021,$33.63
01/20/2021,$33.94
01/21/2021,$33.95
01/22/2021,$33.74
01/25/2021,$33.78
01/26/2021,$33.67
01/27/2021,$32.97
01/28/2021,$33.14
01/29/2021,$32.42
02/01/2021,$33.02
02/02/2021,$33.34
02/03/2021,$33.49
02/04/2021,$33.51
02/05/2021,$33.70
02/08/2021,$33.97
02/09/2021,$34.15
02/10/2021,$34.17
02/11/2021,$34.36
02/12/2021,$34.51
02/16/2021,$34.75
02/17/2021,$34.60
02/18/2021,$34.32
02/19/2021,$34.46
02/22/2021,$34.19
02/23/2021,$34.22
02/24/2021,$34.22
02/25/2021,$33.73
02/26/2021,$33.17
03/01/2021,$33.82
03/02/2021,$33.73
03/03/2021,$33.67
03/04/2021,$33.17
03/05/2021,$33.43
03/08/2021,$33.02
03/09/2021,$33.53
03/10/2021,$33.64
03/11/2021,$34.11
03/12/2021,$34.01
03/15/2021,$34.05
03/16/2021,$34.13
03/17/2021,$34.25
03/18/2021,$33.96
03/19/2021,$33.91
03/22/2021,$34.00
03/23/2021,$33.49
03/24/2021,$33.15
03/25/2021,$33.32
03/26/2021,$33.81
03/29/2021,$33.70
03/30/2021,$33.70
03/31/2021,$33.66
04/01/2021,$34.07
04/05/2021,$34.37
04/06/2021,$34.29
04/07/2021,$34.21
04/08/2021,$34.46
04/09/2021,$34.42
04/12/2021,$34.23
04/13/2021,$34.41
04/14/2021,$34.45
04/15/2021,$34.73
04/16/2021,$34.94
04/19/2021,$34.85
04/20/2021,$34.42
04/21/2021,$34.68
04/22/2021,$34.58
04/23/2021,$34.97
04/26/2021,$35.02
04/27/2021,$34.96
04/28/2021,$35.08
04/29/2021,$35.07
04/30/2021,$34.60
05/03/2021,$34.81
05/04/2021,$34.41
05/05/2021,$34.74
05/06/2021,$35.02
05/07/2021,$35.40
05/10/2021,$35.20
05/11/2021,$34.84
05/12/2021,$34.19
05/13/2021,$34.29
05/14/2021,$34.84
05/17/2021,$34.80
05/18/2021,$35.02
05/19/2021,$34.74
05/20/2021,$35.17
05/21/2021,$35.08
05/24/2021,$35.29
05/25/2021,$35.35
05/26/2021,$35.44
05/27/2021,$35.57
05/28/2021,$35.69
06/01/2021,$35.97
06/02/2021,$36.07
06/03/2021,$35.87
06/04/2021,$36.18
06/07/2021,$36.19
06/08/2021,$36.14
06/09/2021,$36.02
06/10/2021,$36.18
06/11/2021,$36.20
06/14/2021,$36.28
06/15/2021,$36.23
06/16/2021,$35.95
06/17/2021,$35.78
06/18/2021,$34.94
06/21/2021,$35.28
06/22/2021,$35.31
06/23/2021,$35.18
06/24/2021,$35.50
06/25/2021,$35.64
06/28/2021,$35.51
06/29/2021,$35.46
06/30/2021,$35.24
07/01/2021,$35.23
07/02/2021,$35.34
07/06/2021,$35.07
