Date, YTD, MTD, Day
01/04/2021, -0.57%, -0.57%, -0.57%
01/05/2021, -0.18%, -0.18%, 0.39%
01/06/2021, -0.07%, -0.07%, 0.11%
01/07/2021, 0.52%, 0.52%, 0.59%
01/08/2021, 0.79%, 0.79%, 0.26%
01/11/2021, 0.37%, 0.37%, -0.41%
01/12/2021, 0.56%, 0.56%, 0.18%
01/13/2021, 0.77%, 0.77%, 0.21%
01/14/2021, 0.71%, 0.71%, -0.07%
01/15/2021, 0.33%, 0.33%, -0.36%
01/19/2021, 0.83%, 0.83%, 0.5%
01/20/2021, 1.45%, 1.45%, 0.6%
01/21/2021, 1.33%, 1.33%, -0.12%
01/22/2021, 1.21%, 1.21%, -0.12%
01/25/2021, 1.46%, 1.46%, 0.24%
01/26/2021, 1.3%, 1.3%, -0.15%
01/27/2021, 0.01%, 0.01%, -1.24%
01/28/2021, 0.43%, 0.43%, 0.42%
01/29/2021, -0.62%, -0.62%, -1.03%
02/01/2021, 0.3%, 0.91%, 0.91%
02/02/2021, 0.9%, 1.52%, 0.59%
02/03/2021, 0.91%, 1.53%, 0.01%
02/04/2021, 1.41%, 2.04%, 0.49%
02/05/2021, 1.63%, 2.25%, 0.2%
02/08/2021, 2.1%, 2.72%, 0.45%
02/09/2021, 2.21%, 2.83%, 0.1%
02/10/2021, 2.28%, 2.9%, 0.07%
02/11/2021, 2.39%, 3.02%, 0.11%
02/12/2021, 2.47%, 3.1%, 0.06%
02/16/2021, 2.27%, 2.9%, -0.2%
02/17/2021, 2.24%, 2.86%, -0.02%
02/18/2021, 1.91%, 2.53%, -0.31%
02/19/2021, 1.85%, 2.47%, -0.07%
02/22/2021, 1.24%, 1.85%, -0.59%
02/23/2021, 1.2%, 1.82%, -0.04%
02/24/2021, 1.6%, 2.22%, 0.38%
02/25/2021, -0.02%, 0.59%, -1.56%
02/26/2021, 0.07%, 0.68%, 0.11%
03/01/2021, 1.21%, 1.11%, 1.11%
03/02/2021, 0.82%, 0.73%, -0.37%
03/03/2021, 0.07%, -0.01%, -0.73%
03/04/2021, -0.92%, -0.98%, -0.97%
03/05/2021, -0.13%, -0.21%, 0.78%
03/08/2021, -0.64%, -0.72%, -0.51%
03/09/2021, 0.3%, 0.2%, 0.93%
03/10/2021, 0.66%, 0.56%, 0.35%
03/11/2021, 1.36%, 1.24%, 0.67%
03/12/2021, 1.15%, 1.02%, -0.22%
03/15/2021, 1.51%, 1.37%, 0.34%
03/16/2021, 1.33%, 1.19%, -0.17%
03/17/2021, 1.46%, 1.32%, 0.12%
03/18/2021, 0.46%, 0.33%, -0.96%
03/19/2021, 0.53%, 0.41%, 0.07%
03/22/2021, 0.92%, 0.79%, 0.38%
03/23/2021, 0.42%, 0.31%, -0.46%
03/24/2021, -0.14%, -0.23%, -0.53%
03/25/2021, 0.15%, 0.05%, 0.28%
03/26/2021, 0.9%, 0.78%, 0.71%
03/29/2021, 0.59%, 0.47%, -0.31%
03/30/2021, 0.57%, 0.45%, -0.02%
03/31/2021, 0.74%, 0.61%, 0.16%
04/01/2021, 1.62%, 0.86%, 0.86%
04/05/2021, 2.16%, 1.36%, 0.5%
04/06/2021, 2.27%, 1.48%, 0.11%
04/07/2021, 2.18%, 1.38%, -0.09%
04/08/2021, 2.58%, 1.77%, 0.38%
04/09/2021, 2.81%, 1.99%, 0.21%
04/12/2021, 2.7%, 1.88%, -0.11%
04/13/2021, 3.05%, 2.22%, 0.33%
04/14/2021, 2.88%, 2.05%, -0.16%
04/15/2021, 3.65%, 2.81%, 0.73%
04/16/2021, 3.71%, 2.85%, 0.04%
04/19/2021, 3.39%, 2.55%, -0.29%
04/20/2021, 2.93%, 2.12%, -0.41%
04/21/2021, 3.53%, 2.69%, 0.55%
04/22/2021, 3.2%, 2.38%, -0.3%
04/23/2021, 3.81%, 2.96%, 0.55%
04/26/2021, 3.99%, 3.12%, 0.16%
04/27/2021, 3.84%, 2.97%, -0.15%
04/28/2021, 3.84%, 2.97%, 0%
04/29/2021, 4.04%, 3.16%, 0.18%
04/30/2021, 3.59%, 2.74%, -0.4%
05/03/2021, 3.75%, 0.14%, 0.14%
05/04/2021, 3.31%, -0.25%, -0.39%
05/05/2021, 3.43%, -0.14%, 0.12%
05/06/2021, 3.81%, 0.22%, 0.35%
05/07/2021, 4.3%, 0.67%, 0.45%
05/10/2021, 3.57%, -0.02%, -0.68%
05/11/2021, 3.05%, -0.5%, -0.48%
05/12/2021, 1.65%, -1.78%, -1.29%
05/13/2021, 2.23%, -1.26%, 0.54%
05/14/2021, 3.25%, -0.31%, 0.97%
05/17/2021, 3.1%, -0.46%, -0.15%
05/18/2021, 2.84%, -0.69%, -0.23%
05/19/2021, 2.52%, -0.99%, -0.3%
05/20/2021, 3.26%, -0.3%, 0.7%
05/21/2021, 3.21%, -0.34%, -0.04%
05/24/2021, 3.8%, 0.19%, 0.54%
05/25/2021, 3.82%, 0.23%, 0.04%
05/26/2021, 3.98%, 0.37%, 0.14%
05/27/2021, 4.05%, 0.42%, 0.05%
05/28/2021, 4.16%, 0.53%, 0.11%
06/01/2021, 4.24%, 0.06%, 0.06%
06/02/2021, 4.37%, 0.19%, 0.13%
06/03/2021, 4.02%, -0.14%, -0.33%
06/04/2021, 4.66%, 0.46%, 0.6%
06/07/2021, 4.68%, 0.47%, 0.01%
06/08/2021, 4.83%, 0.61%, 0.14%
06/09/2021, 4.8%, 0.61%, -0%
06/10/2021, 5.12%, 0.91%, 0.3%
06/11/2021, 5.24%, 1%, 0.09%
06/14/2021, 5.24%, 0.99%, -0.01%
06/15/2021, 5.05%, 0.82%, -0.17%
06/16/2021, 4.62%, 0.41%, -0.4%
06/17/2021, 4.7%, 0.51%, 0.1%
06/18/2021, 4.03%, -0.07%, -0.57%
06/21/2021, 4.6%, 0.42%, 0.49%
06/22/2021, 4.89%, 0.68%, 0.27%
06/23/2021, 4.66%, 0.47%, -0.21%
06/24/2021, 5.06%, 0.83%, 0.36%
06/25/2021, 5.18%, 0.93%, 0.09%
06/28/2021, 5.34%, 1.09%, 0.16%
06/29/2021, 5.37%, 1.12%, 0.03%
06/30/2021, 5.33%, 1.08%, -0.04%
07/01/2021, 5.55%, 0.19%, 0.19%
07/02/2021, 5.93%, 0.54%, 0.35%
07/06/2021, 5.9%, 0.54%, -0%
07/07/2021, 6.08%, 0.71%, 0.17%
