Date, YTD, MTD, Day
01/03/2017, 0.57%, 0.57%, 0.57%
01/04/2017, 1.16%, 1.16%, 0.59%
01/05/2017, 1.17%, 1.17%, 0.01%
01/06/2017, 1.27%, 1.27%, 0.1%
01/09/2017, 1.08%, 1.08%, -0.19%
01/10/2017, 1.14%, 1.14%, 0.06%
01/11/2017, 1.35%, 1.35%, 0.21%
01/12/2017, 1.16%, 1.16%, -0.18%
01/13/2017, 1.31%, 1.31%, 0.14%
01/17/2017, 1.11%, 1.11%, -0.19%
01/18/2017, 1.11%, 1.11%, 0%
01/19/2017, 0.77%, 0.77%, -0.34%
01/20/2017, 1.04%, 1.04%, 0.26%
01/23/2017, 0.93%, 0.93%, -0.1%
01/24/2017, 1.41%, 1.41%, 0.47%
01/25/2017, 1.9%, 1.9%, 0.48%
01/26/2017, 1.84%, 1.84%, -0.06%
01/27/2017, 1.78%, 1.78%, -0.06%
01/30/2017, 1.29%, 1.29%, -0.47%
01/31/2017, 1.38%, 1.38%, 0.08%
02/01/2017, 1.32%, -0.06%, -0.06%
02/02/2017, 1.37%, -0.01%, 0.05%
02/03/2017, 1.98%, 0.6%, 0.6%
02/06/2017, 1.88%, 0.5%, -0.1%
02/07/2017, 1.89%, 0.5%, 0%
02/08/2017, 2.03%, 0.65%, 0.15%
02/09/2017, 2.42%, 1.02%, 0.37%
02/10/2017, 2.71%, 1.31%, 0.28%
02/13/2017, 3.04%, 1.63%, 0.32%
02/14/2017, 3.28%, 1.87%, 0.23%
02/15/2017, 3.6%, 2.18%, 0.3%
02/16/2017, 3.6%, 2.18%, 0%
02/17/2017, 3.75%, 2.33%, 0.15%
02/21/2017, 4.21%, 2.78%, 0.44%
02/22/2017, 4.13%, 2.7%, -0.08%
02/23/2017, 4.12%, 2.69%, -0.01%
02/24/2017, 4.34%, 2.92%, 0.22%
02/27/2017, 4.43%, 3%, 0.08%
02/28/2017, 4.16%, 2.74%, -0.25%
03/01/2017, 5.03%, 0.81%, 0.81%
03/02/2017, 4.5%, 0.31%, -0.49%
03/03/2017, 4.54%, 0.35%, 0.04%
03/06/2017, 4.24%, 0.06%, -0.29%
03/07/2017, 3.95%, -0.22%, -0.28%
03/08/2017, 3.68%, -0.48%, -0.26%
03/09/2017, 3.6%, -0.55%, -0.07%
03/10/2017, 3.88%, -0.29%, 0.27%
03/13/2017, 3.9%, -0.27%, 0.01%
03/14/2017, 3.67%, -0.49%, -0.22%
03/15/2017, 4.49%, 0.3%, 0.79%
03/16/2017, 4.38%, 0.19%, -0.11%
03/17/2017, 4.38%, 0.2%, 0.01%
03/20/2017, 4.27%, 0.09%, -0.11%
03/21/2017, 3.27%, -0.85%, -0.93%
03/22/2017, 3.41%, -0.71%, 0.14%
03/23/2017, 3.05%, -1.06%, -0.35%
03/24/2017, 3.03%, -1.08%, -0.02%
03/27/2017, 3.03%, -1.07%, 0.01%
03/28/2017, 3.49%, -0.65%, 0.43%
03/29/2017, 3.67%, -0.47%, 0.18%
03/30/2017, 3.86%, -0.29%, 0.18%
03/31/2017, 3.8%, -0.34%, -0.05%
04/03/2017, 3.69%, -0.11%, -0.11%
04/04/2017, 3.7%, -0.1%, 0.01%
04/05/2017, 3.43%, -0.35%, -0.26%
04/06/2017, 3.66%, -0.13%, 0.23%
04/07/2017, 3.53%, -0.26%, -0.13%
04/10/2017, 3.63%, -0.16%, 0.1%
04/11/2017, 3.73%, -0.06%, 0.1%
04/12/2017, 3.43%, -0.35%, -0.29%
04/13/2017, 2.97%, -0.78%, -0.43%
04/17/2017, 3.59%, -0.19%, 0.6%
04/18/2017, 3.53%, -0.24%, -0.06%
04/19/2017, 3.41%, -0.36%, -0.12%
04/20/2017, 3.94%, 0.14%, 0.51%
04/21/2017, 3.72%, -0.07%, -0.21%
04/24/2017, 4.46%, 0.63%, 0.71%
04/25/2017, 4.85%, 1%, 0.36%
04/26/2017, 4.89%, 1.04%, 0.04%
04/27/2017, 4.96%, 1.1%, 0.06%
04/28/2017, 4.75%, 0.9%, -0.19%
05/01/2017, 4.85%, 0.1%, 0.1%
05/02/2017, 4.92%, 0.16%, 0.06%
05/03/2017, 4.74%, -0.01%, -0.17%
05/04/2017, 4.71%, -0.04%, -0.03%
05/05/2017, 5.07%, 0.3%, 0.34%
05/08/2017, 4.97%, 0.2%, -0.1%
