Date, YTD, MTD, Day
01/02/2020, 0.73%, 0.73%, 0.73%
01/03/2020, 0.25%, 0.25%, -0.48%
01/06/2020, 0.37%, 0.37%, 0.13%
01/07/2020, 0.19%, 0.19%, -0.18%
01/08/2020, 0.38%, 0.38%, 0.19%
01/09/2020, 0.86%, 0.86%, 0.48%
01/10/2020, 0.73%, 0.73%, -0.14%
01/13/2020, 1.29%, 1.29%, 0.56%
01/14/2020, 1.29%, 1.29%, -0%
01/15/2020, 1.38%, 1.38%, 0.09%
01/16/2020, 1.92%, 1.92%, 0.53%
01/17/2020, 2.15%, 2.15%, 0.22%
01/21/2020, 1.77%, 1.77%, -0.37%
01/22/2020, 1.88%, 1.88%, 0.11%
01/23/2020, 1.85%, 1.85%, -0.03%
01/24/2020, 1.29%, 1.29%, -0.55%
01/27/2020, -0.03%, -0.03%, -1.31%
01/28/2020, 0.63%, 0.63%, 0.67%
01/29/2020, 0.6%, 0.6%, -0.03%
01/30/2020, 0.6%, 0.6%, -0%
01/31/2020, -0.72%, -0.72%, -1.31%
02/03/2020, -0.23%, 0.49%, 0.49%
02/04/2020, 0.97%, 1.71%, 1.21%
02/05/2020, 1.65%, 2.4%, 0.68%
02/06/2020, 1.94%, 2.7%, 0.29%
02/07/2020, 1.46%, 2.2%, -0.48%
02/10/2020, 1.88%, 2.63%, 0.41%
02/11/2020, 2.2%, 2.96%, 0.32%
02/12/2020, 2.65%, 3.41%, 0.43%
02/13/2020, 2.48%, 3.23%, -0.17%
02/14/2020, 2.55%, 3.3%, 0.06%
02/18/2020, 2.24%, 2.99%, -0.3%
02/19/2020, 2.66%, 3.41%, 0.41%
02/20/2020, 2.29%, 3.03%, -0.37%
02/21/2020, 1.67%, 2.41%, -0.59%
02/24/2020, -1.01%, -0.31%, -2.64%
02/25/2020, -2.9%, -2.23%, -1.92%
02/26/2020, -3.17%, -2.49%, -0.27%
02/27/2020, -5.93%, -5.28%, -2.89%
02/28/2020, -6.4%, -5.77%, -0.53%
03/02/2020, -4.08%, 2.54%, 2.54%
03/03/2020, -5.45%, 1.02%, -1.46%
03/04/2020, -2.93%, 3.79%, 2.73%
03/05/2020, -4.97%, 1.54%, -2.14%
03/06/2020, -6.14%, 0.23%, -1.29%
03/09/2020, -11.85%, -6.03%, -6.27%
03/10/2020, -9.4%, -3.31%, 2.98%
03/11/2020, -12.81%, -7.03%, -3.87%
03/12/2020, -19.61%, -14.47%, -8.13%
03/13/2020, -15.17%, -9.59%, 5.93%
03/16/2020, -22.42%, -17.56%, -9%
03/17/2020, -19.91%, -14.77%, 3.64%
03/18/2020, -23.73%, -18.91%, -4.98%
03/19/2020, -23.39%, -18.52%, 0.54%
03/20/2020, -24.62%, -19.89%, -1.77%
03/23/2020, -25.89%, -21.31%, -1.91%
03/24/2020, -21.1%, -16.05%, 7.09%
03/25/2020, -19.93%, -14.78%, 1.58%
03/26/2020, -16.48%, -11.02%, 4.56%
03/27/2020, -18.4%, -13.14%, -2.48%
03/30/2020, -16.86%, -11.46%, 2%
03/31/2020, -17.52%, -12.19%, -0.84%
04/01/2020, -20.04%, -3.25%, -3.25%
04/02/2020, -18.89%, -1.78%, 1.53%
04/03/2020, -19.97%, -3.18%, -1.43%
04/06/2020, -16.24%, 1.63%, 5.01%
04/07/2020, -16.09%, 1.83%, 0.2%
04/08/2020, -14.35%, 4.07%, 2.19%
04/09/2020, -13.21%, 5.49%, 1.35%
04/13/2020, -13.74%, 4.81%, -0.63%
04/14/2020, -11.97%, 7.07%, 2.14%
04/15/2020, -13.56%, 4.98%, -1.92%
04/16/2020, -13.35%, 5.23%, 0.23%
04/17/2020, -11.62%, 7.48%, 2.12%
04/20/2020, -12.58%, 6.24%, -1.14%
04/21/2020, -14.42%, 3.86%, -2.21%
04/22/2020, -13.08%, 5.59%, 1.66%
04/23/2020, -13.05%, 5.63%, 0.04%
04/24/2020, -12.35%, 6.52%, 0.82%
04/27/2020, -11.31%, 7.89%, 1.27%
04/28/2020, -11.22%, 8%, 0.12%
04/29/2020, -9.31%, 10.45%, 2.23%
04/30/2020, -10.26%, 9.23%, -1.09%
05/01/2020, -12.03%, -2.04%, -2.04%
05/04/2020, -11.99%, -2%, 0.04%
05/05/2020, -11.46%, -1.39%, 0.63%
05/06/2020, -11.93%, -1.92%, -0.54%
05/07/2020, -11.03%, -0.9%, 1.05%
05/08/2020, -9.89%, 0.44%, 1.35%
05/11/2020, -9.97%, 0.35%, -0.09%
05/12/2020, -11.16%, -1.01%, -1.35%
05/13/2020, -12.14%, -2.14%, -1.14%
05/14/2020, -11.74%, -1.71%, 0.45%
05/15/2020, -11.54%, -1.49%, 0.22%
05/18/2020, -9.35%, 1.06%, 2.6%
05/19/2020, -9.92%, 0.4%, -0.65%
05/20/2020, -8.66%, 1.85%, 1.44%
05/21/2020, -9.16%, 1.26%, -0.58%
05/22/2020, -9.23%, 1.15%, -0.1%
05/26/2020, -7.93%, 2.7%, 1.53%
05/27/2020, -6.93%, 3.85%, 1.11%
