Date, YTD, MTD, Day
01/02/2015, 0.13%, 0.13%, 0.13%
01/05/2015, -0.35%, -0.35%, -0.48%
01/06/2015, -0.44%, -0.44%, -0.1%
01/07/2015, -0.08%, -0.08%, 0.36%
01/08/2015, 0.31%, 0.31%, 0.41%
01/09/2015, 0.25%, 0.25%, -0.07%
01/12/2015, 0.17%, 0.17%, -0.08%
01/13/2015, 0.19%, 0.19%, 0.02%
01/14/2015, 0.15%, 0.15%, -0.04%
01/15/2015, 0.31%, 0.31%, 0.16%
01/16/2015, 0.41%, 0.41%, 0.12%
01/20/2015, 0.58%, 0.58%, 0.17%
01/21/2015, 0.6%, 0.6%, 0.03%
01/22/2015, 0.95%, 0.95%, 0.35%
01/23/2015, 1.05%, 1.05%, 0.1%
01/26/2015, 1.19%, 1.19%, 0.14%
01/27/2015, 0.93%, 0.93%, -0.25%
01/28/2015, 0.81%, 0.81%, -0.13%
01/29/2015, 0.98%, 0.98%, 0.17%
01/30/2015, 0.82%, 0.82%, -0.16%
02/02/2015, 1.16%, 0.35%, 0.35%
02/03/2015, 1.39%, 0.59%, 0.23%
02/04/2015, 1.28%, 0.48%, -0.11%
02/05/2015, 1.54%, 0.74%, 0.26%
02/06/2015, 0.89%, 0.11%, -0.63%
02/09/2015, 0.74%, -0.05%, -0.15%
02/10/2015, 0.9%, 0.12%, 0.16%
02/11/2015, 0.83%, 0.06%, -0.06%
02/12/2015, 1.26%, 0.48%, 0.42%
02/13/2015, 1.35%, 0.58%, 0.09%
02/17/2015, 1.18%, 0.41%, -0.17%
02/18/2015, 1.42%, 0.66%, 0.24%
02/19/2015, 1.29%, 0.53%, -0.13%
02/20/2015, 1.52%, 0.76%, 0.22%
02/23/2015, 1.65%, 0.88%, 0.13%
02/24/2015, 2.02%, 1.25%, 0.37%
02/25/2015, 2.11%, 1.34%, 0.09%
02/26/2015, 1.81%, 1.05%, -0.3%
02/27/2015, 1.93%, 1.16%, 0.12%
03/02/2015, 1.77%, -0.16%, -0.16%
03/03/2015, 1.53%, -0.39%, -0.23%
03/04/2015, 1.38%, -0.54%, -0.15%
03/05/2015, 1.43%, -0.49%, 0.05%
03/06/2015, 0.6%, -1.3%, -0.82%
03/09/2015, 0.77%, -1.13%, 0.18%
03/10/2015, 0.32%, -1.56%, -0.44%
03/11/2015, 0.39%, -1.48%, 0.08%
03/12/2015, 0.83%, -1.06%, 0.44%
03/13/2015, 0.53%, -1.35%, -0.3%
03/16/2015, 1.08%, -0.82%, 0.54%
03/17/2015, 1.01%, -0.89%, -0.06%
03/18/2015, 2%, 0.08%, 0.97%
03/19/2015, 1.61%, -0.3%, -0.38%
03/20/2015, 2.2%, 0.27%, 0.57%
03/23/2015, 2.29%, 0.36%, 0.09%
03/24/2015, 2.15%, 0.22%, -0.13%
03/25/2015, 1.54%, -0.37%, -0.59%
03/26/2015, 1.15%, -0.76%, -0.39%
03/27/2015, 1.4%, -0.51%, 0.25%
03/30/2015, 1.72%, -0.2%, 0.32%
03/31/2015, 1.46%, -0.44%, -0.25%
04/01/2015, 1.72%, 0.25%, 0.25%
04/02/2015, 1.81%, 0.34%, 0.09%
04/06/2015, 2.11%, 0.63%, 0.28%
04/07/2015, 2.12%, 0.64%, 0.01%
