Date, YTD, MTD, Day
01/04/2021, -0.58%, -0.58%, -0.58%
01/05/2021, -0.05%, -0.05%, 0.54%
01/06/2021, 0.16%, 0.16%, 0.21%
01/07/2021, 0.86%, 0.86%, 0.7%
01/08/2021, 1.23%, 1.23%, 0.37%
01/11/2021, 0.73%, 0.73%, -0.49%
01/12/2021, 0.98%, 0.98%, 0.24%
01/13/2021, 1.16%, 1.16%, 0.18%
01/14/2021, 1.16%, 1.16%, 0%
01/15/2021, 0.64%, 0.64%, -0.51%
01/19/2021, 1.24%, 1.24%, 0.59%
01/20/2021, 1.96%, 1.96%, 0.7%
01/21/2021, 1.86%, 1.86%, -0.1%
01/22/2021, 1.68%, 1.68%, -0.17%
01/25/2021, 1.92%, 1.92%, 0.23%
01/26/2021, 1.73%, 1.73%, -0.19%
01/27/2021, 0.22%, 0.22%, -1.46%
01/28/2021, 0.71%, 0.71%, 0.49%
01/29/2021, -0.54%, -0.54%, -1.22%
02/01/2021, 0.55%, 1.09%, 1.09%
02/02/2021, 1.28%, 1.82%, 0.72%
02/03/2021, 1.35%, 1.89%, 0.07%
02/04/2021, 1.88%, 2.42%, 0.51%
02/05/2021, 2.17%, 2.71%, 0.27%
02/08/2021, 2.72%, 3.27%, 0.53%
02/09/2021, 2.87%, 3.41%, 0.14%
02/10/2021, 2.93%, 3.47%, 0.06%
02/11/2021, 3.1%, 3.65%, 0.17%
02/12/2021, 3.27%, 3.81%, 0.14%
02/16/2021, 3.16%, 3.71%, -0.11%
02/17/2021, 3.07%, 3.62%, -0.08%
02/18/2021, 2.66%, 3.21%, -0.39%
02/19/2021, 2.67%, 3.22%, 0%
02/22/2021, 2%, 2.54%, -0.64%
02/23/2021, 1.98%, 2.52%, -0.02%
02/24/2021, 2.42%, 2.96%, 0.42%
02/25/2021, 0.7%, 1.23%, -1.65%
02/26/2021, 0.56%, 1.09%, -0.11%
03/01/2021, 1.93%, 1.33%, 1.33%
03/02/2021, 1.49%, 0.91%, -0.42%
03/03/2021, 0.72%, 0.15%, -0.75%
03/04/2021, -0.4%, -0.94%, -1.09%
03/05/2021, 0.51%, -0.06%, 0.89%
03/08/2021, -0.08%, -0.65%, -0.59%
03/09/2021, 0.99%, 0.41%, 1.06%
03/10/2021, 1.39%, 0.79%, 0.38%
03/11/2021, 2.23%, 1.61%, 0.81%
03/12/2021, 2.05%, 1.43%, -0.19%
03/15/2021, 2.43%, 1.79%, 0.36%
03/16/2021, 2.26%, 1.63%, -0.15%
03/17/2021, 2.45%, 1.81%, 0.17%
03/18/2021, 1.36%, 0.75%, -1.03%
03/19/2021, 1.42%, 0.8%, 0.06%
03/22/2021, 1.82%, 1.2%, 0.39%
03/23/2021, 1.14%, 0.55%, -0.63%
03/24/2021, 0.47%, -0.11%, -0.65%
03/25/2021, 0.82%, 0.23%, 0.34%
03/26/2021, 1.74%, 1.13%, 0.88%
03/29/2021, 1.41%, 0.8%, -0.32%
03/30/2021, 1.39%, 0.78%, -0.02%
03/31/2021, 1.57%, 0.95%, 0.17%
04/01/2021, 2.54%, 0.94%, 0.94%
04/05/2021, 3.2%, 1.56%, 0.61%
04/06/2021, 3.26%, 1.62%, 0.07%
04/07/2021, 3.15%, 1.52%, -0.1%
04/08/2021, 3.61%, 1.96%, 0.44%
04/09/2021, 3.86%, 2.19%, 0.22%
04/12/2021, 3.71%, 2.04%, -0.14%
04/13/2021, 4.08%, 2.41%, 0.36%
