Date, YTD, MTD, Day
01/02/2019, 0.09%, 0.09%, 0.09%
01/03/2019, 0.45%, 0.45%, 0.36%
01/04/2019, 0.25%, 0.25%, -0.2%
01/07/2019, 0.1%, 0.1%, -0.14%
01/08/2019, 0.06%, 0.06%, -0.05%
01/09/2019, 0.19%, 0.19%, 0.13%
01/10/2019, 0.12%, 0.12%, -0.07%
01/11/2019, 0.21%, 0.21%, 0.09%
01/14/2019, 0.18%, 0.18%, -0.03%
01/15/2019, 0.13%, 0.13%, -0.04%
01/16/2019, 0.15%, 0.15%, 0.01%
01/17/2019, 0.18%, 0.18%, 0.03%
01/18/2019, 0.06%, 0.06%, -0.12%
01/22/2019, 0.17%, 0.17%, 0.11%
01/23/2019, 0.27%, 0.27%, 0.1%
01/24/2019, 0.47%, 0.47%, 0.19%
01/25/2019, 0.43%, 0.43%, -0.04%
01/28/2019, 0.4%, 0.4%, -0.03%
01/29/2019, 0.58%, 0.58%, 0.18%
01/30/2019, 0.74%, 0.74%, 0.16%
01/31/2019, 1.14%, 1.14%, 0.4%
02/01/2019, 0.87%, -0.27%, -0.27%
02/04/2019, 0.81%, -0.33%, -0.06%
02/05/2019, 1.03%, -0.12%, 0.21%
02/06/2019, 1.01%, -0.14%, -0.02%
02/07/2019, 1.14%, -0%, 0.13%
02/08/2019, 1.22%, 0.08%, 0.09%
02/11/2019, 1.14%, -0%, -0.09%
02/12/2019, 1.11%, -0.03%, -0.03%
02/13/2019, 0.94%, -0.2%, -0.17%
02/14/2019, 1.12%, -0.03%, 0.17%
02/15/2019, 1.27%, 0.11%, 0.14%
02/19/2019, 1.37%, 0.22%, 0.1%
02/20/2019, 1.3%, 0.14%, -0.07%
02/21/2019, 1.1%, -0.05%, -0.2%
02/22/2019, 1.32%, 0.16%, 0.21%
02/25/2019, 1.24%, 0.08%, -0.08%
02/26/2019, 1.42%, 0.26%, 0.18%
02/27/2019, 1.14%, -0.02%, -0.27%
02/28/2019, 1.03%, -0.12%, -0.11%
03/01/2019, 0.79%, -0.24%, -0.24%
03/04/2019, 0.95%, -0.08%, 0.16%
03/05/2019, 1.04%, 0.01%, 0.09%
03/06/2019, 1.09%, 0.07%, 0.06%
03/07/2019, 1.32%, 0.29%, 0.23%
03/08/2019, 1.3%, 0.28%, -0.01%
03/11/2019, 1.38%, 0.35%, 0.07%
03/12/2019, 1.58%, 0.54%, 0.19%
03/13/2019, 1.61%, 0.57%, 0.03%
03/14/2019, 1.42%, 0.39%, -0.19%
03/15/2019, 1.64%, 0.6%, 0.21%
03/18/2019, 1.66%, 0.62%, 0.02%
03/19/2019, 1.66%, 0.62%, -0%
03/20/2019, 2.01%, 0.97%, 0.35%
03/21/2019, 2.06%, 1.01%, 0.04%
03/22/2019, 2.37%, 1.34%, 0.33%
03/25/2019, 2.55%, 1.51%, 0.17%
03/26/2019, 2.59%, 1.55%, 0.04%
03/27/2019, 2.75%, 1.71%, 0.16%
03/28/2019, 2.77%, 1.73%, 0.01%
03/29/2019, 2.71%, 1.67%, -0.06%
04/01/2019, 2.41%, -0.3%, -0.3%
04/02/2019, 2.5%, -0.21%, 0.09%
04/03/2019, 2.34%, -0.36%, -0.16%
04/04/2019, 2.35%, -0.36%, 0.01%
04/05/2019, 2.47%, -0.25%, 0.11%
04/08/2019, 2.38%, -0.33%, -0.08%
04/09/2019, 2.44%, -0.27%, 0.06%
04/10/2019, 2.65%, -0.07%, 0.2%
04/11/2019, 2.46%, -0.25%, -0.18%
04/12/2019, 2.31%, -0.4%, -0.15%
04/15/2019, 2.4%, -0.31%, 0.09%
04/16/2019, 2.23%, -0.49%, -0.17%
04/17/2019, 2.21%, -0.5%, -0.01%
04/18/2019, 2.4%, -0.32%, 0.18%
04/22/2019, 2.22%, -0.49%, -0.18%
04/23/2019, 2.35%, -0.37%, 0.13%
04/24/2019, 2.51%, -0.21%, 0.16%
04/25/2019, 2.51%, -0.21%, -0.01%
04/26/2019, 2.72%, -0.01%, 0.2%
04/29/2019, 2.55%, -0.18%, -0.17%
04/30/2019, 2.73%, 0%, 0.18%
05/01/2019, 2.69%, -0.04%, -0.04%
05/02/2019, 2.5%, -0.22%, -0.19%
05/03/2019, 2.65%, -0.08%, 0.14%
05/06/2019, 2.7%, -0.02%, 0.06%
05/07/2019, 2.79%, 0.08%, 0.1%
05/08/2019, 2.6%, -0.11%, -0.19%
05/09/2019, 2.76%, 0.05%, 0.16%
05/10/2019, 2.69%, -0.02%, -0.07%
05/13/2019, 2.83%, 0.13%, 0.15%
05/14/2019, 2.79%, 0.08%, -0.05%
05/15/2019, 3%, 0.28%, 0.2%
05/16/2019, 2.95%, 0.23%, -0.05%
05/17/2019, 2.91%, 0.2%, -0.04%
05/20/2019, 2.78%, 0.08%, -0.12%
05/21/2019, 2.74%, 0.03%, -0.05%
05/22/2019, 2.9%, 0.19%, 0.16%
05/23/2019, 3.2%, 0.49%, 0.29%
05/24/2019, 3.13%, 0.42%, -0.07%
05/28/2019, 3.27%, 0.56%, 0.14%
05/29/2019, 3.23%, 0.53%, -0.03%
05/30/2019, 3.52%, 0.81%, 0.28%
05/31/2019, 3.92%, 1.21%, 0.39%
06/03/2019, 4.19%, 0.27%, 0.27%
06/04/2019, 4.02%, 0.09%, -0.17%
06/05/2019, 4.05%, 0.12%, 0.02%
06/06/2019, 3.98%, 0.05%, -0.07%
06/07/2019, 4.31%, 0.37%, 0.31%
06/10/2019, 4.07%, 0.13%, -0.24%
06/11/2019, 4.07%, 0.14%, 0.01%
06/12/2019, 4.24%, 0.3%, 0.16%
06/13/2019, 4.35%, 0.4%, 0.11%
06/14/2019, 4.31%, 0.37%, -0.03%
06/17/2019, 4.31%, 0.37%, 0%
06/18/2019, 4.56%, 0.6%, 0.23%
06/19/2019, 4.86%, 0.89%, 0.29%
06/20/2019, 5.08%, 1.1%, 0.21%
06/21/2019, 4.79%, 0.83%, -0.27%
06/24/2019, 5.05%, 1.08%, 0.25%
06/25/2019, 5.09%, 1.12%, 0.04%
06/26/2019, 4.82%, 0.85%, -0.26%
06/27/2019, 5.12%, 1.15%, 0.29%
06/28/2019, 5.16%, 1.18%, 0.03%
07/01/2019, 5.19%, 0.03%, 0.03%
07/02/2019, 5.39%, 0.22%, 0.19%
07/03/2019, 5.61%, 0.43%, 0.21%
07/05/2019, 5.14%, -0.02%, -0.45%
07/08/2019, 5.02%, -0.14%, -0.12%
07/09/2019, 4.93%, -0.22%, -0.09%
07/10/2019, 5.04%, -0.11%, 0.11%
07/11/2019, 4.69%, -0.46%, -0.34%
07/12/2019, 4.8%, -0.35%, 0.11%
07/15/2019, 4.89%, -0.26%, 0.09%
07/16/2019, 4.79%, -0.36%, -0.1%
07/17/2019, 5.03%, -0.13%, 0.24%
07/18/2019, 5.14%, -0.02%, 0.1%
07/19/2019, 5.11%, -0.05%, -0.02%
07/22/2019, 5.12%, -0.04%, 0.01%
07/23/2019, 5.07%, -0.1%, -0.06%
07/24/2019, 5.18%, 0.02%, 0.11%
07/25/2019, 5.06%, -0.1%, -0.12%
07/26/2019, 5.09%, -0.07%, 0.03%
07/29/2019, 5.08%, -0.09%, -0.01%
07/30/2019, 5.15%, -0.01%, 0.07%
07/31/2019, 5.18%, 0.02%, 0.04%
08/01/2019, 5.86%, 0.66%, 0.66%
08/02/2019, 5.9%, 0.7%, 0.04%
08/05/2019, 6.29%, 1.08%, 0.37%
08/06/2019, 6.44%, 1.22%, 0.14%
08/07/2019, 6.45%, 1.23%, 0.01%
08/08/2019, 6.55%, 1.31%, 0.09%
08/09/2019, 6.32%, 1.1%, -0.21%
08/12/2019, 6.71%, 1.48%, 0.37%
08/13/2019, 6.6%, 1.36%, -0.11%
08/14/2019, 6.9%, 1.67%, 0.29%
08/15/2019, 7.27%, 2.03%, 0.35%
08/16/2019, 7.26%, 2.01%, -0.01%
08/19/2019, 6.95%, 1.7%, -0.29%
08/20/2019, 7.19%, 1.94%, 0.23%
08/21/2019, 7.06%, 1.8%, -0.13%
08/22/2019, 6.95%, 1.71%, -0.09%
08/23/2019, 7.29%, 2.04%, 0.32%
08/26/2019, 7.15%, 1.9%, -0.13%
08/27/2019, 7.5%, 2.24%, 0.33%
08/28/2019, 7.62%, 2.35%, 0.11%
08/29/2019, 7.5%, 2.23%, -0.11%
08/30/2019, 7.61%, 2.33%, 0.1%
09/03/2019, 7.66%, 0.05%, 0.05%
09/04/2019, 7.82%, 0.2%, 0.14%
09/05/2019, 7.34%, -0.25%, -0.45%
09/06/2019, 7.44%, -0.16%, 0.09%
09/09/2019, 6.99%, -0.58%, -0.42%
09/10/2019, 6.45%, -1.09%, -0.51%
09/11/2019, 6.49%, -1.04%, 0.04%
09/12/2019, 6.33%, -1.2%, -0.16%
09/13/2019, 5.68%, -1.8%, -0.61%
09/16/2019, 5.94%, -1.56%, 0.24%
09/17/2019, 6.13%, -1.38%, 0.18%
09/18/2019, 6.22%, -1.3%, 0.08%
09/19/2019, 6.31%, -1.21%, 0.09%
