Date, YTD, MTD, Day
01/02/2014, -0.15%, -0.15%, -0.15%
01/03/2014, -0.15%, -0.15%, -0%
01/06/2014, -0.04%, -0.04%, 0.11%
01/07/2014, 0.14%, 0.14%, 0.18%
01/08/2014, -0.09%, -0.09%, -0.23%
01/09/2014, -0.02%, -0.02%, 0.07%
01/10/2014, 0.46%, 0.46%, 0.48%
01/13/2014, 0.43%, 0.43%, -0.04%
01/14/2014, 0.45%, 0.45%, 0.03%
01/15/2014, 0.46%, 0.46%, 0.02%
01/16/2014, 0.59%, 0.59%, 0.13%
01/17/2014, 0.6%, 0.6%, 0.01%
01/21/2014, 0.59%, 0.59%, -0.01%
01/22/2014, 0.54%, 0.54%, -0.05%
01/23/2014, 0.61%, 0.61%, 0.06%
01/24/2014, 0.31%, 0.31%, -0.3%
01/27/2014, 0.03%, 0.03%, -0.29%
01/28/2014, 0.24%, 0.24%, 0.22%
01/29/2014, 0.22%, 0.22%, -0.03%
01/30/2014, 0.38%, 0.38%, 0.17%
01/31/2014, 0.31%, 0.31%, -0.08%
02/03/2014, 0.2%, -0.13%, -0.13%
02/04/2014, 0.17%, -0.15%, -0.02%
02/05/2014, 0%, -0.32%, -0.16%
02/06/2014, 0.19%, -0.12%, 0.2%
02/07/2014, 0.51%, 0.21%, 0.33%
02/10/2014, 0.59%, 0.29%, 0.08%
02/11/2014, 0.59%, 0.3%, 0.01%
02/12/2014, 0.55%, 0.26%, -0.04%
02/13/2014, 0.8%, 0.52%, 0.25%
02/14/2014, 0.89%, 0.61%, 0.09%
02/18/2014, 1.05%, 0.77%, 0.15%
02/19/2014, 0.85%, 0.57%, -0.19%
02/20/2014, 0.88%, 0.61%, 0.03%
02/21/2014, 0.96%, 0.68%, 0.07%
02/24/2014, 1.01%, 0.74%, 0.06%
02/25/2014, 1.21%, 0.93%, 0.19%
02/26/2014, 1.27%, 1%, 0.06%
02/27/2014, 1.52%, 1.24%, 0.24%
02/28/2014, 1.5%, 1.23%, -0.02%
03/03/2014, 1.48%, -0.02%, -0.02%
03/04/2014, 1.44%, -0.06%, -0.04%
03/05/2014, 1.51%, 0.01%, 0.07%
03/06/2014, 1.37%, -0.12%, -0.13%
03/07/2014, 1.18%, -0.32%, -0.2%
03/10/2014, 1.12%, -0.38%, -0.06%
03/11/2014, 1.01%, -0.48%, -0.1%
03/12/2014, 1.14%, -0.35%, 0.13%
03/13/2014, 1.19%, -0.3%, 0.05%
03/14/2014, 1.08%, -0.42%, -0.12%
03/17/2014, 1.11%, -0.38%, 0.04%
03/18/2014, 1.34%, -0.15%, 0.23%
03/19/2014, 0.79%, -0.7%, -0.54%
03/20/2014, 0.76%, -0.73%, -0.03%
