Date, YTD, MTD, Day
01/04/2021, -0.37%, -0.37%, -0.37%
01/05/2021, -0.29%, -0.29%, 0.08%
01/06/2021, -0.47%, -0.47%, -0.18%
01/07/2021, -0.25%, -0.25%, 0.22%
01/08/2021, -0.19%, -0.19%, 0.05%
01/11/2021, -0.46%, -0.46%, -0.26%
01/12/2021, -0.38%, -0.38%, 0.08%
01/13/2021, -0.1%, -0.1%, 0.28%
01/14/2021, -0.25%, -0.25%, -0.16%
01/15/2021, -0.33%, -0.33%, -0.07%
01/19/2021, -0.04%, -0.04%, 0.28%
01/20/2021, 0.28%, 0.28%, 0.32%
01/21/2021, 0.13%, 0.13%, -0.15%
01/22/2021, 0.09%, 0.09%, -0.04%
01/25/2021, 0.35%, 0.35%, 0.26%
01/26/2021, 0.28%, 0.28%, -0.08%
01/27/2021, -0.39%, -0.39%, -0.65%
01/28/2021, -0.2%, -0.2%, 0.19%
01/29/2021, -0.79%, -0.79%, -0.58%
02/01/2021, -0.3%, 0.49%, 0.49%
02/02/2021, -0.06%, 0.73%, 0.23%
02/03/2021, -0.15%, 0.64%, -0.1%
02/04/2021, 0.15%, 0.95%, 0.3%
02/05/2021, 0.18%, 0.97%, 0.01%
02/08/2021, 0.42%, 1.21%, 0.23%
02/09/2021, 0.49%, 1.28%, 0.07%
02/10/2021, 0.6%, 1.4%, 0.12%
02/11/2021, 0.6%, 1.4%, -0.01%
02/12/2021, 0.47%, 1.27%, -0.14%
02/16/2021, 0.11%, 0.9%, -0.36%
02/17/2021, 0.2%, 0.99%, 0.09%
02/18/2021, 0.05%, 0.84%, -0.14%
02/19/2021, -0.17%, 0.62%, -0.22%
02/22/2021, -0.61%, 0.17%, -0.43%
02/23/2021, -0.68%, 0.1%, -0.07%
02/24/2021, -0.5%, 0.28%, 0.16%
02/25/2021, -1.72%, -0.95%, -1.19%
02/26/2021, -1.22%, -0.44%, 0.52%
03/01/2021, -0.71%, 0.49%, 0.49%
03/02/2021, -0.9%, 0.31%, -0.17%
03/03/2021, -1.47%, -0.25%, -0.56%
03/04/2021, -2.14%, -0.92%, -0.67%
03/05/2021, -1.73%, -0.53%, 0.4%
03/08/2021, -2.13%, -0.93%, -0.4%
03/09/2021, -1.52%, -0.33%, 0.6%
03/10/2021, -1.28%, -0.09%, 0.24%
03/11/2021, -0.93%, 0.25%, 0.33%
03/12/2021, -1.27%, -0.1%, -0.36%
03/15/2021, -1.02%, 0.15%, 0.25%
03/16/2021, -1.19%, -0.02%, -0.16%
03/17/2021, -1.16%, 0%, 0.02%
03/18/2021, -1.89%, -0.71%, -0.7%
03/19/2021, -1.79%, -0.62%, 0.09%
03/22/2021, -1.45%, -0.28%, 0.34%
03/23/2021, -1.55%, -0.37%, -0.07%
03/24/2021, -1.8%, -0.6%, -0.23%
03/25/2021, -1.69%, -0.5%, 0.1%
03/26/2021, -1.39%, -0.21%, 0.28%
03/29/2021, -1.64%, -0.46%, -0.25%
03/30/2021, -1.65%, -0.48%, -0.01%
03/31/2021, -1.58%, -0.41%, 0.07%
04/01/2021, -0.92%, 0.66%, 0.66%
04/05/2021, -0.71%, 0.84%, 0.18%
04/06/2021, -0.52%, 1.04%, 0.2%
04/07/2021, -0.6%, 0.96%, -0.08%
04/08/2021, -0.32%, 1.23%, 0.27%
04/09/2021, -0.2%, 1.34%, 0.1%
04/12/2021, -0.27%, 1.26%, -0.07%
04/13/2021, 0.02%, 1.56%, 0.29%
04/14/2021, -0.13%, 1.41%, -0.15%
04/15/2021, 0.49%, 2.03%, 0.6%
04/16/2021, 0.37%, 1.9%, -0.13%
04/19/2021, 0.19%, 1.73%, -0.17%
04/20/2021, 0.03%, 1.58%, -0.14%
04/21/2021, 0.39%, 1.92%, 0.34%
04/22/2021, 0.24%, 1.79%, -0.13%
04/23/2021, 0.51%, 2.04%, 0.24%
04/26/2021, 0.61%, 2.13%, 0.09%
04/27/2021, 0.41%, 1.93%, -0.2%
04/28/2021, 0.39%, 1.91%, -0.02%
04/29/2021, 0.52%, 2.03%, 0.12%
04/30/2021, 0.36%, 1.89%, -0.13%
05/03/2021, 0.42%, 0.05%, 0.05%
05/04/2021, 0.26%, -0.08%, -0.13%
05/05/2021, 0.31%, -0.03%, 0.05%
05/06/2021, 0.53%, 0.18%, 0.21%
05/07/2021, 0.77%, 0.39%, 0.21%
05/10/2021, 0.23%, -0.12%, -0.51%
05/11/2021, -0.1%, -0.43%, -0.31%
