Date, YTD, MTD, Day
01/02/2019, 0.07%, 0.07%, 0.07%
01/03/2019, -1.31%, -1.31%, -1.38%
01/04/2019, 0.91%, 0.91%, 2.27%
01/07/2019, 1.43%, 1.43%, 0.52%
01/08/2019, 2.11%, 2.11%, 0.67%
01/09/2019, 2.58%, 2.58%, 0.45%
01/10/2019, 2.89%, 2.89%, 0.3%
01/11/2019, 2.89%, 2.89%, 0.01%
01/14/2019, 2.48%, 2.48%, -0.39%
01/15/2019, 3.19%, 3.19%, 0.68%
01/16/2019, 3.4%, 3.4%, 0.2%
01/17/2019, 3.94%, 3.94%, 0.52%
01/18/2019, 4.81%, 4.81%, 0.82%
01/22/2019, 3.82%, 3.82%, -0.93%
01/23/2019, 3.97%, 3.97%, 0.15%
01/24/2019, 4.21%, 4.21%, 0.23%
01/25/2019, 4.89%, 4.89%, 0.64%
01/28/2019, 4.36%, 4.36%, -0.5%
01/29/2019, 4.34%, 4.34%, -0.01%
01/30/2019, 5.46%, 5.46%, 1.05%
01/31/2019, 6.18%, 6.18%, 0.68%
02/01/2019, 6.19%, 0%, 0%
02/04/2019, 6.67%, 0.44%, 0.44%
02/05/2019, 7.1%, 0.84%, 0.4%
02/06/2019, 6.91%, 0.67%, -0.17%
02/07/2019, 6.28%, 0.09%, -0.57%
02/08/2019, 6.34%, 0.15%, 0.06%
02/11/2019, 6.42%, 0.21%, 0.06%
02/12/2019, 7.35%, 1.07%, 0.86%
02/13/2019, 7.5%, 1.21%, 0.13%
02/14/2019, 7.43%, 1.15%, -0.06%
02/15/2019, 8.31%, 1.96%, 0.8%
02/19/2019, 8.49%, 2.13%, 0.17%
02/20/2019, 8.64%, 2.26%, 0.13%
02/21/2019, 8.32%, 1.96%, -0.29%
02/22/2019, 8.91%, 2.51%, 0.54%
02/25/2019, 9%, 2.59%, 0.08%
02/26/2019, 8.97%, 2.57%, -0.02%
02/27/2019, 8.89%, 2.49%, -0.08%
02/28/2019, 8.63%, 2.25%, -0.23%
03/01/2019, 9.06%, 0.37%, 0.37%
03/04/2019, 8.77%, 0.12%, -0.25%
03/05/2019, 8.71%, 0.07%, -0.05%
03/06/2019, 8.15%, -0.43%, -0.5%
03/07/2019, 7.6%, -0.91%, -0.49%
03/08/2019, 7.43%, -1.06%, -0.15%
03/11/2019, 8.54%, -0.07%, 1.01%
03/12/2019, 8.83%, 0.19%, 0.26%
03/13/2019, 9.34%, 0.65%, 0.46%
03/14/2019, 9.2%, 0.52%, -0.13%
03/15/2019, 9.65%, 0.93%, 0.41%
03/18/2019, 9.99%, 1.23%, 0.3%
03/19/2019, 9.95%, 1.19%, -0.04%
03/20/2019, 9.81%, 1.08%, -0.11%
03/21/2019, 10.62%, 1.81%, 0.71%
03/22/2019, 8.72%, 0.13%, -1.64%
03/25/2019, 8.74%, 0.15%, 0.02%
03/26/2019, 9.32%, 0.67%, 0.52%
03/27/2019, 9.03%, 0.41%, -0.26%
03/28/2019, 9.35%, 0.7%, 0.28%
03/29/2019, 9.82%, 1.11%, 0.41%
04/01/2019, 10.62%, 0.7%, 0.7%
04/02/2019, 10.64%, 0.72%, 0.02%
04/03/2019, 10.83%, 0.89%, 0.16%
04/04/2019, 10.97%, 1.01%, 0.12%
04/05/2019, 11.4%, 1.39%, 0.38%
04/08/2019, 11.44%, 1.43%, 0.03%
04/09/2019, 10.97%, 1.01%, -0.4%
04/10/2019, 11.4%, 1.4%, 0.38%
04/11/2019, 11.32%, 1.32%, -0.07%
04/12/2019, 11.79%, 1.73%, 0.39%
04/15/2019, 11.75%, 1.7%, -0.03%
04/16/2019, 11.74%, 1.68%, -0.02%
04/17/2019, 11.5%, 1.47%, -0.21%
04/18/2019, 11.65%, 1.61%, 0.14%
