Date, YTD, MTD, Day
01/02/2014, -0.29%, -0.29%, -0.29%
01/03/2014, -0.28%, -0.28%, 0.01%
01/06/2014, -0.25%, -0.25%, 0.03%
01/07/2014, 0.01%, 0.01%, 0.27%
01/08/2014, -0.17%, -0.17%, -0.18%
01/09/2014, -0.1%, -0.1%, 0.07%
01/10/2014, 0.35%, 0.35%, 0.45%
01/13/2014, 0.09%, 0.09%, -0.26%
01/14/2014, 0.31%, 0.31%, 0.23%
01/15/2014, 0.42%, 0.42%, 0.11%
01/16/2014, 0.51%, 0.51%, 0.08%
01/17/2014, 0.45%, 0.45%, -0.06%
01/21/2014, 0.5%, 0.5%, 0.05%
01/22/2014, 0.49%, 0.49%, -0.01%
01/23/2014, 0.38%, 0.38%, -0.11%
01/24/2014, -0.26%, -0.26%, -0.65%
01/27/2014, -0.61%, -0.61%, -0.35%
01/28/2014, -0.3%, -0.3%, 0.31%
01/29/2014, -0.51%, -0.51%, -0.22%
01/30/2014, -0.17%, -0.17%, 0.36%
01/31/2014, -0.34%, -0.34%, -0.18%
02/03/2014, -0.87%, -0.56%, -0.56%
02/04/2014, -0.75%, -0.43%, 0.13%
02/05/2014, -0.92%, -0.6%, -0.18%
02/06/2014, -0.55%, -0.21%, 0.4%
02/07/2014, -0.05%, 0.3%, 0.51%
02/10/2014, 0.04%, 0.39%, 0.09%
02/11/2014, 0.24%, 0.61%, 0.21%
02/12/2014, 0.23%, 0.6%, -0.01%
02/13/2014, 0.56%, 0.93%, 0.33%
02/14/2014, 0.72%, 1.1%, 0.16%
02/18/2014, 0.9%, 1.28%, 0.18%
02/19/2014, 0.61%, 0.99%, -0.28%
02/20/2014, 0.76%, 1.15%, 0.16%
02/21/2014, 0.8%, 1.19%, 0.04%
02/24/2014, 0.97%, 1.36%, 0.17%
02/25/2014, 1.11%, 1.5%, 0.14%
02/26/2014, 1.18%, 1.57%, 0.07%
02/27/2014, 1.47%, 1.86%, 0.29%
02/28/2014, 1.49%, 1.89%, 0.02%
03/03/2014, 1.34%, -0.15%, -0.15%
03/04/2014, 1.61%, 0.11%, 0.27%
03/05/2014, 1.66%, 0.17%, 0.05%
03/06/2014, 1.59%, 0.09%, -0.07%
03/07/2014, 1.43%, -0.07%, -0.16%
03/10/2014, 1.36%, -0.13%, -0.07%
03/11/2014, 1.16%, -0.33%, -0.19%
03/12/2014, 1.29%, -0.21%, 0.12%
03/13/2014, 1.1%, -0.39%, -0.18%
03/14/2014, 0.98%, -0.51%, -0.13%
03/17/2014, 1.18%, -0.31%, 0.2%
03/18/2014, 1.52%, 0.03%, 0.34%
03/19/2014, 0.95%, -0.54%, -0.57%
03/20/2014, 1.02%, -0.47%, 0.07%
03/21/2014, 1.05%, -0.44%, 0.03%
03/24/2014, 0.78%, -0.71%, -0.27%
03/25/2014, 0.94%, -0.55%, 0.16%
03/26/2014, 0.83%, -0.66%, -0.11%
03/27/2014, 0.88%, -0.61%, 0.05%
03/28/2014, 0.93%, -0.55%, 0.05%
03/31/2014, 1.25%, -0.24%, 0.32%
04/01/2014, 1.46%, 0.21%, 0.21%
04/02/2014, 1.44%, 0.19%, -0.02%
04/03/2014, 1.4%, 0.15%, -0.04%
04/04/2014, 1.17%, -0.08%, -0.22%
04/07/2014, 0.93%, -0.32%, -0.24%
04/08/2014, 1.08%, -0.16%, 0.15%
04/09/2014, 1.49%, 0.24%, 0.41%
04/10/2014, 0.95%, -0.29%, -0.54%
04/11/2014, 0.68%, -0.56%, -0.27%
04/14/2014, 0.85%, -0.39%, 0.17%
04/15/2014, 1.05%, -0.19%, 0.21%
04/16/2014, 1.36%, 0.11%, 0.31%
04/17/2014, 1.19%, -0.05%, -0.16%
04/21/2014, 1.31%, 0.06%, 0.12%
