Date, YTD, MTD, Day
01/02/2019, -0.05%, -0.05%, -0.05%
01/03/2019, -1.03%, -1.03%, -0.99%
01/04/2019, 1.06%, 1.06%, 2.13%
01/07/2019, 1.48%, 1.48%, 0.42%
01/08/2019, 1.98%, 1.98%, 0.49%
01/09/2019, 2.69%, 2.69%, 0.69%
01/10/2019, 2.97%, 2.97%, 0.26%
01/11/2019, 2.88%, 2.88%, -0.08%
01/14/2019, 2.5%, 2.5%, -0.37%
01/15/2019, 3.07%, 3.07%, 0.55%
01/16/2019, 3.27%, 3.27%, 0.2%
01/17/2019, 3.69%, 3.69%, 0.39%
01/18/2019, 4.44%, 4.44%, 0.71%
01/22/2019, 3.51%, 3.51%, -0.87%
01/23/2019, 3.71%, 3.71%, 0.2%
01/24/2019, 3.96%, 3.96%, 0.23%
01/25/2019, 4.72%, 4.72%, 0.72%
01/28/2019, 4.22%, 4.22%, -0.46%
01/29/2019, 4.35%, 4.35%, 0.12%
01/30/2019, 5.35%, 5.35%, 0.94%
01/31/2019, 5.92%, 5.92%, 0.53%
02/01/2019, 5.81%, -0.11%, -0.11%
02/04/2019, 6.15%, 0.21%, 0.31%
02/05/2019, 6.68%, 0.7%, 0.5%
02/06/2019, 6.41%, 0.45%, -0.25%
02/07/2019, 5.68%, -0.22%, -0.67%
02/08/2019, 5.56%, -0.33%, -0.1%
02/11/2019, 5.54%, -0.35%, -0.02%
02/12/2019, 6.42%, 0.46%, 0.81%
02/13/2019, 6.45%, 0.48%, 0.02%
02/14/2019, 6.45%, 0.49%, 0%
02/15/2019, 7.24%, 1.22%, 0.73%
02/19/2019, 7.52%, 1.48%, 0.25%
02/20/2019, 7.78%, 1.72%, 0.24%
02/21/2019, 7.48%, 1.44%, -0.28%
02/22/2019, 8.04%, 1.96%, 0.51%
02/25/2019, 8.2%, 2.11%, 0.14%
02/26/2019, 8.32%, 2.23%, 0.11%
02/27/2019, 8.12%, 2.03%, -0.2%
02/28/2019, 7.8%, 1.73%, -0.29%
03/01/2019, 8.12%, 0.28%, 0.28%
03/04/2019, 7.95%, 0.13%, -0.14%
03/05/2019, 7.98%, 0.16%, 0.03%
03/06/2019, 7.57%, -0.2%, -0.37%
03/07/2019, 6.91%, -0.79%, -0.59%
03/08/2019, 6.67%, -1.01%, -0.22%
03/11/2019, 7.63%, -0.14%, 0.88%
03/12/2019, 7.91%, 0.12%, 0.26%
03/13/2019, 8.39%, 0.55%, 0.43%
03/14/2019, 8.2%, 0.37%, -0.17%
03/15/2019, 8.8%, 0.92%, 0.54%
03/18/2019, 9.24%, 1.31%, 0.39%
03/19/2019, 9.23%, 1.31%, 0%
03/20/2019, 9.22%, 1.31%, 0%
03/21/2019, 9.67%, 1.71%, 0.4%
03/22/2019, 7.95%, 0.17%, -1.51%
03/25/2019, 7.93%, 0.16%, -0.01%
03/26/2019, 8.46%, 0.64%, 0.48%
03/27/2019, 8.24%, 0.45%, -0.2%
03/28/2019, 8.39%, 0.58%, 0.14%
03/29/2019, 8.82%, 0.97%, 0.39%
04/01/2019, 9.64%, 0.72%, 0.72%
04/02/2019, 9.69%, 0.77%, 0.05%
04/03/2019, 10.03%, 1.07%, 0.3%
04/04/2019, 10.09%, 1.12%, 0.06%
04/05/2019, 10.42%, 1.42%, 0.29%
04/08/2019, 10.5%, 1.49%, 0.07%
04/09/2019, 10.1%, 1.14%, -0.34%
04/10/2019, 10.49%, 1.49%, 0.35%
04/11/2019, 10.29%, 1.3%, -0.19%
04/12/2019, 10.71%, 1.68%, 0.37%
04/15/2019, 10.74%, 1.71%, 0.03%
04/16/2019, 10.77%, 1.73%, 0.02%
04/17/2019, 10.7%, 1.67%, -0.06%
04/18/2019, 10.77%, 1.74%, 0.07%
04/22/2019, 10.69%, 1.65%, -0.08%
04/23/2019, 11.21%, 2.12%, 0.45%
04/24/2019, 10.84%, 1.79%, -0.32%
04/25/2019, 10.72%, 1.68%, -0.1%
04/26/2019, 11.18%, 2.09%, 0.4%
04/29/2019, 11.29%, 2.19%, 0.09%
04/30/2019, 11.41%, 2.3%, 0.11%
05/01/2019, 10.88%, -0.46%, -0.46%
05/02/2019, 10.7%, -0.61%, -0.16%
05/03/2019, 11.5%, 0.08%, 0.7%
05/06/2019, 10.93%, -0.42%, -0.5%
05/07/2019, 9.75%, -1.44%, -1.03%
05/08/2019, 9.57%, -1.59%, -0.16%
05/09/2019, 9.17%, -1.94%, -0.36%
05/10/2019, 9.49%, -1.67%, 0.28%
05/13/2019, 7.76%, -3.15%, -1.52%
05/14/2019, 8.39%, -2.61%, 0.57%
05/15/2019, 8.83%, -2.22%, 0.4%
05/16/2019, 9.31%, -1.81%, 0.43%
05/17/2019, 8.73%, -2.32%, -0.53%
05/20/2019, 8.28%, -2.71%, -0.4%
05/21/2019, 8.85%, -2.22%, 0.51%
05/22/2019, 8.65%, -2.38%, -0.18%
05/23/2019, 7.85%, -3.06%, -0.71%
05/24/2019, 8.22%, -2.74%, 0.34%
05/28/2019, 7.8%, -3.1%, -0.37%
05/29/2019, 7.3%, -3.53%, -0.45%
05/30/2019, 7.57%, -3.29%, 0.25%
05/31/2019, 7.06%, -3.7%, -0.45%
06/03/2019, 7.33%, 0.26%, 0.26%
06/04/2019, 8.43%, 1.26%, 1%
06/05/2019, 8.69%, 1.49%, 0.23%
06/06/2019, 8.97%, 1.75%, 0.25%
06/07/2019, 9.84%, 2.56%, 0.79%
06/10/2019, 10.1%, 2.79%, 0.23%
06/11/2019, 10.3%, 2.98%, 0.18%
06/12/2019, 10.03%, 2.73%, -0.24%
06/13/2019, 10.29%, 2.97%, 0.23%
06/14/2019, 9.75%, 2.47%, -0.48%
06/17/2019, 9.75%, 2.46%, -0.01%
06/18/2019, 10.75%, 3.39%, 0.9%
06/19/2019, 11.27%, 3.88%, 0.47%
06/20/2019, 11.69%, 4.26%, 0.37%
06/21/2019, 11.42%, 4.01%, -0.25%
06/24/2019, 11.37%, 3.97%, -0.03%
06/25/2019, 10.77%, 3.42%, -0.52%
06/26/2019, 10.68%, 3.34%, -0.08%
06/27/2019, 11.2%, 3.82%, 0.46%
06/28/2019, 11.62%, 4.2%, 0.37%
07/01/2019, 12.11%, 0.43%, 0.43%
07/02/2019, 12.41%, 0.69%, 0.26%
07/03/2019, 12.95%, 1.17%, 0.47%
07/05/2019, 12.54%, 0.79%, -0.37%
07/08/2019, 11.99%, 0.31%, -0.47%
07/09/2019, 11.92%, 0.24%, -0.07%
07/10/2019, 12.27%, 0.55%, 0.31%
07/11/2019, 12.25%, 0.52%, -0.03%
07/12/2019, 12.55%, 0.78%, 0.26%
07/15/2019, 12.62%, 0.85%, 0.07%
07/16/2019, 12.34%, 0.6%, -0.25%
07/17/2019, 12.08%, 0.38%, -0.21%
07/18/2019, 12.37%, 0.64%, 0.25%
07/19/2019, 12.02%, 0.33%, -0.3%
07/22/2019, 12.16%, 0.46%, 0.12%
07/23/2019, 12.57%, 0.8%, 0.34%
07/24/2019, 12.9%, 1.09%, 0.29%
07/25/2019, 12.32%, 0.59%, -0.5%
07/26/2019, 12.7%, 0.91%, 0.31%
07/29/2019, 12.55%, 0.78%, -0.12%
07/30/2019, 12.26%, 0.52%, -0.26%
07/31/2019, 11.47%, -0.16%, -0.68%
08/01/2019, 11.14%, -0.26%, -0.26%
08/02/2019, 10.44%, -0.87%, -0.62%
08/05/2019, 8.42%, -2.61%, -1.77%
08/06/2019, 9.21%, -1.94%, 0.71%
08/07/2019, 9.37%, -1.79%, 0.15%
08/08/2019, 10.61%, -0.72%, 1.11%
08/09/2019, 9.95%, -1.3%, -0.59%
08/12/2019, 9.31%, -1.84%, -0.56%
08/13/2019, 10.01%, -1.25%, 0.62%
08/14/2019, 8.16%, -2.84%, -1.64%
08/15/2019, 8.43%, -2.59%, 0.26%
08/16/2019, 9.42%, -1.74%, 0.9%
08/19/2019, 9.99%, -1.26%, 0.5%
08/20/2019, 9.69%, -1.51%, -0.26%
08/21/2019, 10.24%, -1.03%, 0.5%
08/22/2019, 10.01%, -1.24%, -0.22%
08/23/2019, 8.69%, -2.36%, -1.15%
08/26/2019, 9.23%, -1.9%, 0.48%
