Date, YTD, MTD, Day
01/02/2020, 0.7%, 0.7%, 0.7%
01/03/2020, 0.19%, 0.19%, -0.51%
01/06/2020, 0.47%, 0.47%, 0.28%
01/07/2020, 0.24%, 0.24%, -0.23%
01/08/2020, 0.65%, 0.65%, 0.41%
01/09/2020, 1.22%, 1.22%, 0.57%
01/10/2020, 0.99%, 0.99%, -0.23%
01/13/2020, 1.64%, 1.64%, 0.64%
01/14/2020, 1.6%, 1.6%, -0.04%
01/15/2020, 1.8%, 1.8%, 0.2%
01/16/2020, 2.61%, 2.61%, 0.79%
01/17/2020, 2.86%, 2.86%, 0.24%
01/21/2020, 2.64%, 2.64%, -0.21%
01/22/2020, 2.69%, 2.69%, 0.05%
01/23/2020, 2.81%, 2.81%, 0.12%
01/24/2020, 1.97%, 1.97%, -0.82%
01/27/2020, 0.62%, 0.62%, -1.33%
01/28/2020, 1.49%, 1.49%, 0.87%
01/29/2020, 1.42%, 1.42%, -0.07%
01/30/2020, 1.7%, 1.7%, 0.28%
01/31/2020, 0.12%, 0.12%, -1.55%
02/03/2020, 0.87%, 0.75%, 0.75%
02/04/2020, 2.23%, 2.11%, 1.35%
02/05/2020, 3.13%, 3.01%, 0.88%
02/06/2020, 3.39%, 3.27%, 0.25%
02/07/2020, 2.91%, 2.79%, -0.47%
02/10/2020, 3.61%, 3.49%, 0.69%
02/11/2020, 3.82%, 3.7%, 0.2%
02/12/2020, 4.4%, 4.28%, 0.56%
02/13/2020, 4.37%, 4.25%, -0.03%
02/14/2020, 4.54%, 4.43%, 0.17%
02/18/2020, 4.35%, 4.23%, -0.19%
02/19/2020, 4.81%, 4.69%, 0.44%
02/20/2020, 4.57%, 4.45%, -0.23%
02/21/2020, 3.6%, 3.48%, -0.92%
02/24/2020, 0.57%, 0.44%, -2.93%
02/25/2020, -2.19%, -2.32%, -2.75%
02/26/2020, -2.69%, -2.81%, -0.51%
02/27/2020, -6.41%, -6.54%, -3.85%
02/28/2020, -7.06%, -7.2%, -0.72%
03/02/2020, -3.5%, 3.88%, 3.88%
03/03/2020, -5.74%, 1.44%, -2.34%
03/04/2020, -2.37%, 5.11%, 3.62%
03/05/2020, -5.24%, 1.98%, -2.97%
03/06/2020, -6.66%, 0.42%, -1.53%
03/09/2020, -13.16%, -6.66%, -7.07%
03/10/2020, -9.69%, -2.87%, 4.12%
03/11/2020, -13.82%, -7.36%, -4.64%
03/12/2020, -21.24%, -15.43%, -8.78%
03/13/2020, -15.14%, -8.78%, 8.03%
03/16/2020, -24.23%, -18.7%, -10.97%
03/17/2020, -20.62%, -14.74%, 5.03%
03/18/2020, -24.84%, -19.31%, -5.43%
03/19/2020, -24.12%, -18.52%, 1.02%
03/20/2020, -26.74%, -21.39%, -3.62%
03/23/2020, -28.41%, -23.22%, -2.41%
03/24/2020, -22.59%, -16.88%, 8.51%
03/25/2020, -21.95%, -16.19%, 0.84%
03/26/2020, -17.67%, -11.53%, 5.66%
03/27/2020, -20.01%, -14.09%, -2.94%
03/30/2020, -17.8%, -11.69%, 2.84%
03/31/2020, -18.87%, -12.85%, -1.34%
04/01/2020, -22.15%, -4.17%, -4.17%
04/02/2020, -20.75%, -2.4%, 1.86%
04/03/2020, -21.89%, -3.85%, -1.49%
04/06/2020, -17.04%, 2.31%, 6.44%
04/07/2020, -17.08%, 2.27%, -0.04%
04/08/2020, -14.47%, 5.59%, 3.24%
04/09/2020, -13.06%, 7.36%, 1.67%
04/13/2020, -13.93%, 6.24%, -1.03%
04/14/2020, -11.65%, 9.14%, 2.72%
04/15/2020, -13.41%, 6.89%, -2.05%
04/16/2020, -13.02%, 7.38%, 0.46%
04/17/2020, -10.85%, 10.13%, 2.55%
04/20/2020, -12.19%, 8.43%, -1.53%
04/21/2020, -14.54%, 5.45%, -2.74%
04/22/2020, -12.87%, 7.57%, 2.01%
04/23/2020, -12.8%, 7.65%, 0.07%
04/24/2020, -11.72%, 9.03%, 1.27%
04/27/2020, -10.36%, 10.76%, 1.58%
04/28/2020, -10.63%, 10.41%, -0.31%
04/29/2020, -8.33%, 13.33%, 2.62%
04/30/2020, -9.32%, 12.08%, -1.09%
05/01/2020, -11.66%, -2.63%, -2.63%
05/04/2020, -11.31%, -2.23%, 0.41%
05/05/2020, -10.57%, -1.4%, 0.85%
05/06/2020, -11.11%, -2.01%, -0.61%
