Date, YTD, MTD, Day
01/04/2016, -1.26%, -1.26%, -1.26%
01/05/2016, -1.19%, -1.19%, 0.08%
01/06/2016, -2.19%, -2.19%, -1.02%
01/07/2016, -3.98%, -3.98%, -1.84%
01/08/2016, -4.8%, -4.8%, -0.86%
01/11/2016, -4.93%, -4.93%, -0.14%
01/12/2016, -4.4%, -4.4%, 0.56%
01/13/2016, -6.09%, -6.09%, -1.79%
01/14/2016, -5.1%, -5.1%, 1.08%
01/15/2016, -6.77%, -6.77%, -1.8%
01/19/2016, -6.78%, -6.78%, -0.01%
01/20/2016, -7.69%, -7.69%, -0.99%
01/21/2016, -7.41%, -7.41%, 0.3%
01/22/2016, -5.77%, -5.77%, 1.82%
01/25/2016, -6.88%, -6.88%, -1.21%
01/26/2016, -5.8%, -5.8%, 1.18%
01/27/2016, -6.5%, -6.5%, -0.75%
01/28/2016, -6.18%, -6.18%, 0.34%
01/29/2016, -4.28%, -4.28%, 2.06%
02/01/2016, -4.37%, -0.09%, -0.09%
02/02/2016, -5.75%, -1.56%, -1.47%
02/03/2016, -5.42%, -1.21%, 0.36%
02/04/2016, -5.14%, -0.92%, 0.29%
02/05/2016, -6.54%, -2.4%, -1.5%
02/08/2016, -7.61%, -3.55%, -1.18%
02/09/2016, -7.88%, -3.83%, -0.29%
02/10/2016, -7.8%, -3.75%, 0.08%
02/11/2016, -8.73%, -4.74%, -1.04%
02/12/2016, -7.52%, -3.44%, 1.38%
02/16/2016, -6.23%, -2.07%, 1.44%
02/17/2016, -4.98%, -0.74%, 1.37%
02/18/2016, -5.22%, -1%, -0.26%
02/19/2016, -5.22%, -1%, -0%
02/22/2016, -4.18%, 0.09%, 1.11%
02/23/2016, -5.11%, -0.89%, -0.98%
02/24/2016, -4.87%, -0.64%, 0.25%
02/25/2016, -3.99%, 0.29%, 0.93%
02/26/2016, -4.1%, 0.19%, -0.1%
02/29/2016, -4.54%, -0.29%, -0.47%
03/01/2016, -2.85%, 1.82%, 1.82%
03/02/2016, -2.39%, 2.3%, 0.47%
03/03/2016, -1.89%, 2.84%, 0.52%
03/04/2016, -1.54%, 3.21%, 0.36%
03/07/2016, -1.41%, 3.35%, 0.13%
03/08/2016, -2.34%, 2.35%, -0.95%
03/09/2016, -1.99%, 2.73%, 0.37%
03/10/2016, -2.08%, 2.64%, -0.1%
03/11/2016, -0.65%, 4.16%, 1.47%
03/14/2016, -1.09%, 3.69%, -0.44%
03/15/2016, -1.5%, 3.25%, -0.42%
03/16/2016, -0.87%, 3.92%, 0.64%
