Date, YTD, MTD, Day
01/02/2019, 0.03%, 0.03%, 0.03%
01/03/2019, -0.8%, -0.8%, -0.83%
01/04/2019, 0.81%, 0.81%, 1.65%
01/07/2019, 1.15%, 1.15%, 0.33%
01/08/2019, 1.59%, 1.59%, 0.43%
01/09/2019, 2.07%, 2.07%, 0.47%
01/10/2019, 2.28%, 2.28%, 0.2%
01/11/2019, 2.27%, 2.27%, -0.01%
01/14/2019, 1.96%, 1.96%, -0.3%
01/15/2019, 2.44%, 2.44%, 0.46%
01/16/2019, 2.6%, 2.6%, 0.16%
01/17/2019, 2.98%, 2.98%, 0.36%
01/18/2019, 3.57%, 3.57%, 0.56%
01/22/2019, 2.86%, 2.86%, -0.67%
01/23/2019, 3.02%, 3.02%, 0.16%
01/24/2019, 3.25%, 3.25%, 0.22%
01/25/2019, 3.79%, 3.79%, 0.51%
01/28/2019, 3.39%, 3.39%, -0.38%
01/29/2019, 3.47%, 3.47%, 0.08%
01/30/2019, 4.33%, 4.33%, 0.81%
01/31/2019, 4.92%, 4.92%, 0.56%
02/01/2019, 4.82%, -0.1%, -0.1%
02/04/2019, 5.12%, 0.17%, 0.27%
02/05/2019, 5.54%, 0.57%, 0.39%
02/06/2019, 5.35%, 0.4%, -0.17%
02/07/2019, 4.86%, -0.05%, -0.45%
02/08/2019, 4.86%, -0.05%, 0%
02/11/2019, 4.86%, -0.05%, -0%
02/12/2019, 5.55%, 0.58%, 0.64%
02/13/2019, 5.58%, 0.6%, 0.02%
02/14/2019, 5.6%, 0.62%, 0.02%
02/15/2019, 6.27%, 1.25%, 0.62%
02/19/2019, 6.47%, 1.44%, 0.19%
02/20/2019, 6.62%, 1.57%, 0.12%
02/21/2019, 6.33%, 1.3%, -0.27%
02/22/2019, 6.82%, 1.76%, 0.45%
02/25/2019, 6.9%, 1.83%, 0.07%
02/26/2019, 6.98%, 1.9%, 0.08%
02/27/2019, 6.8%, 1.73%, -0.17%
02/28/2019, 6.56%, 1.5%, -0.22%
03/01/2019, 6.79%, 0.2%, 0.2%
03/04/2019, 6.65%, 0.08%, -0.11%
03/05/2019, 6.66%, 0.09%, 0.01%
03/06/2019, 6.3%, -0.23%, -0.32%
03/07/2019, 5.88%, -0.59%, -0.36%
03/08/2019, 5.72%, -0.73%, -0.14%
03/11/2019, 6.54%, -0%, 0.74%
03/12/2019, 6.8%, 0.24%, 0.24%
03/13/2019, 7.19%, 0.59%, 0.35%
03/14/2019, 7.02%, 0.43%, -0.16%
03/15/2019, 7.48%, 0.85%, 0.42%
03/18/2019, 7.78%, 1.12%, 0.27%
03/19/2019, 7.76%, 1.11%, -0.02%
03/20/2019, 7.78%, 1.15%, 0.04%
03/21/2019, 8.28%, 1.59%, 0.44%
03/22/2019, 6.96%, 0.42%, -1.14%
03/25/2019, 7%, 0.47%, 0.04%
03/26/2019, 7.44%, 0.86%, 0.4%
03/27/2019, 7.28%, 0.73%, -0.14%
03/28/2019, 7.46%, 0.89%, 0.16%
03/29/2019, 7.79%, 1.18%, 0.29%
04/01/2019, 8.35%, 0.48%, 0.48%
04/02/2019, 8.4%, 0.52%, 0.05%
04/03/2019, 8.56%, 0.67%, 0.14%
04/04/2019, 8.64%, 0.74%, 0.07%
04/05/2019, 8.96%, 1.02%, 0.28%
04/08/2019, 8.99%, 1.04%, 0.02%
04/09/2019, 8.67%, 0.76%, -0.27%
04/10/2019, 9.03%, 1.09%, 0.33%
04/11/2019, 8.88%, 0.95%, -0.14%
04/12/2019, 9.19%, 1.22%, 0.26%
04/15/2019, 9.21%, 1.24%, 0.02%
04/16/2019, 9.17%, 1.2%, -0.04%
04/17/2019, 9.05%, 1.09%, -0.1%
04/18/2019, 9.18%, 1.21%, 0.12%
04/22/2019, 9.1%, 1.13%, -0.08%
04/23/2019, 9.62%, 1.6%, 0.46%
04/24/2019, 9.46%, 1.46%, -0.13%
04/25/2019, 9.37%, 1.39%, -0.08%
04/26/2019, 9.79%, 1.76%, 0.37%
04/29/2019, 9.81%, 1.78%, 0.01%
04/30/2019, 9.95%, 1.9%, 0.12%
05/01/2019, 9.49%, -0.39%, -0.39%
05/02/2019, 9.31%, -0.55%, -0.17%
05/03/2019, 10%, 0.04%, 0.6%
05/06/2019, 9.66%, -0.25%, -0.29%
05/07/2019, 8.72%, -1.04%, -0.8%
05/08/2019, 8.53%, -1.21%, -0.17%
05/09/2019, 8.34%, -1.37%, -0.17%
05/10/2019, 8.56%, -1.19%, 0.19%
05/13/2019, 7.19%, -2.35%, -1.18%
05/14/2019, 7.68%, -1.93%, 0.44%
05/15/2019, 8.09%, -1.57%, 0.37%
05/16/2019, 8.52%, -1.21%, 0.37%
05/17/2019, 8.07%, -1.59%, -0.39%
05/20/2019, 7.66%, -1.95%, -0.37%
05/21/2019, 8.13%, -1.55%, 0.41%
05/22/2019, 8.01%, -1.65%, -0.1%
05/23/2019, 7.43%, -2.12%, -0.5%
