Date,Price
01/02/2018,$10.72
01/03/2018,$10.73
01/04/2018,$10.73
01/05/2018,$10.72
01/08/2018,$10.72
01/09/2018,$10.68
01/10/2018,$10.68
01/11/2018,$10.69
01/12/2018,$10.69
01/16/2018,$10.70
01/17/2018,$10.68
01/18/2018,$10.65
01/19/2018,$10.63
01/22/2018,$10.63
01/23/2018,$10.65
01/24/2018,$10.63
01/25/2018,$10.66
01/26/2018,$10.64
01/29/2018,$10.62
01/30/2018,$10.60
01/31/2018,$10.61
02/01/2018,$10.57
02/02/2018,$10.54
02/05/2018,$10.59
02/06/2018,$10.56
02/07/2018,$10.53
02/08/2018,$10.53
02/09/2018,$10.51
02/12/2018,$10.51
02/13/2018,$10.51
02/14/2018,$10.47
02/15/2018,$10.48
02/16/2018,$10.49
02/20/2018,$10.48
02/21/2018,$10.45
02/22/2018,$10.46
02/23/2018,$10.48
02/26/2018,$10.49
02/27/2018,$10.47
02/28/2018,$10.48
03/01/2018,$10.51
03/02/2018,$10.48
03/05/2018,$10.47
03/06/2018,$10.47
03/07/2018,$10.47
03/08/2018,$10.48
03/09/2018,$10.46
03/12/2018,$10.47
03/13/2018,$10.48
03/14/2018,$10.50
03/15/2018,$10.49
03/16/2018,$10.48
03/19/2018,$10.47
03/20/2018,$10.46
03/21/2018,$10.46
03/22/2018,$10.48
03/23/2018,$10.48
03/26/2018,$10.47
03/27/2018,$10.50
03/28/2018,$10.50
03/29/2018,$10.52
04/02/2018,$10.53
04/03/2018,$10.50
04/04/2018,$10.49
04/05/2018,$10.48
04/06/2018,$10.51
04/09/2018,$10.52
04/10/2018,$10.51
04/11/2018,$10.51
04/12/2018,$10.49
04/13/2018,$10.49
04/16/2018,$10.49
04/17/2018,$10.50
04/18/2018,$10.47
04/19/2018,$10.44
04/20/2018,$10.42
04/23/2018,$10.41
04/24/2018,$10.39
04/25/2018,$10.37
04/26/2018,$10.39
04/27/2018,$10.41
04/30/2018,$10.41
05/01/2018,$10.40
05/02/2018,$10.39
05/03/2018,$10.40
05/04/2018,$10.41
05/07/2018,$10.40
05/08/2018,$10.39
05/09/2018,$10.37
05/10/2018,$10.40
05/11/2018,$10.40
05/14/2018,$10.39
