Date,Price
01/02/2020,$11.08
01/03/2020,$11.12
01/06/2020,$11.11
01/07/2020,$11.09
01/08/2020,$11.07
01/09/2020,$11.08
01/10/2020,$11.10
01/13/2020,$11.09
01/14/2020,$11.11
01/15/2020,$11.12
01/16/2020,$11.11
01/17/2020,$11.10
01/21/2020,$11.13
01/22/2020,$11.14
01/23/2020,$11.16
01/24/2020,$11.18
01/27/2020,$11.22
01/28/2020,$11.20
01/29/2020,$11.23
01/30/2020,$11.23
01/31/2020,$11.26
02/03/2020,$11.26
02/04/2020,$11.22
02/05/2020,$11.19
02/06/2020,$11.20
02/07/2020,$11.24
02/10/2020,$11.25
02/11/2020,$11.23
02/12/2020,$11.21
02/13/2020,$11.22
02/14/2020,$11.23
02/18/2020,$11.25
02/19/2020,$11.25
02/20/2020,$11.27
02/21/2020,$11.30
02/24/2020,$11.34
02/25/2020,$11.36
02/26/2020,$11.34
02/27/2020,$11.37
02/28/2020,$11.43
03/02/2020,$11.41
03/03/2020,$11.50
03/04/2020,$11.48
03/05/2020,$11.54
03/06/2020,$11.63
03/09/2020,$11.62
03/10/2020,$11.47
03/11/2020,$11.40
03/12/2020,$11.29
03/13/2020,$11.23
03/16/2020,$11.33
03/17/2020,$11.14
03/18/2020,$10.96
03/19/2020,$10.87
03/20/2020,$11.02
03/23/2020,$11.11
03/24/2020,$11.11
03/25/2020,$11.15
03/26/2020,$11.22
03/27/2020,$11.32
03/30/2020,$11.32
03/31/2020,$11.34
04/01/2020,$11.36
04/02/2020,$11.37
04/03/2020,$11.37
04/06/2020,$11.36
04/07/2020,$11.36
04/08/2020,$11.35
04/09/2020,$11.42
04/13/2020,$11.44
04/14/2020,$11.46
04/15/2020,$11.52
04/16/2020,$11.54
04/17/2020,$11.51
04/20/2020,$11.52
04/21/2020,$11.53
04/22/2020,$11.52
04/23/2020,$11.53
04/24/2020,$11.54
04/27/2020,$11.49
04/28/2020,$11.52
04/29/2020,$11.53
04/30/2020,$11.51
05/01/2020,$11.52
05/04/2020,$11.51
05/05/2020,$11.50
05/06/2020,$11.46
05/07/2020,$11.50
05/08/2020,$11.46
05/11/2020,$11.43
05/12/2020,$11.45
05/13/2020,$11.47
05/14/2020,$11.49
05/15/2020,$11.49
05/18/2020,$11.46
05/19/2020,$11.49
05/20/2020,$11.51
05/21/2020,$11.52
05/22/2020,$11.53
05/26/2020,$11.52
05/27/2020,$11.52
05/28/2020,$11.52
05/29/2020,$11.55
06/01/2020,$11.55
06/02/2020,$11.55
06/03/2020,$11.52
06/04/2020,$11.50
06/05/2020,$11.49
06/08/2020,$11.51
06/09/2020,$11.54
06/10/2020,$11.58
06/11/2020,$11.59
06/12/2020,$11.57
06/15/2020,$11.56
06/16/2020,$11.57
06/17/2020,$11.57
06/18/2020,$11.59
06/19/2020,$11.60
06/22/2020,$11.59
06/23/2020,$11.58
06/24/2020,$11.59
06/25/2020,$11.59
06/26/2020,$11.62
06/29/2020,$11.61
06/30/2020,$11.61
07/01/2020,$11.61
07/02/2020,$11.63
07/06/2020,$11.62
07/07/2020,$11.66
07/08/2020,$11.65
07/09/2020,$11.68
07/10/2020,$11.66
07/13/2020,$11.67
07/14/2020,$11.67
07/15/2020,$11.67
07/16/2020,$11.69
07/17/2020,$11.69
07/20/2020,$11.70
07/21/2020,$11.71
07/22/2020,$11.73
07/23/2020,$11.75
07/24/2020,$11.74
07/27/2020,$11.73
07/28/2020,$11.75
07/29/2020,$11.75
07/30/2020,$11.76
07/31/2020,$11.77
08/03/2020,$11.77
08/04/2020,$11.79
08/05/2020,$11.77
08/06/2020,$11.79
08/07/2020,$11.78
08/10/2020,$11.76
08/11/2020,$11.73
08/12/2020,$11.70
08/13/2020,$11.67
08/14/2020,$11.66
08/17/2020,$11.66
08/18/2020,$11.67
08/19/2020,$11.66
08/20/2020,$11.68
08/21/2020,$11.69
08/24/2020,$11.68
08/25/2020,$11.66
08/26/2020,$11.65
08/27/2020,$11.61
08/28/2020,$11.61
08/31/2020,$11.63
09/01/2020,$11.67
09/02/2020,$11.69
09/03/2020,$11.70
09/04/2020,$11.65
09/08/2020,$11.66
09/09/2020,$11.64
09/10/2020,$11.65
09/11/2020,$11.66
09/14/2020,$11.66
09/15/2020,$11.65
09/16/2020,$11.65
09/17/2020,$11.66
09/18/2020,$11.65
09/21/2020,$11.65
09/22/2020,$11.65
09/23/2020,$11.65
09/24/2020,$11.64
09/25/2020,$11.64
09/28/2020,$11.63
09/29/2020,$11.64
09/30/2020,$11.62
10/01/2020,$11.63
10/02/2020,$11.62
10/05/2020,$11.57
10/06/2020,$11.59
10/07/2020,$11.57
10/08/2020,$11.58
10/09/2020,$11.58
10/12/2020,$11.59
10/13/2020,$11.61
10/14/2020,$11.62
10/15/2020,$11.61
10/16/2020,$11.61
10/19/2020,$11.59
10/20/2020,$11.57
10/21/2020,$11.56
10/22/2020,$11.54
10/23/2020,$11.55
10/26/2020,$11.57
10/27/2020,$11.59
10/28/2020,$11.59
10/29/2020,$11.56
10/30/2020,$11.53
11/02/2020,$11.55
11/03/2020,$11.54
11/04/2020,$11.61
11/05/2020,$11.63
11/06/2020,$11.60
11/09/2020,$11.56
11/10/2020,$11.53
11/11/2020,$11.54
11/12/2020,$11.58
11/13/2020,$11.58
11/16/2020,$11.57
11/17/2020,$11.60
11/18/2020,$11.61
11/19/2020,$11.62
11/20/2020,$11.64
11/23/2020,$11.63
11/24/2020,$11.62
11/25/2020,$11.61
11/27/2020,$11.64
11/30/2020,$11.64
12/01/2020,$11.61
12/02/2020,$11.60
12/03/2020,$11.62
12/04/2020,$11.58
12/07/2020,$11.61
12/08/2020,$11.61
12/09/2020,$11.59
12/10/2020,$11.61
12/11/2020,$11.63
12/14/2020,$11.62
12/15/2020,$11.62
12/16/2020,$11.61
12/17/2020,$11.61
12/18/2020,$11.61
12/21/2020,$11.61
12/22/2020,$11.61
12/23/2020,$11.59
12/24/2020,$11.60
12/28/2020,$11.60
12/29/2020,$11.60
12/30/2020,$11.61
12/31/2020,$11.62
