Date,Price
12/30/2016,$10.65
01/03/2017,$10.65
01/04/2017,$10.66
01/05/2017,$10.71
01/06/2017,$10.67
01/09/2017,$10.70
01/10/2017,$10.69
01/11/2017,$10.70
01/12/2017,$10.70
01/13/2017,$10.68
01/17/2017,$10.72
01/18/2017,$10.66
01/19/2017,$10.64
01/20/2017,$10.65
01/23/2017,$10.68
01/24/2017,$10.65
01/25/2017,$10.62
01/26/2017,$10.63
01/27/2017,$10.64
01/30/2017,$10.64
01/31/2017,$10.66
02/01/2017,$10.64
02/02/2017,$10.64
02/03/2017,$10.65
02/06/2017,$10.68
02/07/2017,$10.69
02/08/2017,$10.72
02/09/2017,$10.68
02/10/2017,$10.68
02/13/2017,$10.67
02/14/2017,$10.65
02/15/2017,$10.63
02/16/2017,$10.66
02/17/2017,$10.67
02/21/2017,$10.67
02/22/2017,$10.68
02/23/2017,$10.69
02/24/2017,$10.73
02/27/2017,$10.70
02/28/2017,$10.71
03/01/2017,$10.65
03/02/2017,$10.64
03/03/2017,$10.64
03/06/2017,$10.63
03/07/2017,$10.62
03/08/2017,$10.59
03/09/2017,$10.56
03/10/2017,$10.57
03/13/2017,$10.55
03/14/2017,$10.56
03/15/2017,$10.61
03/16/2017,$10.60
03/17/2017,$10.62
03/20/2017,$10.64
03/21/2017,$10.66
03/22/2017,$10.67
03/23/2017,$10.66
03/24/2017,$10.67
03/27/2017,$10.69
03/28/2017,$10.66
03/29/2017,$10.68
03/30/2017,$10.66
03/31/2017,$10.68
04/03/2017,$10.71
04/04/2017,$10.70
04/05/2017,$10.71
04/06/2017,$10.71
04/07/2017,$10.68
04/10/2017,$10.69
04/11/2017,$10.73
04/12/2017,$10.75
04/13/2017,$10.77
04/17/2017,$10.76
04/18/2017,$10.80
04/19/2017,$10.78
04/20/2017,$10.76
04/21/2017,$10.76
04/24/2017,$10.74
04/25/2017,$10.71
04/26/2017,$10.72
04/27/2017,$10.73
04/28/2017,$10.74
05/01/2017,$10.72
05/02/2017,$10.73
05/03/2017,$10.72
05/04/2017,$10.71
05/05/2017,$10.71
05/08/2017,$10.69
05/09/2017,$10.69
05/10/2017,$10.68
05/11/2017,$10.69
05/12/2017,$10.73
05/15/2017,$10.72
05/16/2017,$10.73
05/17/2017,$10.79
05/18/2017,$10.78
05/19/2017,$10.78
05/22/2017,$10.77
05/23/2017,$10.75
05/24/2017,$10.77
05/25/2017,$10.77
05/26/2017,$10.77
05/30/2017,$10.79
05/31/2017,$10.79
06/01/2017,$10.79
06/02/2017,$10.82
06/05/2017,$10.81
06/06/2017,$10.83
06/07/2017,$10.81
06/08/2017,$10.80
06/09/2017,$10.79
06/12/2017,$10.79
06/13/2017,$10.79
06/14/2017,$10.83
06/15/2017,$10.82
06/16/2017,$10.82
06/19/2017,$10.81
06/20/2017,$10.83
06/21/2017,$10.83
06/22/2017,$10.83
06/23/2017,$10.84
06/26/2017,$10.84
06/27/2017,$10.81
06/28/2017,$10.81
06/29/2017,$10.78
06/30/2017,$10.77
07/03/2017,$10.75
07/05/2017,$10.75
07/06/2017,$10.74
07/07/2017,$10.73
07/10/2017,$10.73
07/11/2017,$10.74
07/12/2017,$10.77
07/13/2017,$10.75
07/14/2017,$10.76
07/17/2017,$10.77
07/18/2017,$10.80
07/19/2017,$10.80
07/20/2017,$10.80
07/21/2017,$10.82
07/24/2017,$10.81
07/25/2017,$10.77
07/26/2017,$10.79
07/27/2017,$10.78
07/28/2017,$10.79
07/31/2017,$10.79
08/01/2017,$10.82
08/02/2017,$10.81
08/03/2017,$10.83
08/04/2017,$10.81
08/07/2017,$10.81
08/08/2017,$10.80
08/09/2017,$10.81
08/10/2017,$10.82
08/11/2017,$10.83
08/14/2017,$10.81
08/15/2017,$10.80
08/16/2017,$10.81
08/17/2017,$10.83
08/18/2017,$10.83
08/21/2017,$10.83
08/22/2017,$10.82
