Date,Price
12/31/2009,$10.35
01/04/2010,$10.36
01/05/2010,$10.40
01/06/2010,$10.38
01/07/2010,$10.38
01/08/2010,$10.39
01/11/2010,$10.39
01/12/2010,$10.43
01/13/2010,$10.41
01/14/2010,$10.43
01/15/2010,$10.45
01/19/2010,$10.44
01/20/2010,$10.46
01/21/2010,$10.48
01/22/2010,$10.48
01/25/2010,$10.46
01/26/2010,$10.47
01/27/2010,$10.46
01/28/2010,$10.46
01/29/2010,$10.48
02/01/2010,$10.46
02/02/2010,$10.47
02/03/2010,$10.45
02/04/2010,$10.49
02/05/2010,$10.50
02/08/2010,$10.49
02/09/2010,$10.46
02/10/2010,$10.43
02/11/2010,$10.42
02/12/2010,$10.44
02/16/2010,$10.45
02/17/2010,$10.42
02/18/2010,$10.40
02/19/2010,$10.40
02/22/2010,$10.40
02/23/2010,$10.44
02/24/2010,$10.44
02/25/2010,$10.46
02/26/2010,$10.47
03/01/2010,$10.48
03/02/2010,$10.48
03/03/2010,$10.48
03/04/2010,$10.49
03/05/2010,$10.46
03/08/2010,$10.45
03/09/2010,$10.46
03/10/2010,$10.45
03/11/2010,$10.45
03/12/2010,$10.46
03/15/2010,$10.46
03/16/2010,$10.48
03/17/2010,$10.49
03/18/2010,$10.48
03/19/2010,$10.47
03/22/2010,$10.48
03/23/2010,$10.48
03/24/2010,$10.43
03/25/2010,$10.41
03/26/2010,$10.42
03/29/2010,$10.42
03/30/2010,$10.42
03/31/2010,$10.43
04/01/2010,$10.41
04/05/2010,$10.36
04/06/2010,$10.37
04/07/2010,$10.41
04/08/2010,$10.41
04/09/2010,$10.41
04/12/2010,$10.44
04/13/2010,$10.44
04/14/2010,$10.43
04/15/2010,$10.44
04/16/2010,$10.47
04/19/2010,$10.45
04/20/2010,$10.45
04/21/2010,$10.47
04/22/2010,$10.46
04/23/2010,$10.44
04/26/2010,$10.45
04/27/2010,$10.50
04/28/2010,$10.47
04/29/2010,$10.48
04/30/2010,$10.51
05/03/2010,$10.49
05/04/2010,$10.53
05/05/2010,$10.54
05/06/2010,$10.59
05/07/2010,$10.55
05/10/2010,$10.52
05/11/2010,$10.52
05/12/2010,$10.51
05/13/2010,$10.53
05/14/2010,$10.57
05/17/2010,$10.56
05/18/2010,$10.59
05/19/2010,$10.59
05/20/2010,$10.62
05/21/2010,$10.62
05/24/2010,$10.61
05/25/2010,$10.61
05/26/2010,$10.60
05/27/2010,$10.55
05/28/2010,$10.57
06/01/2010,$10.58
06/02/2010,$10.56
06/03/2010,$10.55
06/04/2010,$10.62
06/07/2010,$10.63
06/08/2010,$10.61
06/09/2010,$10.61
06/10/2010,$10.56
06/11/2010,$10.60
06/14/2010,$10.59
06/15/2010,$10.57
06/16/2010,$10.59
06/17/2010,$10.62
06/18/2010,$10.61
06/21/2010,$10.61
06/22/2010,$10.64
06/23/2010,$10.66
06/24/2010,$10.65
06/25/2010,$10.66
06/28/2010,$10.69
06/29/2010,$10.71
06/30/2010,$10.71
07/01/2010,$10.71
07/02/2010,$10.69
07/06/2010,$10.72
07/07/2010,$10.70
07/08/2010,$10.69
07/09/2010,$10.68
07/12/2010,$10.68
07/13/2010,$10.66
07/14/2010,$10.69
07/15/2010,$10.72
07/16/2010,$10.74
07/19/2010,$10.73
07/20/2010,$10.73
07/21/2010,$10.77
07/22/2010,$10.75
07/23/2010,$10.73
07/26/2010,$10.73
07/27/2010,$10.72
07/28/2010,$10.74
07/29/2010,$10.75
07/30/2010,$10.78
08/02/2010,$10.76
08/03/2010,$10.79
08/04/2010,$10.77
08/05/2010,$10.78
08/06/2010,$10.81
08/09/2010,$10.80
08/10/2010,$10.82
08/11/2010,$10.84
08/12/2010,$10.81
08/13/2010,$10.84
08/16/2010,$10.88
08/17/2010,$10.86
08/18/2010,$10.85
08/19/2010,$10.88
08/20/2010,$10.86
08/23/2010,$10.87
08/24/2010,$10.90
08/25/2010,$10.88
08/26/2010,$10.90
08/27/2010,$10.84
08/30/2010,$10.88
08/31/2010,$10.91
09/01/2010,$10.87
09/02/2010,$10.85
09/03/2010,$10.82
09/07/2010,$10.86
09/08/2010,$10.84
09/09/2010,$10.79
09/10/2010,$10.78
09/13/2010,$10.80
09/14/2010,$10.83
09/15/2010,$10.81
09/16/2010,$10.80
09/17/2010,$10.80
09/20/2010,$10.81
09/21/2010,$10.85
09/22/2010,$10.86
09/23/2010,$10.87
09/24/2010,$10.84
09/27/2010,$10.88
09/28/2010,$10.89
09/29/2010,$10.88
09/30/2010,$10.88
10/01/2010,$10.88
10/04/2010,$10.90
10/05/2010,$10.90
10/06/2010,$10.93
