Date,Price
12/31/2012,$11.09
01/02/2013,$11.06
01/03/2013,$11.04
01/04/2013,$11.04
01/07/2013,$11.05
01/08/2013,$11.06
01/09/2013,$11.05
01/10/2013,$11.04
01/11/2013,$11.06
01/14/2013,$11.06
01/15/2013,$11.06
01/16/2013,$11.07
01/17/2013,$11.04
01/18/2013,$11.05
01/22/2013,$11.06
01/23/2013,$11.06
01/24/2013,$11.05
01/25/2013,$11.01
01/28/2013,$11.00
01/29/2013,$10.99
01/30/2013,$10.99
01/31/2013,$10.99
02/01/2013,$10.98
02/04/2013,$11.00
02/05/2013,$10.99
02/06/2013,$11.00
02/07/2013,$11.00
02/08/2013,$11.00
02/11/2013,$11.00
02/12/2013,$10.99
02/13/2013,$10.97
02/14/2013,$10.99
02/15/2013,$10.99
02/19/2013,$10.98
02/20/2013,$10.98
02/21/2013,$10.99
02/22/2013,$10.99
02/25/2013,$11.04
02/26/2013,$11.03
02/27/2013,$11.02
02/28/2013,$11.03
03/01/2013,$11.04
03/04/2013,$11.03
03/05/2013,$11.03
03/06/2013,$11.01
03/07/2013,$10.98
03/08/2013,$10.95
03/11/2013,$10.96
03/12/2013,$10.97
03/13/2013,$10.97
03/14/2013,$10.97
03/15/2013,$10.98
03/18/2013,$11.00
03/19/2013,$11.01
03/20/2013,$10.99
03/21/2013,$11.00
03/22/2013,$11.00
03/25/2013,$11.00
03/26/2013,$11.00
03/27/2013,$11.02
03/28/2013,$11.00
04/01/2013,$11.01
04/02/2013,$11.00
04/03/2013,$11.02
04/04/2013,$11.05
04/05/2013,$11.08
04/08/2013,$11.06
04/09/2013,$11.06
04/10/2013,$11.03
04/11/2013,$11.04
04/12/2013,$11.07
04/15/2013,$11.08
04/16/2013,$11.07
04/17/2013,$11.07
04/18/2013,$11.08
04/19/2013,$11.07
04/22/2013,$11.08
04/23/2013,$11.07
04/24/2013,$11.07
04/25/2013,$11.07
04/26/2013,$11.09
04/29/2013,$11.09
04/30/2013,$11.08
05/01/2013,$11.11
05/02/2013,$11.10
05/03/2013,$11.05
05/06/2013,$11.05
05/07/2013,$11.04
05/08/2013,$11.04
05/09/2013,$11.03
05/10/2013,$11.00
05/13/2013,$10.99
05/14/2013,$10.97
05/15/2013,$10.98
05/16/2013,$11.00
05/17/2013,$10.97
05/20/2013,$10.96
05/21/2013,$10.98
05/22/2013,$10.94
05/23/2013,$10.94
05/24/2013,$10.94
05/28/2013,$10.87
05/29/2013,$10.89
05/30/2013,$10.88
05/31/2013,$10.87
06/03/2013,$10.87
06/04/2013,$10.85
06/05/2013,$10.87
06/06/2013,$10.87
06/07/2013,$10.83
06/10/2013,$10.81
06/11/2013,$10.82
06/12/2013,$10.79
06/13/2013,$10.83
06/14/2013,$10.84
06/17/2013,$10.83
06/18/2013,$10.82
06/19/2013,$10.76
06/20/2013,$10.70
06/21/2013,$10.63
06/24/2013,$10.60
06/25/2013,$10.59
06/26/2013,$10.62
06/27/2013,$10.66
06/28/2013,$10.67
07/01/2013,$10.68
07/02/2013,$10.68
07/03/2013,$10.67
07/05/2013,$10.56
07/08/2013,$10.60
07/09/2013,$10.61
07/10/2013,$10.59
07/11/2013,$10.64
07/12/2013,$10.64
07/15/2013,$10.66
07/16/2013,$10.67
07/17/2013,$10.69
07/18/2013,$10.67
07/19/2013,$10.70
07/22/2013,$10.71
07/23/2013,$10.70
07/24/2013,$10.67
07/25/2013,$10.67
07/26/2013,$10.68
07/29/2013,$10.67
07/30/2013,$10.66
07/31/2013,$10.67
08/01/2013,$10.62
08/02/2013,$10.67
