Date, YTD, MTD, Day
01/03/2017, 0.74%, 0.74%, 0.74%
01/04/2017, 1.56%, 1.56%, 0.81%
01/05/2017, 1.74%, 1.74%, 0.18%
01/06/2017, 1.82%, 1.82%, 0.08%
01/09/2017, 1.49%, 1.49%, -0.32%
01/10/2017, 1.63%, 1.63%, 0.13%
01/11/2017, 2.02%, 2.02%, 0.38%
01/12/2017, 1.86%, 1.86%, -0.15%
01/13/2017, 2.16%, 2.16%, 0.29%
01/17/2017, 1.8%, 1.8%, -0.35%
01/18/2017, 1.83%, 1.83%, 0.03%
01/19/2017, 1.52%, 1.52%, -0.31%
01/20/2017, 1.85%, 1.85%, 0.33%
01/23/2017, 1.78%, 1.78%, -0.07%
01/24/2017, 2.46%, 2.46%, 0.67%
01/25/2017, 3.26%, 3.26%, 0.78%
01/26/2017, 3.1%, 3.1%, -0.15%
01/27/2017, 2.98%, 2.98%, -0.12%
01/30/2017, 2.32%, 2.32%, -0.64%
01/31/2017, 2.41%, 2.41%, 0.09%
02/01/2017, 2.51%, 0.1%, 0.1%
02/02/2017, 2.58%, 0.17%, 0.07%
02/03/2017, 3.27%, 0.84%, 0.67%
02/06/2017, 2.96%, 0.54%, -0.3%
02/07/2017, 2.89%, 0.48%, -0.06%
02/08/2017, 3.06%, 0.64%, 0.16%
02/09/2017, 3.63%, 1.2%, 0.55%
02/10/2017, 4.01%, 1.56%, 0.36%
02/13/2017, 4.5%, 2.04%, 0.47%
02/14/2017, 4.77%, 2.31%, 0.26%
02/15/2017, 5.25%, 2.77%, 0.45%
02/16/2017, 5.2%, 2.73%, -0.04%
02/17/2017, 5.26%, 2.78%, 0.05%
02/21/2017, 5.81%, 3.32%, 0.53%
02/22/2017, 5.72%, 3.23%, -0.09%
02/23/2017, 5.72%, 3.24%, 0%
02/24/2017, 5.63%, 3.15%, -0.09%
02/27/2017, 5.72%, 3.24%, 0.09%
02/28/2017, 5.38%, 2.91%, -0.32%
03/01/2017, 6.62%, 1.17%, 1.17%
03/02/2017, 5.92%, 0.5%, -0.65%
