Date, YTD, MTD, Day
01/03/2017, 0.7%, 0.7%, 0.7%
01/04/2017, 1.39%, 1.39%, 0.69%
01/05/2017, 1.3%, 1.3%, -0.09%
01/06/2017, 1.5%, 1.5%, 0.2%
01/09/2017, 1.21%, 1.21%, -0.29%
01/10/2017, 1.3%, 1.3%, 0.09%
01/11/2017, 1.54%, 1.54%, 0.24%
01/12/2017, 1.31%, 1.31%, -0.22%
01/13/2017, 1.53%, 1.53%, 0.21%
01/17/2017, 1.21%, 1.21%, -0.32%
01/18/2017, 1.33%, 1.33%, 0.13%
01/19/2017, 0.96%, 0.96%, -0.37%
01/20/2017, 1.26%, 1.26%, 0.3%
01/23/2017, 1.07%, 1.07%, -0.18%
01/24/2017, 1.71%, 1.71%, 0.63%
01/25/2017, 2.37%, 2.37%, 0.64%
01/26/2017, 2.28%, 2.28%, -0.09%
01/27/2017, 2.18%, 2.18%, -0.09%
01/30/2017, 1.59%, 1.59%, -0.58%
01/31/2017, 1.65%, 1.65%, 0.06%
02/01/2017, 1.62%, -0.03%, -0.03%
02/02/2017, 1.68%, 0.03%, 0.06%
02/03/2017, 2.41%, 0.74%, 0.71%
02/06/2017, 2.22%, 0.56%, -0.18%
02/07/2017, 2.21%, 0.55%, -0.02%
02/08/2017, 2.33%, 0.66%, 0.12%
02/09/2017, 2.88%, 1.2%, 0.53%
02/10/2017, 3.23%, 1.54%, 0.34%
02/13/2017, 3.65%, 1.96%, 0.41%
02/14/2017, 3.99%, 2.29%, 0.32%
02/15/2017, 4.41%, 2.71%, 0.41%
02/16/2017, 4.35%, 2.65%, -0.06%
02/17/2017, 4.51%, 2.81%, 0.16%
02/21/2017, 5.08%, 3.36%, 0.53%
02/22/2017, 4.95%, 3.24%, -0.11%
02/23/2017, 4.92%, 3.21%, -0.03%
02/24/2017, 5.11%, 3.4%, 0.19%
02/27/2017, 5.28%, 3.57%, 0.16%
02/28/2017, 4.93%, 3.22%, -0.33%
03/01/2017, 6.11%, 1.11%, 1.11%
03/02/2017, 5.49%, 0.52%, -0.58%
03/03/2017, 5.53%, 0.56%, 0.04%
03/06/2017, 5.19%, 0.23%, -0.33%
03/07/2017, 4.85%, -0.08%, -0.31%
03/08/2017, 4.58%, -0.34%, -0.26%
03/09/2017, 4.56%, -0.37%, -0.03%
03/10/2017, 4.87%, -0.07%, 0.3%
03/13/2017, 4.94%, -0.01%, 0.06%
03/14/2017, 4.63%, -0.3%, -0.29%
03/15/2017, 5.54%, 0.56%, 0.86%
03/16/2017, 5.42%, 0.45%, -0.11%
03/17/2017, 5.38%, 0.42%, -0.03%
03/20/2017, 5.2%, 0.25%, -0.17%
03/21/2017, 3.95%, -0.93%, -1.17%
03/22/2017, 4.11%, -0.79%, 0.14%
03/23/2017, 3.68%, -1.19%, -0.4%
03/24/2017, 3.64%, -1.23%, -0.04%
03/27/2017, 3.6%, -1.26%, -0.03%
03/28/2017, 4.21%, -0.69%, 0.58%
03/29/2017, 4.39%, -0.52%, 0.17%
03/30/2017, 4.67%, -0.26%, 0.26%
03/31/2017, 4.56%, -0.36%, -0.1%
04/03/2017, 4.36%, -0.19%, -0.19%
04/04/2017, 4.39%, -0.16%, 0.03%
04/05/2017, 4.04%, -0.49%, -0.33%
04/06/2017, 4.33%, -0.22%, 0.28%
04/07/2017, 4.23%, -0.32%, -0.1%
04/10/2017, 4.33%, -0.22%, 0.1%
04/11/2017, 4.37%, -0.17%, 0.04%
04/12/2017, 3.96%, -0.56%, -0.39%
04/13/2017, 3.37%, -1.13%, -0.57%
04/17/2017, 4.14%, -0.39%, 0.75%
04/18/2017, 3.99%, -0.54%, -0.15%
04/19/2017, 3.88%, -0.64%, -0.1%
04/20/2017, 4.57%, 0.01%, 0.65%
04/21/2017, 4.29%, -0.25%, -0.26%
04/24/2017, 5.23%, 0.65%, 0.9%
04/25/2017, 5.77%, 1.15%, 0.5%
04/26/2017, 5.8%, 1.18%, 0.03%
04/27/2017, 5.86%, 1.24%, 0.06%
04/28/2017, 5.58%, 0.98%, -0.26%
05/01/2017, 5.75%, 0.16%, 0.16%
05/02/2017, 5.81%, 0.21%, 0.06%
05/03/2017, 5.62%, 0.03%, -0.18%
05/04/2017, 5.6%, 0.02%, -0.01%
05/05/2017, 6.04%, 0.43%, 0.41%
05/08/2017, 5.95%, 0.34%, -0.08%
05/09/2017, 5.88%, 0.27%, -0.07%
05/10/2017, 6.04%, 0.43%, 0.16%
05/11/2017, 5.82%, 0.22%, -0.21%
05/12/2017, 5.71%, 0.11%, -0.1%
05/15/2017, 6.18%, 0.56%, 0.44%
05/16/2017, 6.15%, 0.53%, -0.03%
05/17/2017, 4.53%, -0.98%, -1.5%
05/18/2017, 4.85%, -0.68%, 0.3%
05/19/2017, 5.46%, -0.12%, 0.57%
05/22/2017, 5.94%, 0.34%, 0.46%
05/23/2017, 6.08%, 0.47%, 0.13%
05/24/2017, 6.34%, 0.71%, 0.24%
05/25/2017, 6.72%, 1.07%, 0.35%
05/26/2017, 6.73%, 1.08%, 0.01%
05/30/2017, 6.59%, 0.95%, -0.13%
05/31/2017, 6.58%, 0.94%, -0.01%
06/01/2017, 7.43%, 0.79%, 0.79%
06/02/2017, 7.82%, 1.16%, 0.36%
06/05/2017, 7.64%, 0.99%, -0.17%
06/06/2017, 7.41%, 0.77%, -0.21%
06/07/2017, 7.52%, 0.87%, 0.1%
06/08/2017, 7.65%, 1%, 0.13%
06/09/2017, 7.59%, 0.94%, -0.06%
06/12/2017, 7.52%, 0.87%, -0.07%
06/13/2017, 8%, 1.33%, 0.45%
06/14/2017, 7.92%, 1.25%, -0.07%
06/15/2017, 7.68%, 1.03%, -0.22%
06/16/2017, 7.68%, 1.03%, 0%
06/19/2017, 8.43%, 1.72%, 0.68%
06/20/2017, 7.36%, 0.73%, -0.97%
06/21/2017, 7.29%, 0.66%, -0.07%
06/22/2017, 7.29%, 0.66%, 0%
06/23/2017, 7.53%, 0.89%, 0.22%
06/26/2017, 7.59%, 0.94%, 0.06%
06/27/2017, 6.79%, 0.2%, -0.74%
06/28/2017, 7.67%, 1.01%, 0.82%
06/29/2017, 6.85%, 0.25%, -0.75%
06/30/2017, 6.97%, 0.37%, 0.11%
07/03/2017, 7.22%, 0.22%, 0.22%
07/05/2017, 7.28%, 0.28%, 0.06%
07/06/2017, 6.37%, -0.56%, -0.84%
07/07/2017, 6.99%, 0.01%, 0.58%
07/10/2017, 7.01%, 0.03%, 0.01%
07/11/2017, 7.01%, 0.03%, -0%
07/12/2017, 7.73%, 0.7%, 0.67%
07/13/2017, 7.87%, 0.83%, 0.13%
07/14/2017, 8.29%, 1.22%, 0.39%
07/17/2017, 8.32%, 1.25%, 0.03%
07/18/2017, 8.4%, 1.32%, 0.07%
07/19/2017, 8.96%, 1.84%, 0.51%
07/20/2017, 8.94%, 1.82%, -0.01%
07/21/2017, 8.91%, 1.8%, -0.03%
07/24/2017, 8.85%, 1.74%, -0.06%
07/25/2017, 9.11%, 1.98%, 0.23%
07/26/2017, 9.09%, 1.96%, -0.01%
07/27/2017, 8.93%, 1.81%, -0.15%
07/28/2017, 8.81%, 1.7%, -0.11%
07/31/2017, 8.72%, 1.61%, -0.08%
08/01/2017, 8.98%, 0.25%, 0.25%
08/02/2017, 8.88%, 0.15%, -0.1%
08/03/2017, 8.71%, 0%, -0.15%
08/04/2017, 8.9%, 0.17%, 0.17%
08/07/2017, 9.05%, 0.3%, 0.14%
08/08/2017, 8.79%, 0.07%, -0.23%
08/09/2017, 8.68%, -0.03%, -0.1%
